value;replacement
F.NOVOTN…HO;NOVOTN…HO
F.NOV¡KA;NOV¡KOVA
F.ONDRICKA;FR. ONDÿÕ»KA
F.ONDRUSKA;FRANTIäKA ONDRŸäKA
F.ONDRŸäKA;FRANTIäKA ONDRŸäKA
F.ONDÿÕ»KA;FR. ONDÿÕ»KA
F.OPLTA;OPLTOVA
F.OPOLSKEHO;FRANTIäKA OPOLSK…HO
F.OPOLSK…HO;FRANTIäKA OPOLSK…HO
F.PAKOSTY;FERD. PAKOSTY
F.PALACKEHO;FRANTIäKA PALACK…HO
F.PALACK…HO;FRANTIäKA PALACK…HO
F.PODESVY;FR. PODEäVY
F.PODEäVY;FR. PODEäVY
F.POKORNEHO;POKORN…HO
F.POKORN…HO;POKORN…HO
F.PROCHAZKY;PROCH¡ZKOVA
F.PROCH¡ZKY;PROCH¡ZKOVA
F.PROKOPA;FRANTIäKA PROKOPA
F.PRUSI;FRANTIäKA PRŸäI
F.PRŸäI;FRANTIäKA PRŸäI
F.PULIRE;FABI¡NA PULÕÿE
F.PULÕÿE;FABI¡NA PULÕÿE
F.REPKY;FR. ÿEPKY
F.RIHY;ÿÕHOVA
F.S TUMY;TŸMOVA
F.S TŸMY;TŸMOVA
F.S. TUMY;TŸMOVA
F.S. TŸMY;TŸMOVA
F.S.TUMY;TŸMOVA
F.S.TŸMY;TŸMOVA
F.SAFARIKA;äAFAÿÕKOVA
F.SAGNERA;FRANTIäKA S¡GNERA
F.SCHMIEDA;FR. SCHMIEDA
F.SCHULZE;FERDINANDA SCHULZE
F.SIMACKA;FRANTIäKA äIM¡»KA
F.SKAUNICOVE;FRANTIäKY SKAUNICOV…
F.SKAUNICOV…;FRANTIäKY SKAUNICOV…
F.SKROUPA;FRANTIäKA äKROUPA
F.SMOLIKA;FRANTIäKA SMOLÕKA
F.SMOLÕKA;FRANTIäKA SMOLÕKA
F.SNOBLA;FR. äNOBLA
F.SOCHORA;SOCHOROVA
F.SRAMKA;FR¡NI äR¡MKA
F.STIBRA;FR. äTÕBRA
F.STRANECKE;FRANTIäKY STR¡NECK…
F.STRUNZE;FRANTIäKA STRUNZE
F.STR¡NECK…;FRANTIäKY STR¡NECK…
F.STUMY;TŸMOVA
F.STŸMY;TŸMOVA
F.SUBRTA;FRANTIäKA äUBRTA
F.SUMAVSKEHO;FRANTY äUMAVSK…HO
F.SVOBODY;SVOBODOVA
F.S¡GNERA;FRANTIäKA S¡GNERA
F.TICHEHO;FR. TICH…HO
F.TICH…HO;FR. TICH…HO
F.TLUSTEHO;FRANT. TLUST…HO
F.TLUST…HO;FRANT. TLUST…HO
F.TOUFARA;FAR¡ÿE TOUFARA
F.V MARESE;MAREäOVA
F.V MAREäE;MAREäOVA
F.V. MARESE;MAREäOVA
F.V. MAREäE;MAREäOVA
F.V.MARESE;MAREäOVA
F.V.MAREäE;MAREäOVA
F.VANCURY;VAN»UROVA
F.VAN»URY;VAN»UROVA
F.VESELEHO;VESEL…HO
F.VESELKY;FR. VESELKY
F.VESEL…HO;VESEL…HO
F.VILTA;FRANT. VILTA
F.VLACHA;FR. VLACHA
F.VMARESE;MAREäOVA
F.VMAREäE;MAREäOVA
F.VOLAKA;FRANTIäKA VOL¡KA
F.VOL¡KA;FRANTIäKA VOL¡KA
F.X PROCHAZKY;PROCH¡ZKOVA
F.X PROCH¡ZKY;PROCH¡ZKOVA
F.X SVOBODY;SVOBODOVA
F.X. PROCHAZKY;PROCH¡ZKOVA
F.X. PROCH¡ZKY;PROCH¡ZKOVA
F.X. SVOBODY;SVOBODOVA
F.X.PROCHAZKY;PROCH¡ZKOVA
F.X.PROCH¡ZKY;PROCH¡ZKOVA
F.X.SVOBODY;SVOBODOVA
F.XPROCHAZKY;PROCH¡ZKOVA
F.XPROCH¡ZKY;PROCH¡ZKOVA
F.XSVOBODY;SVOBODOVA
F.ZALOUDKA;FRANTIäKA éALOUDKA
F.ZELNICKA;FRANTIäKA ZELNÕ»KA
F.ZELNÕ»KA;FRANTIäKA ZELNÕ»KA
F.ZEMANA;ZEMANOVA
F.ZOUBKA;FR. ZOUBKA
F.ZVONARE;FRANTIäKA ZVONAÿE
F.ZVONAÿE;FRANTIäKA ZVONAÿE
F.»ECHURY;FRANTIäKA »ECHURY
F.»EJKY;»EJKOVA
F.»ERM¡KA;»ERM¡KOVA
F.»ERNOHORSK…HO;»ERNOHORSK…HO
F.»ERN…HO;»ERN…HO
F.»ERVEN…HO;»ERVEN…HO
F.ÿEPKY;FR. ÿEPKY
F.ÿÕHY;ÿÕHOVA
F.äAFAÿÕKA;äAFAÿÕKOVA
F.äIM¡»KA;FRANTIäKA äIM¡»KA
F.äKROUPA;FRANTIäKA äKROUPA
F.äNOBLA;FR. äNOBLA
F.äR¡MKA;FR¡NI äR¡MKA
F.äTÕBRA;FR. äTÕBRA
F.äUBRTA;FRANTIäKA äUBRTA
F.äUMAVSK…HO;FRANTY äUMAVSK…HO
F.éALOUDKA;FRANTIäKA éALOUDKA
FAB PULIRE;FABI¡NA PULÕÿE
FAB PULÕÿE;FABI¡NA PULÕÿE
FAB. PULIRE;FABI¡NA PULÕÿE
FAB. PULÕÿE;FABI¡NA PULÕÿE
FAB.PULIRE;FABI¡NA PULÕÿE
FAB.PULÕÿE;FABI¡NA PULÕÿE
FABPULIRE;FABI¡NA PULÕÿE
FABPULÕÿE;FABI¡NA PULÕÿE
FADAMKA;FRANTIäKA AD¡MKA
FAD¡MKA;FRANTIäKA AD¡MKA
FAR TOUFARA;FAR¡ÿE TOUFARA
FAR. TOUFARA;FAR¡ÿE TOUFARA
FAR.TOUFARA;FAR¡ÿE TOUFARA
FARTOUFARA;FAR¡ÿE TOUFARA
FBALATKY;FRANTIäKA BALATKY
FBARTAKA;FILIPA BART¡KA
FBARTOSE;BARTOäOVA
FBARTOäE;BARTOäOVA
FBART¡KA;FILIPA BART¡KA
FBILKA;BÕLKOVA
FBRZAKA;FRANTIäKA BRZ¡KA
FBRZ¡KA;FRANTIäKA BRZ¡KA
FBÕLKA;BÕLKOVA
FCECHURY;FRANTIäKA »ECHURY
FCEJKY;»EJKOVA
FCERMAKA;»ERM¡KOVA
FCERNEHO;»ERN…HO
FCERNOHORSKEHO;»ERNOHORSK…HO
FCERVENEHO;»ERVEN…HO
FCHLOUBY;FRANTIäKA CHLOUBY
FDAVIDA;FRANTIäKA DAVIDA
FDIEPOLTA;FRANT. DIEPOLTA
FDIVISE;DIVIäOVA
FDIVIäE;DIVIäOVA
FDUSI;FERDIäE DUäI
FDUäI;FERDIäE DUäI
FENCLOVE;BLAéENY FENCLOV…
FENCLOV…;BLAéENY FENCLOV…
FER DUSI;FERDIäE DUäI
FER DUäI;FERDIäE DUäI
FER KOLARE;KOL¡ÿOVA
FER KOL¡ÿE;KOL¡ÿOVA
FER PAKOSTY;FERD. PAKOSTY
FER SCHULZE;FERDINANDA SCHULZE
FER. DUSI;FERDIäE DUäI
FER. DUäI;FERDIäE DUäI
FER. KOLARE;KOL¡ÿOVA
FER. KOL¡ÿE;KOL¡ÿOVA
FER. PAKOSTY;FERD. PAKOSTY
FER. SCHULZE;FERDINANDA SCHULZE
FER.DUSI;FERDIäE DUäI
FER.DUäI;FERDIäE DUäI
FER.KOLARE;KOL¡ÿOVA
FER.KOL¡ÿE;KOL¡ÿOVA
FER.PAKOSTY;FERD. PAKOSTY
FER.SCHULZE;FERDINANDA SCHULZE
FERD CERMAKA;»ERM¡KOVA
FERD DUSI;FERDIäE DUäI
FERD DUäI;FERDIäE DUäI
FERD KOLARE;KOL¡ÿOVA
FERD KOL¡ÿE;KOL¡ÿOVA
FERD SCHULZE;FERDINANDA SCHULZE
FERD »ERM¡KA;»ERM¡KOVA
FERD. CERMAKA;»ERM¡KOVA
FERD. DUSI;FERDIäE DUäI
FERD. DUäI;FERDIäE DUäI
FERD. KOLARE;KOL¡ÿOVA
FERD. KOL¡ÿE;KOL¡ÿOVA
FERD. SCHULZE;FERDINANDA SCHULZE
FERD.CERMAKA;»ERM¡KOVA
FERD.DUSI;FERDIäE DUäI
FERD.DUäI;FERDIäE DUäI
FERD.KOLARE;KOL¡ÿOVA
FERD.KOL¡ÿE;KOL¡ÿOVA
FERD.SCHULZE;FERDINANDA SCHULZE
FERD.»ERM¡KA;»ERM¡KOVA
FERDCERMAKA;»ERM¡KOVA
FERDDUSI;FERDIäE DUäI
FERDDUäI;FERDIäE DUäI
FERDIN KOLARE;KOL¡ÿOVA
FERDIN KOL¡ÿE;KOL¡ÿOVA
FERDIN SCHULZE;FERDINANDA SCHULZE
FERDIN. KOLARE;KOL¡ÿOVA
FERDIN. KOL¡ÿE;KOL¡ÿOVA
FERDIN. SCHULZE;FERDINANDA SCHULZE
FERDIN.KOLARE;KOL¡ÿOVA
FERDIN.KOL¡ÿE;KOL¡ÿOVA
FERDIN.SCHULZE;FERDINANDA SCHULZE
FERDINAN KOLARE;KOL¡ÿOVA
FERDINAN KOL¡ÿE;KOL¡ÿOVA
FERDINAN SCHULZE;FERDINANDA SCHULZE
FERDINAN. KOLARE;KOL¡ÿOVA
FERDINAN. KOL¡ÿE;KOL¡ÿOVA
FERDINAN. SCHULZE;FERDINANDA SCHULZE
FERDINAN.KOLARE;KOL¡ÿOVA
FERDINAN.KOL¡ÿE;KOL¡ÿOVA
FERDINAN.SCHULZE;FERDINANDA SCHULZE
FERDINANDA KOLARE;KOL¡ÿOVA
FERDINANKOLARE;KOL¡ÿOVA
FERDINANKOL¡ÿE;KOL¡ÿOVA
FERDINANSCHULZE;FERDINANDA SCHULZE
FERDINKOLARE;KOL¡ÿOVA
FERDINKOL¡ÿE;KOL¡ÿOVA
FERDINSCHULZE;FERDINANDA SCHULZE
FERDKOLARE;KOL¡ÿOVA
FERDKOL¡ÿE;KOL¡ÿOVA
FERDSCHULZE;FERDINANDA SCHULZE
FERDUSI;FERDIäE DUäI
FERDUäI;FERDIäE DUäI
FERD»ERM¡KA;»ERM¡KOVA
FERKOLARE;KOL¡ÿOVA
FERKOL¡ÿE;KOL¡ÿOVA
FERPAKOSTY;FERD. PAKOSTY
FERSCHULZE;FERDINANDA SCHULZE
FF PROCHAZKY;PROCH¡ZKOVA
FF PROCH¡ZKY;PROCH¡ZKOVA
FF. PROCHAZKY;PROCH¡ZKOVA
FF. PROCH¡ZKY;PROCH¡ZKOVA
FF.PROCHAZKY;PROCH¡ZKOVA
FF.PROCH¡ZKY;PROCH¡ZKOVA
FFORMANA;FRANTIäKA FORMANA
FFPROCHAZKY;PROCH¡ZKOVA
FFPROCH¡ZKY;PROCH¡ZKOVA
FGROHA;FRANTIäKA GROHA
FGR”HA;FRANTIäKA GROHA
FHAJDY;FRANTIäKA HAJDY
FHALASE;FRANTIäKA HALASE
FHAMOUZE;FR. HAMOUZE
FHAMZY;FRANTIäKA HAMZY
FHORECKY;FR. HORE»KY
FHORE»KY;FR. HORE»KY
FHOVORKY;FR. HOVORKY
FHRUBINA;FRANTIäKA HRUBÕNA
FHRUBÕNA;FRANTIäKA HRUBÕNA
FIL BARTAKA;FILIPA BART¡KA
FIL BART¡KA;FILIPA BART¡KA
FIL. BARTAKA;FILIPA BART¡KA
FIL. BART¡KA;FILIPA BART¡KA
FIL.BARTAKA;FILIPA BART¡KA
FIL.BART¡KA;FILIPA BART¡KA
FILBARTAKA;FILIPA BART¡KA
FILBART¡KA;FILIPA BART¡KA
FJINDRICHA;JINDÿICHOVA
FJINDÿICHA;JINDÿICHOVA
FKADLECE;KADLECOVA
FKAFKY;KAFKOVA
FKAVALIRA;FRANT. KAVALÕRA
FKAVALÕRA;FRANT. KAVALÕRA
FKAVANA;FR. KAV¡NA
FKAVANA;FRANTIäKA KAVANA
FKAV¡NA;FR. KAV¡NA
FKLOZE;FR. KLOZE
FKMOCHA;FRANTIäKA KMOCHA
FKOCOURKA;KOCOURKOVA
FKOKESE;FRANTIäKA KOKEäE
FKOKEäE;FRANTIäKA KOKEäE
FKOLARE;KOL¡ÿOVA
FKOL¡ÿE;KOL¡ÿOVA
FKOPECKA;FR¡NI KOPE»KA
FKOPE»KA;FR¡NI KOPE»KA
FKOSIKA;FR. KOSÕKA
FKOSÕKA;FR. KOSÕKA
FKOTYZY;FRANTIäKA KOTYZY
FKOUBY;KOUBOVA
FKRAUSE;KRAUSOVA
FKREJCIHO;KREJ»ÕHO
FKREJ»ÕHO;KREJ»ÕHO
FKRETZE;FRANTIäKA KRETZE
FKRIEGELA;FRANTIäKA KRIEGELA
FKRIZIKA;FRANTIäKA KÿIéÕKA
FKRIZKA;KÿÕéKOVA
FKRYGELA;FRANTIäKA KRIEGELA
FKRYGLA;FRANTIäKA KRIEGELA
FKR›GELA;FRANTIäKA KRIEGELA
FKR›GLA;FRANTIäKA KRIEGELA
FKUPKY;FR. KUPKY
FKÿIéÕKA;FRANTIäKA KÿIéÕKA
FKÿÕéKA;KÿÕéKOVA
FL NOVAKA;NOV¡KOVA
FL NOV¡KA;NOV¡KOVA
FL. NOVAKA;NOV¡KOVA
FL. NOV¡KA;NOV¡KOVA
FL.NOVAKA;NOV¡KOVA
FL.NOV¡KA;NOV¡KOVA
FLANDOVSKEHO;FRANTIäKA LANDOVSK…HO
FLANDOVSK…HO;FRANTIäKA LANDOVSK…HO
FLIBALA;FRANTIäKA LÕBALA
FLINHARTA;FRANTIäKA LINHARTA
FLISZTA;FRANZE LISZTA
FLNOVAKA;NOV¡KOVA
FLNOV¡KA;NOV¡KOVA
FLOR NOVAKA;NOV¡KOVA
FLOR NOV¡KA;NOV¡KOVA
FLOR. NOVAKA;NOV¡KOVA
FLOR. NOV¡KA;NOV¡KOVA
FLOR.NOVAKA;NOV¡KOVA
FLOR.NOV¡KA;NOV¡KOVA
FLORI NOVAKA;NOV¡KOVA
FLORI NOV¡KA;NOV¡KOVA
FLORI. NOVAKA;NOV¡KOVA
FLORI. NOV¡KA;NOV¡KOVA
FLORI.NOVAKA;NOV¡KOVA
FLORI.NOV¡KA;NOV¡KOVA
FLORIAN NAMESTI;FLORI¡NSK… N¡MÃSTÕ
FLORIAN. NAMESTI;FLORI¡NSK… N¡MÃSTÕ
FLORIAN.NAMESTI;FLORI¡NSK… N¡MÃSTÕ
FLORIANA NOVAKA;NOV¡KOVA
FLORIANNAMESTI;FLORI¡NSK… N¡MÃSTÕ
FLORIANSKE N;FLORI¡NSK… N¡MÃSTÕ
FLORIANSKE N.;FLORI¡NSK… N¡MÃSTÕ
FLORIANSKE N¡MÃSTÕ;FLORI¡NSK… N¡MÃSTÕ
FLORIANSKEN;FLORI¡NSK… N¡MÃSTÕ
FLORIANSKEN.;FLORI¡NSK… N¡MÃSTÕ
FLORINOVAKA;NOV¡KOVA
FLORINOV¡KA;NOV¡KOVA
FLORI¡N N¡MÃSTÕ;FLORI¡NSK… N¡MÃSTÕ
FLORI¡N. N¡MÃSTÕ;FLORI¡NSK… N¡MÃSTÕ
FLORI¡N.N¡MÃSTÕ;FLORI¡NSK… N¡MÃSTÕ
FLORI¡NN¡MÃSTÕ;FLORI¡NSK… N¡MÃSTÕ
FLORI¡NSK… N;FLORI¡NSK… N¡MÃSTÕ
FLORI¡NSK… N.;FLORI¡NSK… N¡MÃSTÕ
FLORI¡NSK…N;FLORI¡NSK… N¡MÃSTÕ
FLORI¡NSK…N.;FLORI¡NSK… N¡MÃSTÕ
FLORNOVAKA;NOV¡KOVA
FLORNOV¡KA;NOV¡KOVA
FLOUCKEHO;FR. LOUCK…HO
FLOUCK…HO;FR. LOUCK…HO
FLYSKA;FRANTIäKA L›SKA
FLÕBALA;FRANTIäKA LÕBALA
FL›SKA;FRANTIäKA L›SKA
FMACHACKA;MACH¡»KOVA
FMACH¡»KA;MACH¡»KOVA
FMALIKA;MALÕKOVA
FMALÕKA;MALÕKOVA
FMETELCE;FRANTIäKA METELCE
FNOHY;NOHOVA
FNOVAKA;NOV¡KOVA
FNOVOTNEHO;NOVOTN…HO
FNOVOTN…HO;NOVOTN…HO
FNOV¡KA;NOV¡KOVA
FONDRICKA;FR. ONDÿÕ»KA
FONDRUSKA;FRANTIäKA ONDRŸäKA
FONDRŸäKA;FRANTIäKA ONDRŸäKA
FONDÿÕ»KA;FR. ONDÿÕ»KA
FOPLTA;OPLTOVA
FOPOLSKEHO;FRANTIäKA OPOLSK…HO
FOPOLSK…HO;FRANTIäKA OPOLSK…HO
FPAKOSTY;FERD. PAKOSTY
FPALACKEHO;FRANTIäKA PALACK…HO
FPALACK…HO;FRANTIäKA PALACK…HO
FPODESVY;FR. PODEäVY
FPODEäVY;FR. PODEäVY
FPOKORNEHO;POKORN…HO
FPOKORN…HO;POKORN…HO
FPROCHAZKY;PROCH¡ZKOVA
FPROCH¡ZKY;PROCH¡ZKOVA
FPROKOPA;FRANTIäKA PROKOPA
FPRUSI;FRANTIäKA PRŸäI
FPRŸäI;FRANTIäKA PRŸäI
FPULIRE;FABI¡NA PULÕÿE
FPULÕÿE;FABI¡NA PULÕÿE
FR ADAMKA;FRANTIäKA AD¡MKA
FR AD¡MKA;FRANTIäKA AD¡MKA
FR BALATKY;FRANTIäKA BALATKY
FR BARTOSE;BARTOäOVA
FR BARTOäE;BARTOäOVA
FR BILKA;BÕLKOVA
FR BRZAKA;FRANTIäKA BRZ¡KA
FR BRZ¡KA;FRANTIäKA BRZ¡KA
FR BÕLKA;BÕLKOVA
FR CECHURY;FRANTIäKA »ECHURY
FR CERNEHO;»ERN…HO
FR CERNOHORSKEHO;»ERNOHORSK…HO
FR CERVENEHO;»ERVEN…HO
FR CHLOUBY;FRANTIäKA CHLOUBY
FR DAVIDA;FRANTIäKA DAVIDA
FR DIEPOLTA;FRANT. DIEPOLTA
FR DIVISE;DIVIäOVA
FR DIVIäE;DIVIäOVA
FR FORMANA;FRANTIäKA FORMANA
FR GROHA;FRANTIäKA GROHA
FR GR”HA;FRANTIäKA GROHA
FR HAJDY;FRANTIäKA HAJDY
FR HALASE;FRANTIäKA HALASE
FR HAMZY;FRANTIäKA HAMZY
FR HRUBINA;FRANTIäKA HRUBÕNA
FR HRUBÕNA;FRANTIäKA HRUBÕNA
FR KADLECE;KADLECOVA
FR KAFKY;KAFKOVA
FR KAVALIRA;FRANT. KAVALÕRA
FR KAVALÕRA;FRANT. KAVALÕRA
FR KAVANA;FRANTIäKA KAVANA
FR KMOCHA;FRANTIäKA KMOCHA
FR KOCOURKA;KOCOURKOVA
FR KOKESE;FRANTIäKA KOKEäE
FR KOKEäE;FRANTIäKA KOKEäE
FR KOPECKA;FR¡NI KOPE»KA
FR KOPE»KA;FR¡NI KOPE»KA
FR KOTYZY;FRANTIäKA KOTYZY
FR KOUBY;KOUBOVA
FR KRAUSE;KRAUSOVA
FR KREJCIHO;KREJ»ÕHO
FR KREJ»ÕHO;KREJ»ÕHO
FR KRETZE;FRANTIäKA KRETZE
FR KRIEGELA;FRANTIäKA KRIEGELA
FR KRIZIKA;FRANTIäKA KÿIéÕKA
FR KRIZKA;KÿÕéKOVA
FR KRYGELA;FRANTIäKA KRIEGELA
FR KRYGLA;FRANTIäKA KRIEGELA
FR KR›GELA;FRANTIäKA KRIEGELA
FR KR›GLA;FRANTIäKA KRIEGELA
FR KUCERY;KU»EROVA
FR KU»ERY;KU»EROVA
FR KÿIéÕKA;FRANTIäKA KÿIéÕKA
FR KÿÕéKA;KÿÕéKOVA
FR LANDOVSKEHO;FRANTIäKA LANDOVSK…HO
FR LANDOVSK…HO;FRANTIäKA LANDOVSK…HO
FR LIBALA;FRANTIäKA LÕBALA
FR LINHARTA;FRANTIäKA LINHARTA
FR LISZTA;FRANZE LISZTA
FR LYSKA;FRANTIäKA L›SKA
FR LÕBALA;FRANTIäKA LÕBALA
FR L›SKA;FRANTIäKA L›SKA
FR MACHACKA;MACH¡»KOVA
FR MACH¡»KA;MACH¡»KOVA
FR MALIKA;MALÕKOVA
FR MALÕKA;MALÕKOVA
FR METELCE;FRANTIäKA METELCE
FR NOHY;NOHOVA
FR NOVAKA;NOV¡KOVA
FR NOVOTNEHO;NOVOTN…HO
FR NOVOTN…HO;NOVOTN…HO
FR NOV¡KA;NOV¡KOVA
FR ONDRUSKA;FRANTIäKA ONDRŸäKA
FR ONDRŸäKA;FRANTIäKA ONDRŸäKA
FR OPOLSKEHO;FRANTIäKA OPOLSK…HO
FR OPOLSK…HO;FRANTIäKA OPOLSK…HO
FR PALACKEHO;FRANTIäKA PALACK…HO
FR PALACK…HO;FRANTIäKA PALACK…HO
FR POKORNEHO;POKORN…HO
FR POKORN…HO;POKORN…HO
FR PROKOPA;FRANTIäKA PROKOPA
FR PRUSI;FRANTIäKA PRŸäI
FR PRŸäI;FRANTIäKA PRŸäI
FR RIHY;ÿÕHOVA
FR SAFARIKA;äAFAÿÕKOVA
FR SAGNERA;FRANTIäKA S¡GNERA
FR SIMACKA;FRANTIäKA äIM¡»KA
FR SKAUNICOVE;FRANTIäKY SKAUNICOV…
FR SKAUNICOV…;FRANTIäKY SKAUNICOV…
FR SKROUPA;FRANTIäKA äKROUPA
FR SMOLIKA;FRANTIäKA SMOLÕKA
FR SMOLÕKA;FRANTIäKA SMOLÕKA
FR SOCHORA;SOCHOROVA
FR SOVY;SOVOVA
FR SRAMKA;FR¡NI äR¡MKA
FR STRANECKE;FRANTIäKY STR¡NECK…
FR STRUNZE;FRANTIäKA STRUNZE
FR STR¡NECK…;FRANTIäKY STR¡NECK…
FR SUBRTA;FRANTIäKA äUBRTA
FR SUMAVSKEHO;FRANTY äUMAVSK…HO
FR SVOBODY;SVOBODOVA
FR S¡GNERA;FRANTIäKA S¡GNERA
FR TLUSTEHO;FRANT. TLUST…HO
FR TLUST…HO;FRANT. TLUST…HO
FR VANCURY;VAN»UROVA
FR VAN»URY;VAN»UROVA
FR VESELEHO;VESEL…HO
FR VESEL…HO;VESEL…HO
FR VILTA;FRANT. VILTA
FR VOLAKA;FRANTIäKA VOL¡KA
FR VOL¡KA;FRANTIäKA VOL¡KA
FR ZALOUDKA;FRANTIäKA éALOUDKA
FR ZELNICKA;FRANTIäKA ZELNÕ»KA
FR ZELNÕ»KA;FRANTIäKA ZELNÕ»KA
FR ZEMANA;ZEMANOVA
FR ZVONARE;FRANTIäKA ZVONAÿE
FR ZVONAÿE;FRANTIäKA ZVONAÿE
FR »ECHURY;FRANTIäKA »ECHURY
FR »ERNOHORSK…HO;»ERNOHORSK…HO
FR »ERN…HO;»ERN…HO
FR »ERVEN…HO;»ERVEN…HO
FR ÿÕHY;ÿÕHOVA
FR äAFAÿÕKA;äAFAÿÕKOVA
FR äIM¡»KA;FRANTIäKA äIM¡»KA
FR äKROUPA;FRANTIäKA äKROUPA
FR äR¡MKA;FR¡NI äR¡MKA
FR äUBRTA;FRANTIäKA äUBRTA
FR äUMAVSK…HO;FRANTY äUMAVSK…HO
FR éALOUDKA;FRANTIäKA éALOUDKA
FR. ADAMKA;FRANTIäKA AD¡MKA
FR. AD¡MKA;FRANTIäKA AD¡MKA
FR. BALATKY;FRANTIäKA BALATKY
FR. BARTOSE;BARTOäOVA
FR. BARTOäE;BARTOäOVA
FR. BILKA;BÕLKOVA
FR. BRZAKA;FRANTIäKA BRZ¡KA
FR. BRZ¡KA;FRANTIäKA BRZ¡KA
FR. CECHURY;FRANTIäKA »ECHURY
FR. CERNEHO;»ERN…HO
FR. CERNOHORSKEHO;»ERNOHORSK…HO
FR. CERVENEHO;»ERVEN…HO
FR. CHLOUBY;FRANTIäKA CHLOUBY
FR. DAVIDA;FRANTIäKA DAVIDA
FR. DIEPOLTA;FRANT. DIEPOLTA
FR. DIVISE;DIVIäOVA
FR. DIVIäE;DIVIäOVA
FR. FORMANA;FRANTIäKA FORMANA
FR. GROHA;FRANTIäKA GROHA
FR. HAJDY;FRANTIäKA HAJDY
FR. HAMZY;FRANTIäKA HAMZY
FR. HRUBINA;FRANTIäKA HRUBÕNA
FR. KADLECE;KADLECOVA
FR. KAFKY;KAFKOVA
FR. KAVALIRA;FRANT. KAVALÕRA
FR. KAVALÕRA;FRANT. KAVALÕRA
FR. KAVANA;FRANTIäKA KAVANA
FR. KMOCHA;FRANTIäKA KMOCHA
FR. KOCOURKA;KOCOURKOVA
FR. KOKESE;FRANTIäKA KOKEäE
FR. KOKEäE;FRANTIäKA KOKEäE
FR. KOPECKA;FR¡NI KOPE»KA
FR. KOPE»KA;FR¡NI KOPE»KA
FR. KOTYZY;FRANTIäKA KOTYZY
FR. KRAUSE;KRAUSOVA
FR. KREJCIHO;KREJ»ÕHO
FR. KREJ»ÕHO;KREJ»ÕHO
FR. KRETZE;FRANTIäKA KRETZE
FR. KRIEGELA;FRANTIäKA KRIEGELA
FR. KRIZIKA;FRANTIäKA KÿIéÕKA
FR. KRIZKA;KÿÕéKOVA
FR. KRYGELA;FRANTIäKA KRIEGELA
FR. KRYGLA;FRANTIäKA KRIEGELA
FR. KR›GELA;FRANTIäKA KRIEGELA
FR. KR›GLA;FRANTIäKA KRIEGELA
FR. KUCERY;KU»EROVA
FR. KU»ERY;KU»EROVA
FR. KÿIéÕKA;FRANTIäKA KÿIéÕKA
FR. LANDOVSKEHO;FRANTIäKA LANDOVSK…HO
FR. LANDOVSK…HO;FRANTIäKA LANDOVSK…HO
FR. LIBALA;FRANTIäKA LÕBALA
FR. LINHARTA;FRANTIäKA LINHARTA
FR. LISZTA;FRANZE LISZTA
FR. LYSKA;FRANTIäKA L›SKA
FR. LÕBALA;FRANTIäKA LÕBALA
FR. L›SKA;FRANTIäKA L›SKA
FR. MACHACKA;MACH¡»KOVA
FR. MACH¡»KA;MACH¡»KOVA
FR. MALIKA;MALÕKOVA
FR. MALÕKA;MALÕKOVA
FR. METELCE;FRANTIäKA METELCE
FR. NOHY;NOHOVA
FR. NOVAKA;NOV¡KOVA
FR. NOVOTNEHO;NOVOTN…HO
FR. NOV¡KA;NOV¡KOVA
FR. ONDRUSKA;FRANTIäKA ONDRŸäKA
FR. ONDRŸäKA;FRANTIäKA ONDRŸäKA
FR. OPOLSKEHO;FRANTIäKA OPOLSK…HO
FR. OPOLSK…HO;FRANTIäKA OPOLSK…HO
FR. PALACKEHO;FRANTIäKA PALACK…HO
FR. POKORNEHO;POKORN…HO
FR. PROKOPA;FRANTIäKA PROKOPA
FR. PRUSI;FRANTIäKA PRŸäI
FR. PRŸäI;FRANTIäKA PRŸäI
FR. RIHY;ÿÕHOVA
FR. SAFARIKA;äAFAÿÕKOVA
FR. SAGNERA;FRANTIäKA S¡GNERA
FR. SIMACKA;FRANTIäKA äIM¡»KA
FR. SKAUNICOVE;FRANTIäKY SKAUNICOV…
FR. SKAUNICOV…;FRANTIäKY SKAUNICOV…
FR. SKROUPA;FRANTIäKA äKROUPA
FR. SMOLIKA;FRANTIäKA SMOLÕKA
FR. SMOLÕKA;FRANTIäKA SMOLÕKA
FR. SOVY;SOVOVA
FR. SRAMKA;FR¡NI äR¡MKA
FR. STRANECKE;FRANTIäKY STR¡NECK…
FR. STRUNZE;FRANTIäKA STRUNZE
FR. STR¡NECK…;FRANTIäKY STR¡NECK…
FR. SUBRTA;FRANTIäKA äUBRTA
FR. SUMAVSKEHO;FRANTY äUMAVSK…HO
FR. SVOBODY;SVOBODOVA
FR. S¡GNERA;FRANTIäKA S¡GNERA
FR. TLUSTEHO;FRANT. TLUST…HO
FR. TLUST…HO;FRANT. TLUST…HO
FR. VANCURY;VAN»UROVA
FR. VAN»URY;VAN»UROVA
FR. VESELEHO;VESEL…HO
FR. VESEL…HO;VESEL…HO
FR. VILTA;FRANT. VILTA
FR. VOLAKA;FRANTIäKA VOL¡KA
FR. VOL¡KA;FRANTIäKA VOL¡KA
FR. ZALOUDKA;FRANTIäKA éALOUDKA
FR. ZELNICKA;FRANTIäKA ZELNÕ»KA
