value;replacement
.  KVETNA;. KVÃTNA
.  KVÃTNA;. KVÃTNA
. . KVETNA;. KVÃTNA
. . KVÃTNA;. KVÃTNA
. .KVETNA;. KVÃTNA
. .KVÃTNA;. KVÃTNA
. KVETNA;. KVÃTNA
.. KVETNA;. KVÃTNA
.. KVÃTNA;. KVÃTNA
..KVETNA;. KVÃTNA
..KVÃTNA;. KVÃTNA
.BREZNA;. BÿEZNA
.BÿEZNA;. BÿEZNA
.KVETNA;. KVÃTNA
.KVÃTNA;. KVÃTNA
.UNORA;. ⁄NORA
.⁄NORA;. ⁄NORA
1. MAJE;1. M¡JE
1. PETILETKY;1. PÃTILETKY
10. CERVNA 1942;10. »ERVNA 1942
20. VYROCI OSVOB.;20. V›RO»Õ OSVOB.
22. CERVENCE;22. »ERVENCE
28.PLUKU;DVAC¡T…HO OSM…HO PLUKU
5 DOMKU;5 DOMKŸ
6. CERVENCE;6. »ERVENCE
9 KVETNA;N¡MÃSTÕ 9. KVÃTNA
9 KVÃTNA;N¡MÃSTÕ 9. KVÃTNA
9. KVETNA;N¡MÃSTÕ 9. KVÃTNA
9.KVETNA;N¡MÃSTÕ 9. KVÃTNA
9.KVÃTNA;N¡MÃSTÕ 9. KVÃTNA
9KVETNA;N¡MÃSTÕ 9. KVÃTNA
9KVÃTNA;N¡MÃSTÕ 9. KVÃTNA
A B SVOJSIKA;SVOJSÕKOVA
A B SVOJSÕKA;SVOJSÕKOVA
A B. SVOJSIKA;SVOJSÕKOVA
A B. SVOJSÕKA;SVOJSÕKOVA
A B.SVOJSIKA;SVOJSÕKOVA
A B.SVOJSÕKA;SVOJSÕKOVA
A BALCARA;ANTONÕNA BARCALA
A BARCALA;ANTONÕNA BARCALA
A BAYEROVE;ANNY BAYEROV…
A BAYEROV…;ANNY BAYEROV…
A BECVARE;ANTONÕNA BE»V¡ÿE
A BEDRNY;BEDRNOVA
A BEHOUNKA;AKADEMIKA BÃHOUNKA
A BEJDOVE;ANTONIE BEJDOV…
A BEJDOV…;ANTONIE BEJDOV…
A BERNDORFA;ALEXANDRA BERNDORFA
A BE»V¡ÿE;ANTONÕNA BE»V¡ÿE
A BLACHY;ALOISE BLACHY
A BOZENY NEMCOVE;ALEJ BOéENY NÃMCOV…
A BOéENY NÃMCOV…;ALEJ BOéENY NÃMCOV…
A BREISKEHO;ARTHURA BREISK…HO
A BREISK…HO;ARTHURA BREISK…HO
A BROZE;BROéOVA
A BROéE;BROéOVA
A BSVOJSIKA;SVOJSÕKOVA
A BSVOJSÕKA;SVOJSÕKOVA
A BURESE;BUREäOVA
A BUREäE;BUREäOVA
A BYDZOVSKEHO;BYDéOVSK…HO
A BYDéOVSK…HO;BYDéOVSK…HO
A BÃHOUNKA;AKADEMIKA BÃHOUNKA
A CERMAKA;»ERM¡KOVA
A CESKE;ANEéKY »ESK…
A CHVOJKY;ANTONÕNA CHVOJKY
A CIZKOVE;ANNY »ÕéKOV…
A DOLEZALA;ADOLFA DOLEéALA
A DOLEéALA;ADOLFA DOLEéALA
A DRABIKOVE;ANNY DRABÕKOV…
A DRABÕKOV…;ANNY DRABÕKOV…
A DREVY;ANT. DÿEVY
A DUBSKEHO;ARCH. DUBSK…HO
A DUBSK…HO;ARCH. DUBSK…HO
A DVORAKA;DVOÿ¡KOVA
A DVOÿ¡KA;DVOÿ¡KOVA
A DÿEVY;ANT. DÿEVY
A FISARKA;ALOISE FIä¡RKA
A FIä¡RKA;ALOISE FIä¡RKA
A FOUSKA;ANTONÕNA FOUSKA
A GALLATA;AL. GALLATA
A GAVLASE;ALOISE GAVLASE
A HANDZELA;AUGUSTINA HANDZELA
A HANUSE;HANUäOVA
A HANUäE;HANUäOVA
A HAVLA;ALOISE HAVLA
A HEIDRICHA;ARNOäTA HEIDRICHA
A HENNERA;HENNEROVA
A HEYDUKA;ADOLFA HEYDUKA
A HEYROVSKEHO;HEYROVSK…HO
A HEYROVSK…HO;HEYROVSK…HO
A HLAVATEHO;ALOISE HLAVAT…HO
A HLAVAT…HO;ALOISE HLAVAT…HO
A HLINKU;HLINKY
A HOCHOVE;ALBÕNY HOCHOV…
A HOCHOV…;ALBÕNY HOCHOV…
A HODNEHO;ANTONÕNA HODN…HO
A HODN…HO;ANTONÕNA HODN…HO
A HORAKA;HOR¡KOVA
A HORAKOVE;ABIGAIL HOR¡KOV…
A HOR¡KA;HOR¡KOVA
A HOR¡KOV…;ABIGAIL HOR¡KOV…
A HRABALA;HRABALOVA
A HRDLICKY;ALEäE HRDLI»KY
A HRDLI»KY;ALEäE HRDLI»KY
A JANAKA;JAN¡KOVA
A JANOUSKA;JANOUäKOVA
A JANOUäKA;JANOUäKOVA
A JAN¡KA;JAN¡KOVA
A JILEMNICKEHO;JILEMNICK…HO
A JILEMNICK…HO;JILEMNICK…HO
A JIRASKA;ALOISE JIR¡SKA
A JIR¡SKA;ALOISE JIR¡SKA
A KALINY;KALINOVA
A KALVODY;ALOISE KALVODY
A KANCEVA;ANGELA KAN»EVA
A KAN»EVA;ANGELA KAN»EVA
A KASPARA;KAäPAROVA
A KAäPARA;KAäPAROVA
A KOPECKEHO;KOPECK…HO
A KOPECK…HO;KOPECK…HO
A KRALE;KR¡LOVA
A KRATOCHVILA;KRATOCHVÕLOVA
A KRATOCHVÕLA;KRATOCHVÕLOVA
A KRAUSE;KRAUSOVA
A KREJCIHO;KREJ»ÕHO
A KREJ»ÕHO;KREJ»ÕHO
A KRIZE;KÿÕéOVA
A KRIZKA;KÿÕéKOVA
A KR¡LE;KR¡LOVA
A KUBITY;ANTONÕNA KUBITY
A KUCERY;KU»EROVA
A KUTINOVE;AM. KUTINOV…
A KUTINOV…;AM. KUTINOV…
A KU»ERY;KU»EROVA
A KYMLICKY;ANT. KYMLI»KY
A KYMLI»KY;ANT. KYMLI»KY
A KÿÕéE;KÿÕéOVA
A KÿÕéKA;KÿÕéKOVA
A LETENSKE;ANNY LETENSK…
A LETENSK…;ANNY LETENSK…
A LUKESE;LUKEäOVA
A LUKEäE;LUKEäOVA
A MACKA;ANTONÕNA MACKA
A MAJERA;MAJEROVA
A MALE;ANEéKY MAL…
A MAL…;ANEéKY MAL…
A MARESE;MAREäOVA
A MAREäE;MAREäOVA
A MICKIEWICZE;AD. MICKIEWICZE
A MILFAITA;ANTONÕNA MILFAITA
A MLEJNKOVE;ANNY MLEJNKOV…
A MLEJNKOV…;ANNY MLEJNKOV…
A MUCHY;ALFONSE MUCHY
A NAVRATILA;ANTONÕNA NAVR¡TILA
A NAVR¡TILA;ANTONÕNA NAVR¡TILA
A NEVOLE;ANT. NEVOLE
A NIKLA;ANTONÕNA NIKLA
A NOSKOVE;ALéBÃTY NOSKOV…
A NOSKOV…;ALéBÃTY NOSKOV…
A NOVAKA;NOV¡KOVA
A NOVOTNEHO;NOVOTN…HO
A NOVOTN…HO;NOVOTN…HO
A NOV¡KA;NOV¡KOVA
A PACOVSKEHO;ANTONÕNA PACOVSK…HO
A PACOVSK…HO;ANTONÕNA PACOVSK…HO
A PARMY;ALOISE PARMY
A PINTY;ANTONÕNA PINTY
A POLEDNIKA;ANTONÕNA POLEDNÕKA
A POLEDNÕKA;ANTONÕNA POLEDNÕKA
A PRATA;AKADEMIKA PR¡TA
A PROCHAZKY;PROCH¡ZKOVA
A PROCH¡ZKY;PROCH¡ZKOVA
A PROVAZNIKA;ANATOLA PROVAZNÕKA
A PROVAZNÕKA;ANATOLA PROVAZNÕKA
A PR¡TA;AKADEMIKA PR¡TA
A RENDLA;ANT. RENDLA
A SANTAROVE;ALENY SANTAROV…
A SANTAROV…;ALENY SANTAROV…
A SEDLACKA;SEDL¡»KOVA
A SEDL¡»KA;SEDL¡»KOVA
A SIMKA;äIMKOVA
A SKRASKOVE;AM¡LIE äKR¡äKOV…
A SKRIVANA;AUGUSTINA SKÿIVANA
A SKVARY;ANT. äKV¡RY
A SKÿIVANA;AUGUSTINA SKÿIVANA
A SLAVICKA;SLAVÕ»KOVA
A SLAVIKA;SLAVÕKOVA
A SLAVÕKA;SLAVÕKOVA
A SLAVÕ»KA;SLAVÕ»KOVA
A SMUTNEHO;ANT. SMUTN…HO
A SMUTN…HO;ANT. SMUTN…HO
A SOCHORA;SOCHOROVA
A SOVY;SOVOVA
A STASKA;STAäKOVA
A STASTNEHO;äçASTN…HO
A STAäKA;STAäKOVA
A STOURACE;ANT. äTOURA»E
A SUCHEHO;ANT. SUCH…HO
A SUCH…HO;ANT. SUCH…HO
A TEPLEHO;TEPL…HO
A TEPL…HO;TEPL…HO
A TRAPLA;ANTONÕNA TRAPLA
A UXY;ANTONÕNA UXY
A V FRICE;FRI»OVA
A V FRI»E;FRI»OVA
A V. FRICE;FRI»OVA
A V. FRI»E;FRI»OVA
A V.FRICE;FRI»OVA
A V.FRI»E;FRI»OVA
A VALENTY;VALENTOVA
A VASKA;VAäKOVA
A VAäKA;VAäKOVA
A VFRICE;FRI»OVA
A VFRI»E;FRI»OVA
A WAGNERA;ANTONÕNA WAGNERA
A WEISSE;WEISOVA
A Z PARDUBIC;ARNOäTA Z PARDUBIC
A ZAPOTOCKEHO;ANTONÕNA Z¡POTOCK…HO
A Z¡POTOCK…HO;ANTONÕNA Z¡POTOCK…HO
A »ERM¡KA;»ERM¡KOVA
A »ESK…;ANEéKY »ESK…
A »ÕéKOV…;ANNY »ÕéKOV…
A äIMKA;äIMKOVA
A äKR¡äKOV…;AM¡LIE äKR¡äKOV…
A äKV¡RY;ANT. äKV¡RY
A äTOURA»E;ANT. äTOURA»E
A äçASTN…HO;äçASTN…HO
A. B SVOJSIKA;SVOJSÕKOVA
A. B SVOJSÕKA;SVOJSÕKOVA
A. B. SVOJSIKA;SVOJSÕKOVA
A. B.SVOJSIKA;SVOJSÕKOVA
A. B.SVOJSÕKA;SVOJSÕKOVA
A. BALCARA;ANTONÕNA BARCALA
A. BARCALA;ANTONÕNA BARCALA
A. BAYEROVE;ANNY BAYEROV…
A. BAYEROV…;ANNY BAYEROV…
A. BECVARE;ANTONÕNA BE»V¡ÿE
A. BEDRNY;BEDRNOVA
A. BEHOUNKA;AKADEMIKA BÃHOUNKA
A. BEJDOVE;ANTONIE BEJDOV…
A. BEJDOV…;ANTONIE BEJDOV…
A. BERNDORFA;ALEXANDRA BERNDORFA
A. BE»V¡ÿE;ANTONÕNA BE»V¡ÿE
A. BLACHY;ALOISE BLACHY
A. BOZENY NEMCOVE;ALEJ BOéENY NÃMCOV…
A. BOéENY NÃMCOV…;ALEJ BOéENY NÃMCOV…
A. BREISKEHO;ARTHURA BREISK…HO
A. BREISK…HO;ARTHURA BREISK…HO
A. BROZE;BROéOVA
A. BROéE;BROéOVA
A. BSVOJSIKA;SVOJSÕKOVA
A. BSVOJSÕKA;SVOJSÕKOVA
A. BURESE;BUREäOVA
A. BUREäE;BUREäOVA
A. BYDZOVSKEHO;BYDéOVSK…HO
A. BYDéOVSK…HO;BYDéOVSK…HO
A. BÃHOUNKA;AKADEMIKA BÃHOUNKA
A. CERMAKA;»ERM¡KOVA
A. CESKE;ANEéKY »ESK…
A. CHVOJKY;ANTONÕNA CHVOJKY
A. CIHLARE;A. CIHL¡ÿE
A. CIZKOVE;ANNY »ÕéKOV…
A. DOLEZALA;ADOLFA DOLEéALA
A. DOLEéALA;ADOLFA DOLEéALA
A. DRABIKOVE;ANNY DRABÕKOV…
A. DRABÕKOV…;ANNY DRABÕKOV…
A. DREVY;ANT. DÿEVY
A. DUBSKEHO;ARCH. DUBSK…HO
A. DUBSK…HO;ARCH. DUBSK…HO
A. DVORAKA;DVOÿ¡KOVA
A. DÿEVY;ANT. DÿEVY
A. FISARKA;ALOISE FIä¡RKA
A. FIä¡RKA;ALOISE FIä¡RKA
A. FOUSKA;ANTONÕNA FOUSKA
A. GALLATA;AL. GALLATA
A. GAVLASE;ALOISE GAVLASE
A. HANDZELA;AUGUSTINA HANDZELA
A. HANUSE;HANUäOVA
A. HANUäE;HANUäOVA
A. HAVLA;ALOISE HAVLA
A. HEIDRICHA;ARNOäTA HEIDRICHA
A. HENNERA;HENNEROVA
A. HEYDUKA;ADOLFA HEYDUKA
A. HEYROVSKEHO;HEYROVSK…HO
A. HEYROVSK…HO;HEYROVSK…HO
A. HLAVATEHO;ALOISE HLAVAT…HO
A. HLAVAT…HO;ALOISE HLAVAT…HO
A. HLINKU;HLINKY
A. HOCHOVE;ALBÕNY HOCHOV…
A. HOCHOV…;ALBÕNY HOCHOV…
A. HODNEHO;ANTONÕNA HODN…HO
A. HODN…HO;ANTONÕNA HODN…HO
A. HORAKA;HOR¡KOVA
A. HORAKOVE;ABIGAIL HOR¡KOV…
A. HOR¡KA;HOR¡KOVA
A. HOR¡KOV…;ABIGAIL HOR¡KOV…
A. HRABALA;HRABALOVA
A. HRDLICKY;ALEäE HRDLI»KY
A. HRDLI»KY;ALEäE HRDLI»KY
A. JANAKA;JAN¡KOVA
A. JANOUSKA;JANOUäKOVA
A. JANOUäKA;JANOUäKOVA
A. JAN¡KA;JAN¡KOVA
A. JILEMNICKEHO;JILEMNICK…HO
A. JILEMNICK…HO;JILEMNICK…HO
A. JIRASKA;ALOISE JIR¡SKA
A. K. VITAKA;A. K. VIT¡KA
A. KALINY;KALINOVA
A. KALVODY;ALOISE KALVODY
A. KANCEVA;ANGELA KAN»EVA
A. KAN»EVA;ANGELA KAN»EVA
A. KASPARA;KAäPAROVA
A. KOPECKEHO;KOPECK…HO
A. KOPECK…HO;KOPECK…HO
A. KRALE;KR¡LOVA
A. KRATOCHVILA;KRATOCHVÕLOVA
A. KRATOCHVÕLA;KRATOCHVÕLOVA
A. KRAUSE;KRAUSOVA
A. KREJCIHO;KREJ»ÕHO
A. KRIZE;KÿÕéOVA
A. KRIZKA;KÿÕéKOVA
A. KR¡LE;KR¡LOVA
A. KUBENY;A. KUBÃNY
A. KUBESI;A. KUBEäI
A. KUBITY;ANTONÕNA KUBITY
A. KUCERY;KU»EROVA
A. KUTINOVE;AM. KUTINOV…
A. KUTINOV…;AM. KUTINOV…
A. KU»ERY;KU»EROVA
A. KYMLICKY;ANT. KYMLI»KY
A. KYMLI»KY;ANT. KYMLI»KY
A. LETENSKE;ANNY LETENSK…
A. LETENSK…;ANNY LETENSK…
A. LIDMILOVE;A. LIDMILOV…
A. LUKESE;LUKEäOVA
A. LUKEäE;LUKEäOVA
A. MACKA;ANTONÕNA MACKA
A. MAJERA;MAJEROVA
A. MALE;ANEéKY MAL…
A. MARESE;MAREäOVA
A. MAREäE;MAREäOVA
A. MICKIEWICZE;AD. MICKIEWICZE
A. MILFAITA;ANTONÕNA MILFAITA
A. MLEJNKOVE;ANNY MLEJNKOV…
A. MLEJNKOV…;ANNY MLEJNKOV…
A. NAVRATILA;ANTONÕNA NAVR¡TILA
A. NAVR¡TILA;ANTONÕNA NAVR¡TILA
A. NEVOLE;ANT. NEVOLE
A. NIKLA;ANTONÕNA NIKLA
A. NOSKOVE;ALéBÃTY NOSKOV…
A. NOSKOV…;ALéBÃTY NOSKOV…
A. NOVAKA;NOV¡KOVA
A. NOVOTNEHO;NOVOTN…HO
A. NOVOTN…HO;NOVOTN…HO
A. NOV¡KA;NOV¡KOVA
A. PACOVSKEHO;ANTONÕNA PACOVSK…HO
A. PACOVSK…HO;ANTONÕNA PACOVSK…HO
A. PARMY;ALOISE PARMY
A. PETRZELY;A. PETRéELY
A. POLEDNIKA;ANTONÕNA POLEDNÕKA
A. POLEDNÕKA;ANTONÕNA POLEDNÕKA
A. PRATA;AKADEMIKA PR¡TA
A. PROCHAZKY;PROCH¡ZKOVA
A. PROCH¡ZKY;PROCH¡ZKOVA
A. PROVAZNIKA;ANATOLA PROVAZNÕKA
A. PROVAZNÕKA;ANATOLA PROVAZNÕKA
A. PR¡TA;AKADEMIKA PR¡TA
A. RANDYSKOVE;A. RAND›SKOV…
A. RENDLA;ANT. RENDLA
A. ROSKOTOVE;A. ROäKOTOV…
A. S. PUSKINA;A. S. PUäKINA
A. SANTAROVE;ALENY SANTAROV…
A. SANTAROV…;ALENY SANTAROV…
A. SEDLACKA;SEDL¡»KOVA
A. SIMKA;äIMKOVA
A. SKOTAKA;A. SKOT¡KA
A. SKRASKOVE;AM¡LIE äKR¡äKOV…
A. SKRIVANA;AUGUSTINA SKÿIVANA
A. SKVARY;ANT. äKV¡RY
A. SKÿIVANA;AUGUSTINA SKÿIVANA
A. SLAVICKA;SLAVÕ»KOVA
A. SLAVIKA;SLAVÕKOVA
A. SLAVÕKA;SLAVÕKOVA
A. SMUTNEHO;ANT. SMUTN…HO
A. SMUTN…HO;ANT. SMUTN…HO
A. SOCHORA;SOCHOROVA
A. SOVY;SOVOVA
A. SPETIKA;A. äPETÕKA
A. STASKA;STAäKOVA
A. STASTNEHO;äçASTN…HO
A. STOURACE;ANT. äTOURA»E
A. SUCHEHO;ANT. SUCH…HO
A. SUCH…HO;ANT. SUCH…HO
A. TEPLEHO;TEPL…HO
A. TEPL…HO;TEPL…HO
A. TOMICKA;A. TOMÕ»KA
A. TRAGERA;A. TRƒGERA
A. TRAPLA;ANTONÕNA TRAPLA
A. UXY;ANTONÕNA UXY
A. V FRICE;FRI»OVA
A. V FRI»E;FRI»OVA
A. V. FRICE;FRI»OVA
A. V. FRI»E;FRI»OVA
A. V. SEMBERY;A. V. äEMBERY
A. V.FRICE;FRI»OVA
A. V.FRI»E;FRI»OVA
A. VACLAVIKA;A. V¡CLAVÕKA
A. VALENTY;VALENTOVA
A. VASKA;VAäKOVA
A. VAäKA;VAäKOVA
A. VFRICE;FRI»OVA
A. VFRI»E;FRI»OVA
A. WAGNERA;ANTONÕNA WAGNERA
A. WEISSE;WEISOVA
A. Z PARDUBIC;ARNOäTA Z PARDUBIC
A. ZAPOTOCKEHO;ANTONÕNA Z¡POTOCK…HO
A. »ERM¡KA;»ERM¡KOVA
A. »ESK…;ANEéKY »ESK…
A. »ÕéKOV…;ANNY »ÕéKOV…
A. äIMKA;äIMKOVA
A. äKR¡äKOV…;AM¡LIE äKR¡äKOV…
A. äKV¡RY;ANT. äKV¡RY
A. äTOURA»E;ANT. äTOURA»E
A. äçASTN…HO;äçASTN…HO
A.B SVOJSIKA;SVOJSÕKOVA
A.B SVOJSÕKA;SVOJSÕKOVA
A.B. SVOJSIKA;SVOJSÕKOVA
A.B. SVOJSÕKA;SVOJSÕKOVA
A.B.SVOJSIKA;SVOJSÕKOVA
A.B.SVOJSÕKA;SVOJSÕKOVA
A.BALCARA;ANTONÕNA BARCALA
A.BARCALA;ANTONÕNA BARCALA
A.BAYEROVE;ANNY BAYEROV…
A.BAYEROV…;ANNY BAYEROV…
A.BECVARE;ANTONÕNA BE»V¡ÿE
A.BEDRNY;BEDRNOVA
A.BEHOUNKA;AKADEMIKA BÃHOUNKA
A.BEJDOVE;ANTONIE BEJDOV…
A.BEJDOV…;ANTONIE BEJDOV…
A.BERNDORFA;ALEXANDRA BERNDORFA
A.BE»V¡ÿE;ANTONÕNA BE»V¡ÿE
A.BLACHY;ALOISE BLACHY
A.BOZENY NEMCOVE;ALEJ BOéENY NÃMCOV…
A.BOéENY NÃMCOV…;ALEJ BOéENY NÃMCOV…
A.BREISKEHO;ARTHURA BREISK…HO
A.BREISK…HO;ARTHURA BREISK…HO
A.BROZE;BROéOVA
A.BROéE;BROéOVA
A.BSVOJSIKA;SVOJSÕKOVA
A.BSVOJSÕKA;SVOJSÕKOVA
A.BURESE;BUREäOVA
A.BUREäE;BUREäOVA
A.BYDZOVSKEHO;BYDéOVSK…HO
A.BYDéOVSK…HO;BYDéOVSK…HO
A.BÃHOUNKA;AKADEMIKA BÃHOUNKA
A.CERMAKA;»ERM¡KOVA
A.CESKE;ANEéKY »ESK…
A.CHVOJKY;ANTONÕNA CHVOJKY
A.CIZKOVE;ANNY »ÕéKOV…
A.DOLEZALA;ADOLFA DOLEéALA
A.DOLEéALA;ADOLFA DOLEéALA
A.DRABIKOVE;ANNY DRABÕKOV…
A.DRABÕKOV…;ANNY DRABÕKOV…
A.DREVY;ANT. DÿEVY
A.DUBSKEHO;ARCH. DUBSK…HO
A.DUBSK…HO;ARCH. DUBSK…HO
A.DVORAKA;DVOÿ¡KOVA
A.DVOÿ¡KA;DVOÿ¡KOVA
A.DÿEVY;ANT. DÿEVY
A.FISARKA;ALOISE FIä¡RKA
A.FIä¡RKA;ALOISE FIä¡RKA
A.FOUSKA;ANTONÕNA FOUSKA
A.GALLATA;AL. GALLATA
A.GAVLASE;ALOISE GAVLASE
A.HANDZELA;AUGUSTINA HANDZELA
A.HANUSE;HANUäOVA
A.HANUäE;HANUäOVA
A.HAVLA;ALOISE HAVLA
A.HEIDRICHA;ARNOäTA HEIDRICHA
A.HENNERA;HENNEROVA
A.HEYDUKA;ADOLFA HEYDUKA
A.HEYROVSKEHO;HEYROVSK…HO
A.HEYROVSK…HO;HEYROVSK…HO
A.HLAVATEHO;ALOISE HLAVAT…HO
A.HLAVAT…HO;ALOISE HLAVAT…HO
A.HLINKU;HLINKY
A.HOCHOVE;ALBÕNY HOCHOV…
A.HOCHOV…;ALBÕNY HOCHOV…
A.HODNEHO;ANTONÕNA HODN…HO
A.HODN…HO;ANTONÕNA HODN…HO
A.HORAKA;HOR¡KOVA
A.HORAKOVE;ABIGAIL HOR¡KOV…
A.HOR¡KA;HOR¡KOVA
A.HOR¡KOV…;ABIGAIL HOR¡KOV…
A.HRABALA;HRABALOVA
A.HRDLICKY;ALEäE HRDLI»KY
A.HRDLI»KY;ALEäE HRDLI»KY
A.JANAKA;JAN¡KOVA
A.JANOUSKA;JANOUäKOVA
A.JANOUäKA;JANOUäKOVA
A.JAN¡KA;JAN¡KOVA
A.JILEMNICKEHO;JILEMNICK…HO
A.JILEMNICK…HO;JILEMNICK…HO
A.JIRASKA;ALOISE JIR¡SKA
A.JIR¡SKA;ALOISE JIR¡SKA
A.KALINY;KALINOVA
A.KALVODY;ALOISE KALVODY
A.KANCEVA;ANGELA KAN»EVA
A.KAN»EVA;ANGELA KAN»EVA
A.KASPARA;KAäPAROVA
A.KAäPARA;KAäPAROVA
A.KOPECKEHO;KOPECK…HO
A.KOPECK…HO;KOPECK…HO
A.KRALE;KR¡LOVA
A.KRATOCHVILA;KRATOCHVÕLOVA
A.KRATOCHVÕLA;KRATOCHVÕLOVA
A.KRAUSE;KRAUSOVA
A.KREJCIHO;KREJ»ÕHO
A.KREJ»ÕHO;KREJ»ÕHO
A.KRIZE;KÿÕéOVA
A.KRIZKA;KÿÕéKOVA
A.KR¡LE;KR¡LOVA
A.KUBITY;ANTONÕNA KUBITY
A.KUCERY;KU»EROVA
A.KUTINOVE;AM. KUTINOV…
A.KUTINOV…;AM. KUTINOV…
A.KU»ERY;KU»EROVA
A.KYMLICKY;ANT. KYMLI»KY
A.KYMLI»KY;ANT. KYMLI»KY
A.KÿÕéE;KÿÕéOVA
A.KÿÕéKA;KÿÕéKOVA
A.LETENSKE;ANNY LETENSK…
A.LETENSK…;ANNY LETENSK…
A.LUKESE;LUKEäOVA
A.LUKEäE;LUKEäOVA
A.MACKA;ANTONÕNA MACKA
A.MAJERA;MAJEROVA
A.MALE;ANEéKY MAL…
A.MAL…;ANEéKY MAL…
A.MARESE;MAREäOVA
A.MAREäE;MAREäOVA
A.MICKIEWICZE;AD. MICKIEWICZE
A.MILFAITA;ANTONÕNA MILFAITA
A.MLEJNKOVE;ANNY MLEJNKOV…
A.MLEJNKOV…;ANNY MLEJNKOV…
A.MUCHY;ALFONSE MUCHY
A.NAVRATILA;ANTONÕNA NAVR¡TILA
A.NAVR¡TILA;ANTONÕNA NAVR¡TILA
A.NEVOLE;ANT. NEVOLE
A.NIKLA;ANTONÕNA NIKLA
A.NOSKOVE;ALéBÃTY NOSKOV…
A.NOSKOV…;ALéBÃTY NOSKOV…
A.NOVAKA;NOV¡KOVA
A.NOVOTNEHO;NOVOTN…HO
A.NOVOTN…HO;NOVOTN…HO
A.NOV¡KA;NOV¡KOVA
A.PACOVSKEHO;ANTONÕNA PACOVSK…HO
A.PACOVSK…HO;ANTONÕNA PACOVSK…HO
A.PARMY;ALOISE PARMY
A.PINTY;ANTONÕNA PINTY
A.POLEDNIKA;ANTONÕNA POLEDNÕKA
A.POLEDNÕKA;ANTONÕNA POLEDNÕKA
A.PRATA;AKADEMIKA PR¡TA
A.PROCHAZKY;PROCH¡ZKOVA
A.PROCH¡ZKY;PROCH¡ZKOVA
A.PROVAZNIKA;ANATOLA PROVAZNÕKA
A.PROVAZNÕKA;ANATOLA PROVAZNÕKA
A.PR¡TA;AKADEMIKA PR¡TA
A.RENDLA;ANT. RENDLA
A.SANTAROVE;ALENY SANTAROV…
A.SANTAROV…;ALENY SANTAROV…
A.SEDLACKA;SEDL¡»KOVA
A.SEDL¡»KA;SEDL¡»KOVA
A.SIMKA;äIMKOVA
A.SKRASKOVE;AM¡LIE äKR¡äKOV…
A.SKRIVANA;AUGUSTINA SKÿIVANA
A.SKVARY;ANT. äKV¡RY
A.SKÿIVANA;AUGUSTINA SKÿIVANA
A.SLAVICKA;SLAVÕ»KOVA
A.SLAVIKA;SLAVÕKOVA
A.SLAVÕKA;SLAVÕKOVA
A.SLAVÕ»KA;SLAVÕ»KOVA
A.SMUTNEHO;ANT. SMUTN…HO
A.SMUTN…HO;ANT. SMUTN…HO
A.SOCHORA;SOCHOROVA
A.SOVY;SOVOVA
A.STASKA;STAäKOVA
A.STASTNEHO;äçASTN…HO
A.STAäKA;STAäKOVA
A.STOURACE;ANT. äTOURA»E
A.SUCHEHO;ANT. SUCH…HO
A.SUCH…HO;ANT. SUCH…HO
A.TEPLEHO;TEPL…HO
A.TEPL…HO;TEPL…HO
A.TRAPLA;ANTONÕNA TRAPLA
A.UXY;ANTONÕNA UXY
A.V FRICE;FRI»OVA
A.V FRI»E;FRI»OVA
A.V. FRICE;FRI»OVA
A.V. FRI»E;FRI»OVA
A.V.FRICE;FRI»OVA
A.V.FRI»E;FRI»OVA
A.VALENTY;VALENTOVA
A.VASKA;VAäKOVA
A.VAäKA;VAäKOVA
A.VFRICE;FRI»OVA
A.VFRI»E;FRI»OVA
A.WAGNERA;ANTONÕNA WAGNERA
A.WEISSE;WEISOVA
A.Z PARDUBIC;ARNOäTA Z PARDUBIC
A.ZAPOTOCKEHO;ANTONÕNA Z¡POTOCK…HO
A.Z¡POTOCK…HO;ANTONÕNA Z¡POTOCK…HO
A.»ERM¡KA;»ERM¡KOVA
A.»ESK…;ANEéKY »ESK…
A.»ÕéKOV…;ANNY »ÕéKOV…
A.äIMKA;äIMKOVA
A.äKR¡äKOV…;AM¡LIE äKR¡äKOV…
A.äKV¡RY;ANT. äKV¡RY
A.äTOURA»E;ANT. äTOURA»E
A.äçASTN…HO;äçASTN…HO
AB HORAKOVE;ABIGAIL HOR¡KOV…
AB HOR¡KOV…;ABIGAIL HOR¡KOV…
AB SVOJSIKA;SVOJSÕKOVA
AB SVOJSÕKA;SVOJSÕKOVA
AB. HORAKOVE;ABIGAIL HOR¡KOV…
AB. HOR¡KOV…;ABIGAIL HOR¡KOV…
AB. SVOJSIKA;SVOJSÕKOVA
AB. SVOJSÕKA;SVOJSÕKOVA
AB.HORAKOVE;ABIGAIL HOR¡KOV…
AB.HOR¡KOV…;ABIGAIL HOR¡KOV…
AB.SVOJSIKA;SVOJSÕKOVA
AB.SVOJSÕKA;SVOJSÕKOVA
ABALCARA;ANTONÕNA BARCALA
ABARCALA;ANTONÕNA BARCALA
ABAYEROVE;ANNY BAYEROV…
ABAYEROV…;ANNY BAYEROV…
ABECVARE;ANTONÕNA BE»V¡ÿE
ABEDRNY;BEDRNOVA
ABEHOUNKA;AKADEMIKA BÃHOUNKA
ABEJDOVE;ANTONIE BEJDOV…
