value                                     ;replacement
"HOR. VLTAV."                             ;"HornÌ Vltavice"
"HOR. VLTAVICE"                           ;"HornÌ Vltavice"
"HOR. VÃS"                                ;"HornÌ VÏstonice"
"HOR. VÃS."                               ;"HornÌ VÏstonice"
"HOR. VÃST"                               ;"HornÌ VÏstonice"
"HOR. VÃST."                              ;"HornÌ VÏstonice"
"HOR. VÃSTONICE"                          ;"HornÌ VÏstonice"
"HOR. ZIVOTICE"                           ;"HornÌ éivotice"
"HOR. ⁄JEZD"                              ;"HornÌ ⁄jezd"
"HOR. »ERMN¡"                             ;"HornÌ »ermn·"
"HOR. ÿEDICE"                             ;"HornÌ ÿedice"
"HOR. äTÃP¡NOV"                           ;"HornÌ ätÏp·nov"
"HOR. éIVOTICE"                           ;"HornÌ éivotice"
"HOR.BELA"                                ;"HornÌ BÏl·"
"HOR.BERKOVICE"                           ;"HornÌ Be¯kovice"
"HOR.BEZD"                                ;"HornÌ BezdÏkov"
"HOR.BEZD."                               ;"HornÌ BezdÏkov"
"HOR.BEZDEK"                              ;"HornÌ BezdÏkov"
"HOR.BEZDEK."                             ;"HornÌ BezdÏkov"
"HOR.BEZDEKOV"                            ;"HornÌ BezdÏkov"
"HOR.BEZDÃK"                              ;"HornÌ BezdÏkov"
"HOR.BEZDÃK."                             ;"HornÌ BezdÏkov"
"HOR.BEZDÃKOV"                            ;"HornÌ BezdÏkov"
"HOR.BEÿKOVICE"                           ;"HornÌ Be¯kovice"
"HOR.BLATNA"                              ;"HornÌ Blatn·"
"HOR.BLATN¡"                              ;"HornÌ Blatn·"
"HOR.BLUDOV"                              ;"HornÌ Bludovice"
"HOR.BLUDOV."                             ;"HornÌ Bludovice"
"HOR.BLUDOVICE"                           ;"HornÌ Bludovice"
"HOR.BOJ"                                 ;"HornÌ Bojanovice"
"HOR.BOJ."                                ;"HornÌ Bojanovice"
"HOR.BOJAN"                               ;"HornÌ Bojanovice"
"HOR.BOJAN."                              ;"HornÌ Bojanovice"
"HOR.BOJANOVICE"                          ;"HornÌ Bojanovice"
"HOR.BRADLO"                              ;"HornÌ Bradlo"
"HOR.BRANNA"                              ;"HornÌ Brann·"
"HOR.BRANN¡"                              ;"HornÌ Brann·"
"HOR.BRUSNICE"                            ;"HornÌ Brusnice"
"HOR.BÃL¡"                                ;"HornÌ BÏl·"
"HOR.CEREKEV"                             ;"HornÌ Cerekev"
"HOR.CERMNA"                              ;"HornÌ »ermn·"
"HOR.DOMASLAVICE"                         ;"HornÌ Domaslavice"
"HOR.DUBENKY"                             ;"HornÌ Dubenky"
"HOR.DUBNANY"                             ;"HornÌ DubÚany"
"HOR.DUB“ANY"                             ;"HornÌ DubÚany"
"HOR.DUNAJOVICE"                          ;"HornÌ Dunajovice"
"HOR.DVORISTE"                            ;"HornÌ Dvo¯iötÏ"
"HOR.DVOÿIäTÃ"                            ;"HornÌ Dvo¯iötÏ"
"HOR.HABAR"                               ;"HornÌ Habartice"
"HOR.HABAR."                              ;"HornÌ Habartice"
"HOR.HABART"                              ;"HornÌ Habartice"
"HOR.HABART."                             ;"HornÌ Habartice"
"HOR.HABARTICE"                           ;"HornÌ Habartice"
"HOR.HERMANICE"                           ;"HornÌ He¯manice"
"HOR.HERMANICE V C."                      ;"HornÌ He¯manice v »ech·ch"
"HOR.HERSPICE"                            ;"HornÌ Heröpice"
"HOR.HERäPICE"                            ;"HornÌ Heröpice"
"HOR.HEÿMANICE"                           ;"HornÌ He¯manice"
"HOR.HEÿMANICE V »."                      ;"HornÌ He¯manice v »ech·ch"
"HOR.JELENI"                              ;"HornÌ JelenÌ"
"HOR.JELENÕ"                              ;"HornÌ JelenÌ"
"HOR.JIRETIN"                             ;"HornÌ Ji¯etÌn"
"HOR.JIÿETÕN"                             ;"HornÌ Ji¯etÌn"
"HOR.KALNA"                               ;"HornÌ Kaln·"
"HOR.KALN¡"                               ;"HornÌ Kaln·"
"HOR.KRUPA"                               ;"HornÌ Krup·"
"HOR.KRUP¡"                               ;"HornÌ Krup·"
"HOR.KRUTY"                               ;"HornÌ Kruty"
"HOR.LHOTA"                               ;"HornÌ Lhota"
"HOR.LIBCH"                               ;"HornÌ Libchava"
"HOR.LIBCH."                              ;"HornÌ Libchava"
"HOR.LIBCHAVA"                            ;"HornÌ Libchava"
"HOR.LIDEC"                               ;"HornÌ LideË"
"HOR.LIDE»"                               ;"HornÌ LideË"
"HOR.LODEN"                               ;"HornÌ LodÏnice"
"HOR.LODEN."                              ;"HornÌ LodÏnice"
"HOR.LODENICE"                            ;"HornÌ LodÏnice"
"HOR.LODÃN"                               ;"HornÌ LodÏnice"
"HOR.LODÃN."                              ;"HornÌ LodÏnice"
"HOR.LODÃNICE"                            ;"HornÌ LodÏnice"
"HOR.LOMNA"                               ;"HornÌ Lomn·"
"HOR.LOMN¡"                               ;"HornÌ Lomn·"
"HOR.LUKAV"                               ;"HornÌ Lukavice"
"HOR.LUKAV."                              ;"HornÌ Lukavice"
"HOR.LUKAVICE"                            ;"HornÌ Lukavice"
"HOR.MARSOV"                              ;"HornÌ Maröov"
"HOR.MARäOV"                              ;"HornÌ Maröov"
"HOR.MECH"                                ;"HornÌ MÏcholupy"
"HOR.MECH."                               ;"HornÌ MÏcholupy"
"HOR.MECHOLU"                             ;"HornÌ MÏcholupy"
"HOR.MECHOLUPY"                           ;"HornÌ MÏcholupy"
"HOR.MESTO"                               ;"HornÌ MÏsto"
"HOR.MOSTENICE"                           ;"HornÌ MoötÏnice"
"HOR.MOäTÃNICE"                           ;"HornÌ MoötÏnice"
"HOR.MÃCH"                                ;"HornÌ MÏcholupy"
"HOR.MÃCH."                               ;"HornÌ MÏcholupy"
"HOR.MÃCHOLU"                             ;"HornÌ MÏcholupy"
"HOR.MÃCHOLUPY"                           ;"HornÌ MÏcholupy"
"HOR.MÃSTO"                               ;"HornÌ MÏsto"
"HOR.NA SUMAVE"                           ;"Ho¯ice na äumavÏ"
"HOR.NEMCI"                               ;"HornÌ NÏmËÌ"
"HOR.NÃM»Õ"                               ;"HornÌ NÏmËÌ"
"HOR.OLESNICE"                            ;"HornÌ Oleönice"
"HOR.OLEäNICE"                            ;"HornÌ Oleönice"
"HOR.PENA"                                ;"HornÌ PÏna"
"HOR.PLANA"                               ;"HornÌ Plan·"
"HOR.PLAN¡"                               ;"HornÌ Plan·"
"HOR.POCAPLY"                             ;"HornÌ PoËaply"
"HOR.POCERNICE"                           ;"HornÌ PoËernice"
"HOR.PODLUZI"                             ;"HornÌ PodluûÌ"
"HOR.PODLUéÕ"                             ;"HornÌ PodluûÌ"
"HOR.POLICE"                              ;"HornÌ Police"
"HOR.PO»ERNICE"                           ;"HornÌ PoËernice"
"HOR.PO»¡PLY"                             ;"HornÌ PoËaply"
"HOR.PÃNA"                                ;"HornÌ PÏna"
"HOR.RADECH"                              ;"HornÌ Radechov·"
