'Kod','CislaDomovni','IdentifikacniParcela','TypStavebnihoObjektuKod','ZpusobVyuzitiKod','CastObce','Momc','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','IsknBudovaId','Dokonceni','ZastavenaPlocha','NespravneUdaje','OznacenoDne','OznacenoInfo','IdentifikactniParcela','PocetBytu','PocetPodlazi','PodlahovaPlocha','VybaveniVytahemKod','x','y'
6559336,'7',2420440308,1,3,1899,,,2013-12-26,,443411,479564,294489308,,,,,,,1,1,,2,-721384.56,-1106911.25
6559417,'15',2420449308,1,3,1899,,,2013-12-26,,443411,479564,294475308,,,,,,,2,1,,2,-721238.63,-1106873.13
6559786,'9',2420492308,1,3,1902,,,2013-12-26,,443411,479564,294529308,,,,,,,1,,,9,-720786.25,-1105609.13
6559867,'17',2420496308,1,3,1902,,,2013-12-26,,443411,479564,294484308,,,,,,,1,1,,9,-720832.88,-1105532.13
6559956,'26',2420522308,1,3,1902,,,2013-12-26,,443411,479564,294497308,,,,,,,1,1,,2,-720734.44,-1105948.88
6560075,'2',2429258308,1,3,5177,,,2014-02-07,,506268,519259,295161308,,,,,,,1,,,9,-747042.94,-1135108.88
6560156,'11',2429273308,1,3,5177,,,2014-02-07,,506268,519259,295132308,,,,,,,1,1,,9,-747096.19,-1135184
6560237,'93',29510902010,1,3,14389,,,2013-08-29,,330896,432616,15853654010,,,,,,,1,,,2,-747776.14,-1134458.63
6560326,'97',29510906010,1,3,14389,,,2013-08-29,,330896,432616,15853658010,,,,,,,1,,,2,-747718.26,-1134424.16
6560407,'8',2429288308,1,3,5193,,,2014-02-07,,506268,519259,295129308,,,,,,,1,1,,9,-745796.94,-1135246.13
6560687,'18',2430538308,1,7,7609,,,2013-12-22,,441330,477517,295276308,,,,,,,1,1,,9,-739958.29,-1141999.14
6560776,'27',2430520308,1,7,7609,,,2013-12-22,,441330,477517,295211308,,,,,,,1,1,,2,-739989.52,-1142052.4
6560857,'35',2430510308,1,15,7609,,,2011-07-01,,0,0,295349308,,,,,,,0,,,,-740114.98,-1142126.74
6560938,'43',2430563308,1,7,7609,,,2013-12-22,,441330,477517,295208308,,,,,,,1,1,,2,-740232.29,-1142134.48
6561039,'53',2430579308,1,7,7609,,,2013-12-22,,441330,477517,295274308,,,,,,,1,1,,9,-740131.39,-1142300.22
6561101,'60',2430548308,1,7,7609,,,2013-12-22,,441330,477517,295316308,,,,,,,1,1,,9,-740133.57,-1141969.21
6561110,'61',2430532308,1,7,7609,,,2013-12-22,,441330,477517,295226308,,,,,,,1,1,,9,-739898.28,-1142064.18
6561489,'98',2430641308,1,7,7609,,,2013-12-22,,441330,477517,295283308,,,,,,,1,1,,2,-740279.48,-1141934.95
6561551,'105',2430616308,1,11,7609,,,2013-12-22,,441330,477517,295321308,,,,,,,0,1,,2,-739292.81,-1141711.51
6561560,'106',2430669308,1,7,7609,,,2013-12-22,,441330,477517,295269308,,,,,,,1,1,,2,-739898.56,-1142151.82
6561632,'3',2437236308,1,3,8796,,,2013-12-22,,441380,477575,295702308,,,,,,,0,1,,9,-747663.94,-1112659.63
6561641,'4',2437345308,1,3,8796,,,2013-12-22,,441380,477575,295747308,,,,,,,1,1,,2,-747707.06,-1112741.75
6561721,'12',2437224308,1,7,8796,,,2013-12-22,,441380,477575,295730308,,,,,,,1,1,,9,-747769.38,-1112478
6561730,'13',2437226308,1,3,8796,,,2013-12-22,,441380,477575,295704308,,,,,,,1,1,,2,-747781.69,-1112512
6561802,'20',2437248308,1,3,8796,,,2013-12-22,,441380,477575,295744308,,,,,,,1,1,,9,-747760.25,-1112696.13
6561811,'21',2437241308,1,3,8796,,,2013-12-22,,441380,477575,295659308,,,,,,,1,1,,2,-747717.44,-1112705.63
6562183,'58',2437332308,1,3,8796,,,2013-12-22,,441380,477575,295716308,,,,,,,2,1,,2,-747831.38,-1112527.13
6562264,'66',2437319308,1,3,8796,,,2013-12-22,,441380,477575,295688308,,,,,,,2,1,,2,-747195.06,-1113887
6562353,'1',2473443308,1,3,8818,,,2013-12-22,,441380,477575,299232308,,,,,,,1,1,,9,-745929.22,-1112509.07
6562434,'9',2473461308,1,3,8818,,,2013-12-22,,441380,477575,299255308,,,,,,,2,1,,2,-746028.35,-1112605.55
6562515,'17',2473445308,1,3,8818,,,2013-12-22,,441380,477575,299230308,,,,,,,1,1,,2,-745976.16,-1112481.45
6562884,'14',2721041308,1,7,8834,,,2013-12-22,,441380,477575,328401308,,,,,,,1,1,,2,-747041.42,-1111555.07
6562965,'23',2721029308,1,3,8834,,,2013-12-22,,441380,477575,328386308,,,,,,,1,,,9,-747079.7,-1111352.35
6563066,'8',2445171308,1,7,15423,,,2013-12-22,,441336,477523,296129308,,,,,,,1,1,,2,-724610.84,-1134494.05
6563147,'16',2445116308,1,7,15423,,,2013-12-22,,441336,477523,296058308,,,,,,,2,1,,2,-724622.43,-1134596.07
6563228,'24',2445123308,1,7,15423,,,2013-12-22,,441336,477523,296098308,,,,,,,1,1,,9,-724697.92,-1134542.95
6563317,'33',2445133308,1,7,15423,,,2013-12-22,,441336,477523,296080308,,,,,,,1,1,,9,-724839.02,-1134505.88
6563597,'61',2445183308,1,7,15423,,,2013-12-22,,441336,477523,296211308,,,,,,,1,1,,2,-724909.23,-1134415.16
6563686,'70',2445208308,1,7,15423,,,2013-12-22,,441336,477523,296059308,,,,,,,1,1,,9,-724381.42,-1134627.18
6563767,'78',2445236308,1,7,15423,,,2013-12-22,,441336,477523,296101308,,,,,,,2,1,,2,-724418.3,-1134755.63
6563848,'90',,1,,15423,,,2011-07-01,,0,0,,,,,,,,,,,,,
6563929,'98',2445289308,1,7,15423,,,2013-12-22,,441336,477523,296124308,,,,,,,1,1,,2,-724528,-1134704.56
6564011,'104',2445291308,2,8,15423,,,2011-07-01,,0,0,296198308,,,,,,,0,,,,-724965.63,-1134468.81
6564291,'4',2462761308,1,3,26093,,,2013-12-22,,441345,477532,298034308,,,,,,,1,1,,2,-725110,-1140250
6564399,'14',2462771308,1,3,26093,,,2013-12-22,,441345,477532,298067308,,,,,,,1,1,,9,-725239.56,-1140062.13
6564461,'21',2462778308,1,3,26093,,,2013-12-22,,441345,477532,298026308,,,,,,,1,1,,9,-725169.31,-1140058.13
6564470,'22',2462779308,1,3,26093,,,2013-12-22,,441345,477532,297981308,,,,,,,1,1,,9,-725140,-1140040
6564542,'29',2462756308,1,3,26093,,,2013-12-22,,441345,477532,298082308,,,,,,,4,2,,2,-725093.06,-1140164.75
6564551,'30',2462759308,1,3,26093,,,2013-12-22,,441345,477532,298051308,,,,,,,1,1,,9,-725080,-1140200
6564631,'38',2462746308,1,14,26093,,,2013-12-22,,441345,477532,533069308,,,,,,,0,1,,9,-724995,-1140140
6564640,'39',2462745308,1,3,26093,,,2013-12-22,,441345,477532,297997308,,,,,,,1,1,,9,-724992.31,-1140151.38
6564712,'46',2462782308,1,3,26093,,,2013-12-22,,441345,477532,298043308,,,,,,,1,1,,2,-725023.44,-1139968.38
6564721,'47',2462818308,1,3,26093,,,2013-12-22,,441345,477532,297995308,,,,,,,1,1,,2,-725050.88,-1139967.5
6564992,'74',2462815308,1,3,26093,,,2013-12-22,,441345,477532,298086308,,,,,,,0,,,9,-725138,-1140414
6565093,'84',2462821308,1,3,26093,,,2013-12-22,,441345,477532,297979308,,,,,,,1,1,,9,-725212.13,-1140428.75
6565174,'92',,1,,26093,,,2011-07-01,,0,0,,,,,,,,0,,,,-725001,-1139907
6565255,'100',2462870308,1,7,26093,,,2013-12-22,,441345,477532,298065308,,,,,,,1,1,,2,-724780,-1140000
6565344,'6',2608649308,1,3,26107,,,2013-12-22,,441345,477532,312855308,,,,,,,1,1,,2,-725329.06,-1137555.38
6565425,'14',3490255308,1,7,26107,,,2013-12-22,,441345,477532,541068308,,,,,,,1,1,,2,-725501,-1137726
6565506,'6',2789735308,1,3,26115,,,2013-12-22,,441345,477532,339416308,,,,,,,1,,,9,-726181.25,-1139355.13
6565794,'35',2789755308,1,3,26115,,,2011-07-01,,0,0,339428308,,,,,,,0,,,,-726144.69,-1139321.25
6565875,'4',2792208308,1,3,26123,,,2013-12-22,,441345,477532,339497308,,,,,,,1,1,,2,-726949.38,-1140435
6565956,'12',2792184308,1,3,26123,,,2013-12-22,,441345,477532,339475308,,,,,,,1,1,,2,-726960.69,-1140325.75
6566057,'1',2464512308,1,3,26409,,,2013-12-30,,444979,480717,298113308,,,,,,,1,1,,2,-727264.69,-1127816
6566138,'9',2464542308,1,7,26409,,,2013-12-30,,444979,480717,298163308,,,,,,,1,1,,2,-727474,-1127525.25
6566219,'17',2464550308,1,3,26409,,,2013-12-30,,444979,480717,298169308,,,,,,,1,1,,9,-727446.5,-1127731
6566308,'26',2464524308,1,3,26409,,,2013-12-30,,444979,480717,298148308,,,,,,,1,1,,2,-727179.44,-1127362.38
6566588,'54',2464577308,1,3,26409,,,2013-12-30,,444979,480717,298110308,,,,,,,1,1,,2,-727565.31,-1127203.63
6566677,'63',2464732308,1,,26409,,,2013-12-30,,444979,480717,,,,,,,,1,1,,2,-727108,-1127366
6566758,'1',2469933308,1,13,29106,,,2011-07-01,,0,0,299002308,,,,,,,0,,,,-721897.07,-1118885.8
6566839,'9',2469956308,1,3,29106,,,2013-12-22,,441349,477537,298914308,,,,,,,1,1,,2,-721770.19,-1119063.25
6566901,'16',2469950308,1,2,29106,,,2011-07-01,,0,0,298950308,,,,,,,2,,,,-721844.38,-1119148.88
6566910,'17',2469949308,1,3,29106,,,2013-12-22,,441349,477537,298983308,,,,,,,1,1,,2,-721837.25,-1119121
6567002,'29',2469990308,1,7,29106,,,2013-12-22,,441349,477537,298982308,,,,,,,1,,,9,-722221.33,-1119454.41
6567011,'30',,1,,29106,,,2011-07-01,,0,0,,,,,,,,,,,,,
6567371,'11',2469979308,1,3,29114,,,2013-12-22,,441349,477537,298923308,,,,,,,1,1,,2,-720940.81,-1119309.13
6567380,'12',2469981308,1,2,29114,,,2013-12-22,,441349,477537,298926308,,,,,,,1,1,,2,-720928.94,-1119379.38
6567452,'19',2469993308,1,3,29114,,,2013-12-22,,441349,477537,298945308,,,,,,,1,1,,2,-720909.69,-1119332.38
6567461,'20',2470001308,1,3,29114,,,2013-12-22,,441349,477537,298972308,,,,,,,1,1,,2,-720767,-1119382.75
6567533,'28',2470012308,1,3,29114,,,2013-12-22,,441349,477537,298944308,,,,,,,1,1,,2,-720856.19,-1119158.13
6567622,'7',2541258308,1,2,29122,,,2013-12-22,,441349,477537,305253308,,,,,,,1,1,,2,-722449.75,-1120749.13
6567631,'8',2541261308,1,2,29122,,,2013-12-22,,441349,477537,305254308,,,,,,,1,1,,9,-722377.38,-1120755.13
6567703,'15',2541267308,1,15,29122,,,2013-12-22,,441349,477537,305264308,,,,,,,1,1,,2,-722317.69,-1120693
6567991,'15',2567164308,1,2,29131,,,2013-12-22,,441349,477537,308081308,,,,,,,1,1,,2,-719569.35,-1119524.74
6568084,'3',2411736308,1,2,30554,,,2013-12-22,,441515,477745,292344308,,,,,,,1,1,,2,-718125,-1115713.25
6568165,'12',2411722308,1,2,30554,,,2013-12-22,,441515,477745,292339308,,,,,,,1,1,,2,-718241.69,-1115793.88
6568254,'26',2411725308,1,2,30554,,,2013-12-22,,441515,477745,292353308,,,,,,,1,1,,9,-718172,-1115782.5
6568335,'6',2471459308,1,13,30562,,,2013-12-22,,441515,477745,299022308,,,,,,,1,1,,9,-719503.5,-1115789.25
6568416,'14',2471484308,1,7,30562,,,2011-07-01,,0,0,299058308,,,,,,,,,,,-719421.88,-1115949
6568785,'3',2479673308,1,3,32166,,,2013-12-22,,441353,477541,300089308,,,,,,,1,1,,2,-740330.34,-1117091.4
6568866,'11',2479688308,1,3,32166,,,2013-12-22,,441353,477541,299693308,,,,,,,1,1,,9,-740604.91,-1117120.14
6568955,'20',3968908308,1,7,32166,,,2013-12-22,,441353,477541,299776308,,,,,,,1,1,,9,-741044.51,-1117100.94
6569048,'29',2479834308,1,3,32166,,,2013-12-22,,441353,477541,299872308,,,,,,,1,1,,2,-741061.33,-1117297.48
6569129,'37',2479701308,1,3,32166,,,2013-12-22,,441353,477541,299767308,,,,,,,1,1,,2,-740688.15,-1117204.44
6569218,'46',2479714308,1,3,32166,,,2013-12-22,,441353,477541,300003308,,,,,,,2,1,,2,-740391.26,-1117231.37
6569498,'75',2479780308,1,3,32166,,,2013-12-22,,441353,477541,299644308,,,,,,,1,1,,9,-741305.19,-1117282.88
6569579,'83',2479982308,1,3,32166,,,2013-12-22,,441353,477541,299824308,,,,,,,1,1,,2,-740475.45,-1117077.86
6569668,'92',,1,,32166,,,2011-07-01,,0,0,,,,,,,,1,,,2,-741353.25,-1117190.8
6569749,'100',2479798308,1,7,32166,,,2013-12-22,,441353,477541,299611308,,,,,,,1,1,,2,-741376.82,-1116901.33
6569811,'107',2479802308,1,7,32166,,,2013-12-22,,441353,477541,299763308,,,,,,,1,1,,2,-740799.01,-1117274.28
6569820,'108',2480015308,1,19,32166,,,2013-12-22,,441353,477541,300026308,,,,,,,1,1,,9,-740332.96,-1117477.48
6569919,'117',2479809308,1,3,32166,,,2013-12-22,,441353,477541,299772308,,,,,,,1,1,,2,-741359.51,-1117320.51
6570038,'129',2479824308,1,3,32166,,,2013-12-22,,441353,477541,299791308,,,,,,,1,1,,9,-741027.18,-1117054.02
6570119,'137',3055093308,1,3,32166,,,2013-12-22,,441353,477541,299780308,,,,,,,2,1,,2,-740110.6,-1117182.76
6570488,'174',2480012308,1,3,32166,,,2013-12-22,,441353,477541,299823308,,,,,,,1,1,,2,-740648.9,-1117415.99
6570569,'182',2480035308,1,3,32166,,,2013-12-22,,441353,477541,300038308,,,,,,,1,1,,2,-740554.37,-1117378.79
6570631,'189',2479715308,1,3,32166,,,2013-12-22,,441353,477541,299855308,,,,,,,1,1,,2,-740362.6,-1117225.02
6570640,'190',2480117308,1,6,32166,,,2013-12-22,,441353,477541,300108308,,,,,,,9,3,,2,-740580.97,-1117333.25
6570739,'199',3449692308,1,7,32166,,,2013-12-22,,441353,477541,536741308,,,,,,,1,1,,2,-740468.32,-1117040.11
6570801,'206',2480180308,1,3,32166,,,2013-12-22,,441353,477541,299869308,,,,,,,1,1,,2,-741437.49,-1116991.16
6570810,'207',3179078308,1,7,32166,,,2013-12-22,,441353,477541,431980308,,,,,,,1,1,,2,-741466.73,-1117068.31
6571182,'207',2479924308,2,8,32166,,,2011-07-01,,0,0,299709308,,,,,,,0,,,,-740258.95,-1119416.9
6571191,'208',2479892308,2,8,32166,,,2011-07-01,,0,0,299777308,,,,,,,0,,,,-740211.71,-1119457.61
6571263,'215',2479887308,2,8,32166,,,2011-07-01,,0,0,299865308,,,,,,,0,,,,-740278.62,-1119520.8
6571352,'224',2479871308,2,8,32166,,,2011-07-01,,0,0,299936308,,,,,,,0,,,,-740492.67,-1119579.63
6571361,'225',2479873308,2,8,32166,,,2011-07-01,,0,0,299935308,,,,,,,0,,,,-740497.39,-1119561.67
6571433,'232',2479864308,2,8,32166,,,2011-07-01,,0,0,299937308,,,,,,,0,,,,-740593,-1119601.75
6571514,'240',2479855308,2,8,32166,,,2011-07-01,,0,0,299734308,,,,,,,0,,,,-740966.17,-1119971.4
6571883,'280',2479944308,2,8,32166,,,2011-07-01,,0,0,299987308,,,,,,,0,,,,-739805.26,-1118822.81
6571964,'295',2479845308,2,8,32166,,,2011-07-01,,0,0,299866308,,,,,,,0,,,,-741441.8,-1120129.63
6572065,'307',2480003308,2,8,32166,,,2011-07-01,,0,0,299899308,,,,,,,0,,,,-741171.02,-1117222.83
6572146,'316',2480037308,2,8,32166,,,2011-07-01,,0,0,299907308,,,,,,,0,,,,-741305.01,-1117330.21
6572227,'356',2480063308,2,8,32166,,,2011-07-01,,0,0,299956308,,,,,,,0,,,,-739556.98,-1117263.42
6572316,'368',2480075308,2,8,32166,,,2011-07-01,,0,0,299950308,,,,,,,0,,,,-739704.35,-1117190.85
6572596,'403',3445852308,2,8,32166,,,2011-07-01,,0,0,300070308,,,,,,,0,,,,-740041.66,-1118656.93
6572677,'412',3545717308,2,8,32166,,,2011-07-01,,0,0,299967308,,,,,,,0,,,,-740178.53,-1118527.91
6572766,'421',2480088308,2,8,32166,,,2011-07-01,,0,0,299961308,,,,,,,0,,,,-740096.71,-1118498.58
6572847,'429',2480137308,2,8,32166,,,2011-07-01,,0,0,300091308,,,,,,,0,,,,-741398.57,-1117341.32
6572928,'438',2480168308,2,8,32166,,,2011-07-01,,0,0,300069308,,,,,,,0,,,,-741326.83,-1117155.39
6573029,'3',2483679308,1,3,32174,,,2013-12-29,,444611,480652,300215308,,,,,,,1,1,,9,-743085.98,-1116562.46
6573100,'11',2483697308,1,3,32174,,,2013-12-29,,444611,480652,300226308,,,,,,,1,1,,2,-743050.94,-1116159.45
6573398,'40',2880515308,1,3,32174,,,2013-12-29,,444611,480652,300275308,,,,,,,2,1,,2,-742768.8,-1116456.15
6573479,'49',2483714308,1,3,32174,,,2013-12-29,,444611,480652,300266308,,,,,,,1,1,,2,-743213.51,-1116483.82
6573541,'56',2483702308,1,3,32174,,,2013-12-29,,444611,480652,300274308,,,,,,,2,1,,2,-742535.43,-1116463.73
6573550,'57',2483729308,1,3,32174,,,2013-12-29,,444611,480652,300193308,,,,,,,2,1,,2,-743060.62,-1116610.05
6573622,'64',2483717308,1,7,32174,,,2013-12-29,,444611,480652,300267308,,,,,,,1,1,,2,-743189.55,-1116496.11
6573631,'65',2483728308,1,14,32174,,,2013-12-29,,444611,480652,586867308,,,,,,,0,1,,2,-743107.25,-1116224.17
6573711,'3',2482855308,1,7,32239,,,2013-12-22,,441354,477542,300116308,,,,,,,1,1,,2,-740569.49,-1120694.88
6573720,'4',2482856308,1,7,32239,,,2013-12-22,,441354,477542,300176308,,,,,,,1,1,,2,-740558.44,-1120664.83
6573801,'12',2482867308,1,7,32239,,,2013-12-22,,441354,477542,300136308,,,,,,,1,1,,2,-740443.29,-1120615.24
6573991,'31',2482894308,1,8,32239,,,2013-12-22,,441354,477542,300152308,,,,,,,0,,,2,-740486.91,-1120990.64
6574092,'44',2828301308,1,7,32239,,,2013-12-22,,441354,477542,300158308,,,,,,,2,1,,2,-740276.54,-1120464.47
6574173,'41',2482898308,2,8,32239,,,2011-07-01,,0,0,300114308,,,,,,,0,,,,-741064.33,-1120495.97
6574254,'8',2484781308,1,3,33251,,,2013-12-22,,441460,477672,300314308,,,,,,,1,,,9,-725792.88,-1116410.13
6574343,'18',2484765308,1,3,33251,,,2013-12-22,,441460,477672,300304308,,,,,,,1,1,,2,-725845.25,-1116150.88
6574424,'26',2484771308,1,3,33251,,,2013-12-22,,441460,477672,300329308,,,,,,,1,1,,2,-725838.44,-1116306.88
6574505,'34',2484793308,1,8,33251,,,2013-12-22,,441460,477672,300308308,,,,,,,1,,,9,-726726.06,-1116832.38
6574793,'19',2495721308,1,7,39047,,,2013-12-22,,441336,477523,300970308,,,,,,,1,1,,9,-724212.31,-1133190.88
6574874,'27',2495728308,1,7,39047,,,2013-12-22,,441336,477523,301031308,,,,,,,1,1,,9,-724110.56,-1133179.13
6574955,'35',2495741308,1,3,39047,,,2013-12-22,,441336,477523,301002308,,,,,,,1,1,,9,-724124.94,-1133013.88
6575056,'45',2495751308,1,3,39047,,,2013-12-22,,441336,477523,300966308,,,,,,,1,1,,2,-724618.44,-1133101.75
6575137,'53',2495770308,1,19,39047,,,2013-12-22,,441336,477523,300990308,,,,,,,1,1,,2,-724632.38,-1133188.38
6575218,'18',2495783308,2,8,39047,,,2011-07-01,,0,0,300989308,,,,,,,0,,,,-724255,-1132990
6575307,'6',2497443308,1,3,40266,,,2014-02-07,,506268,519259,301159308,,,,,,,1,1,,2,-746262.56,-1136373
6575587,'34',2497464308,1,3,40266,,,2014-02-07,,506268,519259,301171308,,,,,,,1,1,,9,-746455.94,-1136202.5
6575676,'4',2498948308,1,7,40380,,,2013-12-29,,444511,480511,301338308,,,,,,,1,1,,2,-750368.75,-1133811.38
6575838,'20',2498975308,1,3,40380,,,2013-12-29,,444511,480511,301387308,,,,,,,1,1,,2,-750433.38,-1134065
6575919,'28',2498983308,1,3,40380,,,2013-12-29,,444511,480511,301339308,,,,,,,1,1,,2,-750333.63,-1134002.88
6576001,'37',2498993308,1,3,40380,,,2013-12-29,,444511,480511,301349308,,,,,,,1,1,,2,-750460.13,-1133629
6576281,'65',2499029308,1,3,40380,,,2013-12-29,,444511,480511,301323308,,,,,,,1,1,,2,-750231.13,-1134057.38
6576290,'66',2499031308,1,3,40380,,,2013-12-29,,444511,480511,301385308,,,,,,,1,1,,9,-750572.69,-1133973.63
6576389,'1',2508325308,1,3,44971,,,2013-12-22,,441509,477732,302150308,,,,,,,1,1,,9,-738467.44,-1147172.63
6576451,'8',2508337308,1,3,44971,,,2013-12-22,,441509,477732,302098308,,,,,,,1,1,,2,-738713.59,-1147261.49
6576460,'9',2899806308,1,7,44971,,,2013-12-22,,441509,477732,442280308,,,,,,,2,1,,2,-738723.01,-1147346.96
6576532,'16',2508338308,1,3,44971,,,2013-12-22,,441509,477732,302122308,,,,,,,1,1,,9,-738772.55,-1147345.07
6576541,'17',2508405308,1,3,44971,,,2013-12-22,,441509,477732,302102308,,,,,,,1,1,,2,-738613.9,-1146952.95
6576621,'25',2508342308,1,3,44971,,,2013-12-22,,441509,477732,302109308,,,,,,,1,1,,9,-738794.24,-1147200
6576630,'26',2508370308,1,3,44971,,,2013-12-22,,441509,477732,302117308,,,,,,,1,1,,2,-738815.78,-1147138.13
6576702,'33',2508361308,1,7,44971,,,2013-12-22,,441509,477732,302111308,,,,,,,1,1,,2,-739043.22,-1147112.43
6576711,'34',2508363308,1,3,44971,,,2013-12-22,,441509,477732,302173308,,,,,,,1,1,,9,-738997.58,-1147093.43
6576982,'61',2508385308,1,3,44971,,,2013-12-22,,441509,477732,302128308,,,,,,,1,1,,2,-738586.12,-1147120.63
6576991,'62',2508351308,1,7,44971,,,2013-12-22,,441509,477732,302146308,,,,,,,1,1,,2,-738798.55,-1147231.02
6577083,'71',2508404308,1,7,44971,,,2013-12-22,,441509,477732,302089308,,,,,,,1,1,,2,-738616.93,-1147110.78
6577164,'79',2508415308,1,3,44971,,,2013-12-22,,441509,477732,302186308,,,,,,,1,1,,2,-738662.85,-1146989.9
6577245,'87',2508436308,1,3,44971,,,2013-12-22,,441509,477732,302184308,,,,,,,1,1,,2,-738722.11,-1147014.43
6577334,'9',2511644308,1,3,46191,,,2013-12-22,,441412,477622,302224308,,,,,,,1,,,9,-732371.26,-1107339
6577415,'17',2511655308,1,3,46191,,,2013-12-22,,441412,477622,302220308,,,,,,,1,,,9,-732480.43,-1107409.34
6577784,'24',2512341308,1,3,48259,,,2013-12-22,,441446,477657,302258308,,,,,,,1,1,,2,-722553,-1124508
6577865,'5',2557357308,1,6,48267,,,2013-12-22,,441446,477657,307585308,,,,,,,2,1,,2,-721337,-1124617
6577946,'13',2557299308,1,3,48267,,,2013-12-22,,441446,477657,307562308,,,,,,,3,1,,2,-721285.63,-1124677.75
6578047,'23',2557313308,1,3,48267,,,2013-12-22,,441446,477657,307524308,,,,,,,2,1,,2,-721241.69,-1124556.13
6578128,'32',2557337308,1,7,48267,,,2013-12-22,,441446,477657,307539308,,,,,,,1,1,,2,-721375.25,-1124592.38
6578209,'41',2557323308,1,3,48267,,,2013-12-22,,441446,477657,307533308,,,,,,,1,,,9,-721384.94,-1124429
6578497,'10',2566266308,1,7,48275,,,2013-12-22,,441446,477657,308052308,,,,,,,1,1,,2,-722526.88,-1123266.75
6578578,'19',2566277308,1,3,48275,,,2013-12-22,,441446,477657,308066308,,,,,,,1,1,,2,-722633.25,-1123099.5
6578667,'29',2566283308,1,7,48275,,,2011-07-01,,0,0,308049308,,,,,,,2,,,,-723149.81,-1123969.88
6578748,'5',2513127308,1,7,48763,,,2013-12-22,,441439,477653,302348308,,,,,,,2,3,,2,-729694.38,-1139319
6578829,'13',2513124308,1,3,48763,,,2013-12-22,,441439,477653,302340308,,,,,,,1,1,,2,-729897.25,-1139426.63
6578900,'21',2513109308,1,3,48763,,,2013-12-22,,441439,477653,302333308,,,,,,,1,1,,2,-729503.69,-1139454.75
6579001,'8',2519635308,1,7,52817,,,2013-12-22,,441349,477537,302787308,,,,,,,1,1,,2,-722986,-1117481
6579191,'29',2519647308,1,3,52817,,,2013-12-22,,441349,477537,302767308,,,,,,,1,1,,9,-722997.75,-1117535.38
6579299,'39',2519661308,1,3,52817,,,2013-12-22,,441349,477537,302774308,,,,,,,2,1,,2,-723033.5,-1117716
6579361,'6',2582131308,1,2,52825,,,2013-12-22,,441349,477537,309430308,,,,,,,1,1,,2,-724351.12,-1117658.61
6579370,'8',2582158308,1,2,52825,,,2013-12-22,,441349,477537,309411308,,,,,,,3,1,,2,-724337.79,-1117767.06
6579442,'15',2582153308,1,2,52825,,,2013-12-22,,441349,477537,309403308,,,,,,,1,1,,9,-724213.05,-1117465.05
6579451,'16',2582139308,1,3,52825,,,2013-12-22,,441349,477537,309426308,,,,,,,1,1,,9,-724386.7,-1117552.33
6579523,'24',2582141308,1,15,52825,,,2011-07-01,,0,0,309446308,,,,,,,0,,,,-724360.71,-1117516.43
6579612,'33',2582146308,1,3,52825,,,2013-12-22,,441349,477537,309395308,,,,,,,1,1,,2,-724470.26,-1117459.93
6579621,'34',2582164308,1,3,52825,,,2013-12-22,,441349,477537,309420308,,,,,,,1,1,,2,-724182.72,-1117348.55
6579892,'16',2520275308,1,3,53031,,,2013-12-22,,441372,477565,302865308,,,,,,,1,1,,2,-722259.31,-1136748.38
6579981,'25',2520266308,1,3,53031,,,2013-12-22,,441372,477565,302886308,,,,,,,1,1,,9,-722218.81,-1136930.13
6579990,'26',2520313308,1,7,53031,,,2013-12-22,,441372,477565,302858308,,,,,,,1,1,,2,-722527.38,-1137060.75
6580181,'45',2520288308,1,5,53031,,,2013-12-22,,441372,477565,302891308,,,,,,,1,1,,2,-722344.94,-1136900.38
6580190,'46',2520287308,1,3,53031,,,2013-12-22,,441372,477565,302820308,,,,,,,1,1,,9,-722321.44,-1136928
6580262,'53',2520316308,1,3,53031,,,2013-12-22,,441372,477565,302851308,,,,,,,1,1,,2,-722511.31,-1136925.5
6580271,'54',2520323308,1,3,53031,,,2013-12-22,,441372,477565,302805308,,,,,,,1,1,,9,-722570.06,-1136893.5
6580343,'1',2458266308,1,3,53406,,,2013-12-22,,441373,477566,297662308,,,,,,,1,1,,2,-733890.71,-1113125.93
6580432,'10',3183399308,1,7,53406,,,2013-12-22,,441373,477566,297747308,,,,,,,1,1,,2,-733805.94,-1113281.48
6580441,'11',2458305308,1,3,53406,,,2013-12-22,,441373,477566,297739308,,,,,,,1,1,,9,-733897.08,-1113298.69
6580513,'18',2458298308,1,3,53406,,,2013-12-22,,441373,477566,297720308,,,,,,,1,1,,2,-733755.84,-1113301.09
6580882,'56',2458330308,1,7,53406,,,2013-12-22,,441373,477566,297792308,,,,,,,1,1,,2,-733914.47,-1113543.1
6580891,'57',2458325308,1,7,53406,,,2013-12-22,,441373,477566,297772308,,,,,,,1,1,,2,-733890.25,-1113520.44
6580963,'64',2458353308,1,3,53406,,,2013-12-22,,441373,477566,297681308,,,,,,,1,1,,2,-734374.27,-1112745.72
6581064,'74',2458348308,1,7,53406,,,2013-12-22,,441373,477566,297673308,,,,,,,1,1,,2,-734167.94,-1112865.61
6581145,'82',2458380308,1,3,53406,,,2013-12-22,,441373,477566,297652308,,,,,,,1,1,,2,-734501.51,-1112642.85
6581226,'90',2458384308,1,7,53406,,,2013-12-22,,441373,477566,297665308,,,,,,,1,1,,2,-734310.68,-1112763.85
