'Kod','CislaDomovni','IdentifikacniParcela','TypStavebnihoObjektuKod','ZpusobVyuzitiKod','CastObce','Momc','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','IsknBudovaId','Dokonceni','ZastavenaPlocha','NespravneUdaje','OznacenoDne','OznacenoInfo','IdentifikactniParcela','PocetBytu','PocetPodlazi','PodlahovaPlocha','VybaveniVytahemKod','x','y'
6574777,'16',2495719308,1,3,39047,,,2013-12-22,,441336,477523,300972308,,,,,,,2,1,,2,-724232.63,-1133156.75
6574858,'25',2495726308,1,3,39047,,,2013-12-22,,441336,477523,300986308,,,,,,,1,1,,9,-724025.38,-1133290.38
6574939,'33',2495738308,1,3,39047,,,2013-12-22,,441336,477523,300975308,,,,,,,1,1,,9,-724213.88,-1133082.63
6575021,'42',2495748308,1,3,39047,,,2013-12-22,,441336,477523,300984308,,,,,,,1,1,,9,-724548.81,-1133046.13
6575030,'43',2495749308,1,3,39047,,,2013-12-22,,441336,477523,300976308,,,,,,,1,1,,9,-724561.38,-1133026.75
6575102,'50',2495758308,1,3,39047,,,2013-12-22,,441336,477523,301012308,,,,,,,1,1,,9,-724575.81,-1133047.13
6575111,'51',2495761308,1,3,39047,,,2013-12-22,,441336,477523,301017308,,,,,,,1,1,,2,-724649.13,-1133251.13
6575471,'23',2497450308,1,3,40266,,,2014-02-07,,506268,519259,301181308,,,,,,,1,1,,2,-746317.63,-1136219.38
6575480,'24',2497448308,1,3,40266,,,2014-02-07,,506268,519259,301167308,,,,,,,1,1,,2,-746287.31,-1136256.75
6575552,'31',2497457308,1,3,40266,,,2011-07-01,,0,0,301175308,,,,,,,0,,,,-746304,-1136236
6575561,'32',2497462308,1,3,40266,,,2014-02-07,,506268,519259,301176308,,,,,,,1,1,,9,-746286.56,-1136224.5
6575641,'1',2498944308,1,3,40380,,,2013-12-29,,444511,480511,301332308,,,,,,,1,1,,9,-750302.38,-1133806.5
6575650,'2',2498946308,1,3,40380,,,2013-12-29,,444511,480511,301335308,,,,,,,2,1,,2,-750321.81,-1133834.38
6575722,'9',2498954308,1,7,40380,,,2013-12-29,,444511,480511,301342308,,,,,,,1,1,,9,-750494.5,-1133785.38
6575731,'10',2498958308,1,3,40380,,,2013-12-29,,444511,480511,301347308,,,,,,,1,1,,2,-750526.5,-1133814.5
6575803,'17',2498967308,1,3,40380,,,2013-12-29,,444511,480511,301373308,,,,,,,1,1,,2,-750469.13,-1133919.75
6576184,'55',2499007308,1,7,40380,,,2013-12-29,,444511,480511,301346308,,,,,,,1,1,,2,-750289.19,-1134086.5
6576265,'63',2499025308,1,7,40380,,,2013-12-29,,444511,480511,301353308,,,,,,,1,1,,9,-750444.81,-1133570.25
6576354,'73',2499034308,1,3,40380,,,2013-12-29,,444511,480511,301368308,,,,,,,1,,,9,-750615.44,-1133805.5
6576435,'6',2508334308,1,3,44971,,,2013-12-22,,441509,477732,302096308,,,,,,,1,1,,9,-738668.7,-1147185.08
6576516,'14',2508323308,1,3,44971,,,2013-12-22,,441509,477732,302151308,,,,,,,1,,,9,-738552.65,-1147378.05
6576605,'23',2508347308,1,3,44971,,,2013-12-22,,441509,477732,302152308,,,,,,,1,1,,2,-738803.79,-1147217.45
6576966,'59',2508349308,1,3,44971,,,2013-12-22,,441509,477732,302116308,,,,,,,1,,,9,-738786.17,-1147263.42
6577067,'69',2508402308,1,3,44971,,,2013-12-22,,441509,477732,302162308,,,,,,,1,1,,2,-738635.92,-1147087.07
6577148,'77',4040483308,1,17,44971,,,2013-12-22,,441509,477732,618848308,,,,,,,2,1,,2,-739003.88,-1146801.88
6577229,'85',2508411308,1,3,44971,,,2013-12-22,,441509,477732,302141308,,,,,,,1,1,,2,-738637.92,-1147056.33
6577318,'7',2511639308,1,3,46191,,,2013-12-22,,441412,477622,302218308,,,,,,,1,1,,2,-732343.47,-1107393.6
6577598,'2',2512305308,1,7,48259,,,2013-12-22,,441446,477657,302281308,,,,,,,1,1,,2,-722797.63,-1124069.25
6577687,'11',2512317308,1,7,48259,,,2013-12-22,,441446,477657,302257308,,,,,,,1,1,,9,-722911.25,-1124223.5
6577768,'22',2512355308,1,3,48259,,,2013-12-22,,441446,477657,302264308,,,,,,,1,1,,9,-722003.19,-1123773.63
6577849,'3',2557282308,1,3,48267,,,2013-12-22,,441446,477657,307525308,,,,,,,1,1,,9,-721450.06,-1124503.25
6577911,'10',2557295308,1,3,48267,,,2013-12-22,,441446,477657,307523308,,,,,,,1,1,,9,-721373.94,-1124666.75
6577920,'11',2557296308,1,3,48267,,,2013-12-22,,441446,477657,307548308,,,,,,,1,1,,9,-721361.69,-1124680.38
6578012,'20',2557311308,1,3,48267,,,2013-12-22,,441446,477657,307526308,,,,,,,1,1,,9,-721206.63,-1124586.13
6578021,'21',2557312308,1,3,48267,,,2013-12-22,,441446,477657,307568308,,,,,,,1,1,,2,-721226.94,-1124570.88
6578292,'51',2557284308,1,7,48267,,,2013-12-22,,441446,477657,307563308,,,,,,,1,1,,2,-721449.56,-1124512.13
6578381,'63',2862034308,1,7,48267,,,2013-12-22,,441446,477657,421040308,,,,,,,1,1,,2,-721297.06,-1124429.13
6578390,'40',2557358308,2,8,48267,,,2011-07-01,,0,0,307547308,,,,,,,0,,,,-722076.31,-1125097.88
6578462,'7',2566259308,1,3,48275,,,2013-12-22,,441446,477657,308059308,,,,,,,1,1,,9,-722726.19,-1123022.38
6578471,'8',2566260308,1,3,48275,,,2013-12-22,,441446,477657,308061308,,,,,,,1,1,,2,-722743.06,-1123036.63
6578543,'16',2566273308,1,3,48275,,,2013-12-22,,441446,477657,308035308,,,,,,,1,,,9,-722543.38,-1123149.5
6578632,'25',2566301308,1,5,48275,,,2011-07-01,,0,0,308076308,,,,,,,0,,,,-722610.19,-1123183.88
6578641,'27',2566279308,1,3,48275,,,2013-12-22,,441446,477657,308036308,,,,,,,1,1,,2,-722632.13,-1123152.13
6578713,'1',2513125308,1,8,48763,,,2013-12-22,,441439,477653,302329308,,,,,,,1,1,,9,-729908.88,-1139386.75
6579094,'18',2519610308,1,2,52817,,,2013-12-22,,441349,477537,302771308,,,,,,,1,1,,2,-723119.63,-1117363.38
6579175,'27',2519646308,1,2,52817,,,2013-12-22,,441349,477537,302745308,,,,,,,1,1,,9,-723033.88,-1117609.75
6579256,'35',2519654308,1,3,52817,,,2013-12-22,,441349,477537,302788308,,,,,,,1,1,,2,-722965,-1117525
6579264,'36',2519657308,1,7,52817,,,2013-12-22,,441349,477537,302750308,,,,,,,1,1,,2,-723148.94,-1117504.25
6579345,'4',2582127308,1,2,52825,,,2013-12-22,,441349,477537,309419308,,,,,,,1,1,,9,-724350.43,-1117583.68
6579426,'13',2582147308,1,7,52825,,,2013-12-22,,441349,477537,309441308,,,,,,,1,1,,2,-724431.79,-1117442.71
6579507,'22',2582140308,1,3,52825,,,2013-12-22,,441349,477537,309429308,,,,,,,1,,,9,-724379.02,-1117534.45
6579795,'6',2520304308,1,3,53031,,,2013-12-22,,441372,477565,302815308,,,,,,,1,1,,2,-722375.56,-1136822.13
6579876,'14',2520310308,1,3,53031,,,2013-12-22,,441372,477565,302822308,,,,,,,1,1,,9,-722307.25,-1136721.63
6579965,'23',2520267308,1,3,53031,,,2013-12-22,,441372,477565,302834308,,,,,,,1,1,,2,-722238.75,-1136889.5
6580084,'35',2520255308,1,3,53031,,,2013-12-22,,441372,477565,302843308,,,,,,,1,1,,9,-722421.63,-1136990.38
6580165,'43',2520289308,1,7,53031,,,2013-12-22,,441372,477565,302873308,,,,,,,1,1,,2,-722380.69,-1136899.5
6580246,'51',2520274308,1,3,53031,,,2013-12-22,,441372,477565,302807308,,,,,,,1,1,,2,-722268.63,-1136734.13
6580327,'59',2520334308,1,6,53031,,,2013-12-22,,441372,477565,302884308,,,,,,,6,1,,2,-722297,-1136594.13
6580416,'8',2458309308,1,2,53406,,,2013-12-22,,441373,477566,297672308,,,,,,,1,1,,9,-733962.2,-1113386.52
6580696,'37',2458317308,1,17,53406,,,2013-12-22,,441373,477566,297658308,,,,,,,1,1,,2,-734347.64,-1113123.92
6580785,'46',2458322308,1,7,53406,,,2013-12-22,,441373,477566,297669308,,,,,,,1,1,,2,-733722.35,-1113234.82
6580866,'54',2458349308,1,3,53406,,,2013-12-22,,441373,477566,297684308,,,,,,,1,1,,2,-734177.31,-1112927.05
6580947,'62',2458342308,1,3,53406,,,2013-12-22,,441373,477566,297730308,,,,,,,1,1,,2,-734216.47,-1113136.8
6581048,'72',2458375308,1,19,53406,,,2013-12-22,,441373,477566,297793308,,,,,,,1,1,,9,-734504.26,-1112675.92
6581129,'80',2458374308,1,7,53406,,,2013-12-22,,441373,477566,297767308,,,,,,,1,1,,2,-734427.98,-1112686.76
6581200,'88',2458390308,1,3,53406,,,2013-12-22,,441373,477566,297661308,,,,,,,1,1,,2,-734218.05,-1112917.84
6581498,'117',2458422308,1,3,53406,,,2013-12-22,,441373,477566,297735308,,,,,,,1,1,,2,-734337.61,-1112877.35
6581579,'126',2458413308,1,3,53406,,,2013-12-22,,441373,477566,297841308,,,,,,,1,1,,2,-734166.34,-1113288.1
6581641,'133',2458461308,1,3,53406,,,2013-12-22,,441373,477566,297804308,,,,,,,1,1,,2,-734155.67,-1113167.42
6581650,'134',,1,,53406,,,2011-07-01,,0,0,,,,,,,,1,,,2,-733821.07,-1113098.7
6581749,'143',2458494308,1,3,53406,,,2013-12-22,,441373,477566,297833308,,,,,,,1,1,,2,-734434.48,-1112853.31
6581811,'150',3319319308,1,7,53406,,,2013-12-22,,441373,477566,495280308,,,,,,,1,1,,2,-734087.86,-1113000.23
6581820,'151',3268239308,1,7,53406,,,2013-12-22,,441373,477566,499860308,,75,,,,,1,3,,2,-734191.12,-1113215.57
6581901,'14',4044345308,2,8,53406,,,2013-12-22,,441373,477566,620094308,,152,,,,,0,,69,,-734059.7,-1112976.14
6582273,'28',2522233308,1,13,53414,,,2013-12-22,,441373,477566,303056308,,,,,,,1,1,,9,-733492.38,-1112654.84
6582362,'38',2522182308,1,7,53414,,,2013-12-22,,441373,477566,302986308,,,,,,,1,1,,9,-733388.08,-1112771.36
6582371,'39',2522176308,1,7,53414,,,2013-12-22,,441373,477566,303102308,,,,,,,1,1,,9,-733362.88,-1112741.42
6582443,'46',2522222308,1,7,53414,,,2013-12-22,,441373,477566,303184308,,,,,,,1,1,,2,-733638.13,-1112640.9
6582524,'56',2522253308,1,7,53414,,,2013-12-22,,441373,477566,303084308,,,,,,,2,1,,2,-733546.98,-1112642.19
6582605,'66',2522260308,1,7,53414,,,2013-12-22,,441373,477566,302918308,,,,,,,1,1,,2,-733498.14,-1112562.11
6582893,'95',2522290308,1,7,53414,,,2013-12-22,,441373,477566,302899308,,,,,,,1,1,,9,-733609.79,-1112588.01
6582974,'103',2522299308,1,15,53414,,,2013-12-22,,441373,477566,303104308,,,,,,,0,1,,9,-733697.6,-1112894.19
6583075,'113',2522329308,1,7,53414,,,2013-12-22,,441373,477566,303064308,,,,,,,1,1,,2,-734123.63,-1112758.1
6583156,'121',2522331308,1,7,53414,,,2013-12-22,,441373,477566,303094308,,,,,,,1,1,,2,-734170.32,-1112736.3
6583237,'129',2522403308,1,6,53414,,,2013-12-22,,441373,477566,303239308,,,,,,,6,1,,2,-733592.72,-1112828.41
6583326,'138',2522437308,1,7,53414,,,2013-12-22,,441373,477566,302985308,,,,,,,1,1,,2,-734493.47,-1112609.68
6583407,'146',2522476308,1,7,53414,,,2013-12-22,,441373,477566,303003308,,,,,,,1,1,,2,-734224.77,-1112567.29
6583687,'176',2522443308,1,7,53414,,,2013-12-22,,441373,477566,302932308,,,,,,,1,1,,2,-733381.85,-1112998.7
6583776,'185',2522446308,1,7,53414,,,2013-12-22,,441373,477566,302941308,,,,,,,1,1,,2,-733413.01,-1113022.57
6583857,'193',2522359308,1,7,53414,,,2013-12-22,,441373,477566,303168308,,,,,,,1,1,,2,-734075.94,-1112780.41
6583938,'201',,1,,53414,,,2011-07-01,,0,0,,,,,,,,1,,,2,-733509.72,-1113058.23
6584039,'211',2522508308,1,7,53414,,,2013-12-22,,441373,477566,303159308,,,,,,,1,,,2,-734437.03,-1112633.36
6584101,'220',,1,,53414,,,2011-07-01,,0,0,,,,,,,,1,,,2,-734353.86,-1112615.04
6584110,'221',2522512308,1,7,53414,,,2013-12-22,,441373,477566,303165308,,,,,,,1,1,,2,-734335.34,-1112603.52
6584489,'8',,2,,53414,,,2011-07-01,,0,0,,,,,,,,,,,,,
6584551,'24',2522305308,2,8,53414,,,2013-12-22,,441373,477566,303103308,,,,,,,0,1,,2,-733634.23,-1112514.93
6584560,'26',2522356308,2,8,53414,,,2011-07-01,,0,0,,,,,,,,0,,,,-734201.73,-1112672.98
6584632,'46',2522483308,2,8,53414,,,2011-07-01,,0,0,,,,,,,,0,,,,-734000.53,-1112668.6
6584641,'48',,2,,53414,,,2011-07-01,,0,0,,,,,,,,0,,,,,
6584721,'6',2569173308,1,3,53422,,,2013-12-22,,441373,477566,308241308,,,,,,,1,1,,9,-736066,-1113072.38
6584730,'7',2569172308,1,3,53422,,,2013-12-22,,441373,477566,308224308,,,,,,,1,,,9,-736038.94,-1113114.75
6584802,'14',2569181308,1,7,53422,,,2013-12-22,,441373,477566,308244308,,,,,,,1,1,,9,-735557.69,-1112840
6584811,'15',2569157308,1,3,53422,,,2013-12-22,,441373,477566,308238308,,,,,,,1,,,2,-735501.13,-1112868.75
6585183,'31',2597924308,1,3,53431,,,2013-12-22,,441373,477566,311940308,,,,,,,1,1,,2,-735411.98,-1111793.1
6585264,'2',2522348308,1,13,53449,,,2013-12-22,,441373,477566,303040308,,,,,,,1,1,,9,-731979.97,-1113399.68
6585353,'12',2522336308,1,13,53449,,,2013-12-22,,441373,477566,303147308,,,,,,,1,1,,9,-732016.48,-1113343.63
6585434,'57',,2,,53449,,,2011-07-01,,0,0,,,,,,,,,,,,,
6585515,'6',2597964308,1,2,53457,,,2013-12-22,,441373,477566,311963308,,,,,,,1,1,,9,-735011.56,-1112228.25
6585884,'40',2677280308,1,3,53465,,,2013-12-22,,441373,477566,319681308,,,,,,,1,1,,2,-733230.19,-1111108
6585965,'3',2774850308,1,2,53473,,,2013-12-22,,441373,477566,338469308,,,,,,,1,1,,9,-733147.69,-1114879.38
6586066,'13',2774861308,1,4,53473,,,2013-12-22,,441373,477566,338472308,,,,,,,1,1,,2,-733012.06,-1115153.5
6586147,'55',,2,,53473,,,2011-07-01,,0,0,,,,,,,,,,,,,
6586228,'8',2523999308,1,5,53597,,,2013-12-22,,441374,477567,303365308,,,,,,,0,1,,2,-724202.06,-1130058.38
6586317,'17',2524004308,1,3,53597,,,2013-12-22,,441374,477567,303395308,,,,,,,1,1,,9,-724080.63,-1130076.63
6586597,'45',2524032308,1,3,53597,,,2013-12-22,,441374,477567,303438308,,,,,,,1,1,,9,-724164.88,-1130411.75
6586686,'54',2524076308,1,3,53597,,,2013-12-22,,441374,477567,303322308,,,,,,,1,1,,9,-723902.69,-1130212.25
6586767,'62',2524046308,1,3,53597,,,2013-12-22,,441374,477567,303392308,,,,,,,1,1,,9,-724097.13,-1130264.13
6586848,'70',2524053308,1,7,53597,,,2013-12-22,,441374,477567,303443308,,,,,,,1,1,,2,-723802.56,-1130245.38
6586929,'78',2524078308,1,3,53597,,,2013-12-22,,441374,477567,303326308,,,,,,,1,1,,2,-723943.38,-1130232.38
6587011,'87',2524094308,1,3,53597,,,2013-12-22,,441374,477567,303338308,,,,,,,1,1,,2,-723762.75,-1130108
6587020,'88',2524092308,1,7,53597,,,2013-12-22,,441374,477567,303358308,,,,,,,1,1,,2,-724096.06,-1130686
6587101,'96',2524110308,1,7,53597,,,2013-12-22,,441374,477567,303413308,,,,,,,1,1,,9,-723756.44,-1130536
6587291,'115',2524139308,1,3,53597,,,2013-12-22,,441374,477567,303311308,,,,,,,1,1,,2,-723949.13,-1130510.13
6587399,'125',2524157308,1,3,53597,,,2013-12-22,,441374,477567,303371308,,,,,,,1,1,,2,-723806.19,-1130452.5
6587461,'132',2524169308,1,3,53597,,,2013-12-22,,441374,477567,303426308,,,,,,,1,1,,2,-723890.56,-1130081.38
6587470,'133',,1,,53597,,,2011-07-01,,0,0,,,,,,,,1,,,2,-724180,-1130433
6587542,'140',2524195308,1,7,53597,,,2013-12-22,,441374,477567,303439308,,,,,,,1,1,,2,-723827,-1130039
6587551,'141',2524190308,1,7,53597,,,2013-12-22,,441374,477567,303289308,,,,,,,1,1,,2,-723928,-1130160.38
6587631,'149',3201758308,1,7,53597,,,2013-12-22,,441374,477567,303291308,,,,,,,1,1,,2,-724001.19,-1130183.88
6587640,'150',3201755308,1,7,53597,,,2013-12-22,,441374,477567,303292308,,,,,,,1,1,,2,-724009.81,-1130180.75
6587712,'157',2524174308,1,3,53597,,,2013-12-22,,441374,477567,303297308,,,,,,,2,1,,2,-724050.88,-1130156.38
6587721,'158',2524173308,1,7,53597,,,2013-12-22,,441374,477567,303298308,,,,,,,2,1,,2,-724057.94,-1130164.75
6587992,'18',2538898308,1,3,53601,,,2013-12-22,,441374,477567,305062308,,,,,,,1,1,,2,-725475.06,-1130555.88
6588093,'7',2644227308,1,3,53619,,,2013-12-22,,441374,477567,316946308,,,,,,,1,1,,9,-723294.5,-1131680.13
6588174,'15',2644241308,1,3,53619,,,2013-12-22,,441374,477567,316965308,,,,,,,1,1,,9,-723232.5,-1131984.5
6588255,'23',2644291308,1,3,53619,,,2013-12-22,,441374,477567,316939308,,,,,,,1,1,,2,-722808.38,-1131971.25
6588344,'32',2644259308,1,3,53619,,,2013-12-22,,441374,477567,316918308,,,,,,,1,1,,2,-722920.94,-1132011.5
6588425,'40',2644281308,1,7,53619,,,2013-12-22,,441374,477567,316956308,,,,,,,1,1,,2,-723186.13,-1131624.75
6588506,'48',2644330308,1,3,53619,,,2013-12-22,,441374,477567,316922308,,,,,,,1,,,9,-723264.44,-1132014
6588794,'24',2525936308,1,3,54127,,,2013-12-29,,444594,480624,303528308,,,,,,,1,1,,2,-721850,-1127620
6588875,'32',2525959308,1,3,54127,,,2013-12-29,,444594,480624,303561308,,,,,,,1,1,,9,-721630.25,-1127538.5
6588956,'40',2525946308,1,3,54127,,,2013-12-29,,444594,480624,303548308,,,,,,,1,,,9,-722045.06,-1127554.25
6589057,'50',2525969308,1,3,54127,,,2013-12-29,,444594,480624,303533308,,,,,,,1,1,,2,-721824.31,-1127548.25
6589138,'18',2525922308,1,7,54127,,,2013-11-04,,390128,449932,303530308,,,,,,,1,,,2,-721932.51,-1127685.57
6589219,'66',2525980308,1,7,54127,,,2013-12-29,,444594,480624,303573308,,,,,,,1,1,,2,-722027.25,-1127747.5
6589308,'7',2424032308,1,2,58041,,,2013-12-22,,441373,477566,294647308,,,,,,,1,1,,9,-731176.36,-1112600.69
6589588,'20',2441668308,1,3,58271,,,2013-12-22,,441373,477566,295888308,,,,,,,1,1,,2,-731467.44,-1114262.49
6589677,'7',2534070308,1,7,58289,,,2013-12-22,,441373,477566,304522308,,,,,,,2,1,,2,-731079.19,-1115253.13
6589758,'15',2848063308,1,7,58289,,,2013-12-22,,441373,477566,361740308,,,,,,,1,1,,9,-731058.44,-1115440.88
6589839,'23',2534045308,1,8,58289,,,2013-12-22,,441373,477566,304549308,,,,,,,1,,,9,-731307.63,-1115360
6589901,'30',2534052308,1,3,58289,,,2013-12-22,,441373,477566,304541308,,,,,,,1,1,,9,-731414.75,-1115364.75
6589910,'31',2534069308,1,3,58289,,,2013-12-22,,441373,477566,304546308,,,,,,,1,1,,9,-731075.31,-1115316.38
6590039,'44',2534083308,1,3,58289,,,2013-12-22,,441373,477566,304538308,,,,,,,1,1,,9,-731045.38,-1115356.38
6590047,'45',2534085308,1,3,58289,,,2013-12-22,,441373,477566,304516308,,,,,,,1,1,,9,-731308.56,-1115309.75
6590128,'3',2446806308,1,3,61123,,,2013-12-22,,441380,477575,296292308,,,,,,,1,1,,2,-744099.89,-1105919.73
6590209,'4',2446846308,1,3,61131,,,2013-12-22,,441380,477575,296279308,,,,,,,1,1,,2,-744142.08,-1105150.16
6590497,'14',2519206308,1,3,61158,,,2013-12-22,,441380,477575,302711308,,,,,,,1,1,,9,-744025.43,-1107450.67
6590659,'7',2535301308,1,3,61174,,,2013-12-22,,441380,477575,304962308,,,,,,,2,1,,2,-744233.44,-1110503.63
6590748,'17',2535224308,1,3,61174,,,2013-12-22,,441380,477575,304832308,,,,,,,1,1,,2,-744036.63,-1110629.63
6590829,'25',2535232308,1,3,61174,,,2013-12-22,,441380,477575,304647308,,,,,,,2,1,,2,-744137.38,-1110532.38
6590900,'34',2535294308,1,7,61174,,,2013-12-22,,441380,477575,304869308,,,,,,,1,1,,2,-744228.5,-1110377.88
6591191,'64',2535415308,1,3,61174,,,2013-12-22,,441380,477575,304686308,,,,,,,2,1,,2,-744235.75,-1109919.88
6591272,'72',2535269308,1,3,61174,,,2013-12-22,,441380,477575,304613308,,,,,,,1,1,,2,-744164.75,-1110250.38
6591281,'73',2535270308,1,3,61174,,,2013-12-22,,441380,477575,304724308,,,,,,,1,1,,9,-744157.81,-1110270.88
6591353,'80',2535286308,1,3,61174,,,2013-12-22,,441380,477575,304624308,,,,,,,2,1,,2,-744255.94,-1110303.88
6591442,'89',2535558308,1,15,61174,,,2011-07-01,,0,0,305015308,,1453,,,,,0,2,1232,,-744560,-1110222
6591451,'90',2535359308,1,3,61174,,,2013-12-22,,441380,477575,304733308,,,,,,,1,,,9,-744437.88,-1110364.63
6591523,'97',2535387308,1,3,61174,,,2013-12-22,,441380,477575,304822308,,,,,,,2,1,,2,-744480.44,-1110310.5
6591604,'105',2535361308,1,3,61174,,,2013-12-22,,441380,477575,304658308,,,,,,,1,1,,2,-744417.38,-1110337.88
6591892,'135',2535350308,1,3,61174,,,2013-12-22,,441380,477575,304794308,,,,,,,1,1,,9,-744537.94,-1110411.25
6591973,'143',2535340308,1,3,61174,,,2013-12-22,,441380,477575,304697308,,,,,,,1,1,,9,-744634,-1110543.25
6592074,'154',2535317308,1,5,61174,,,2011-07-01,,0,0,304857308,,,,,,,0,,,,-744354.63,-1110393.75
6592155,'162',2535322308,1,3,61174,,,2013-12-22,,441380,477575,304758308,,,,,,,2,1,,2,-744380.38,-1110390.13
6592236,'170',2535267308,1,3,61174,,,2013-12-22,,441380,477575,304638308,,,,,,,1,,,9,-744178,-1110218
6592317,'183',2535341308,1,7,61174,,,2013-12-22,,441380,477575,304684308,,,,,,,1,1,,2,-744623.13,-1110535
6592406,'193',2535521308,1,3,61174,,,2013-12-22,,441380,477575,304711308,,,,,,,1,1,,2,-744545.38,-1110611.63
6592686,'223',3278199308,1,7,61174,,,2013-12-22,,441380,477575,470920308,,,,,,,1,1,,2,-743944,-1110614
6592775,'233',2535460308,1,7,61174,,,2013-02-06,,156389,377015,304688308,,138,,,,,1,2,,2,-744267.13,-1109889.13
6592856,'241',2535468308,1,3,61174,,,2013-12-22,,441380,477575,304699308,,,,,,,1,1,,2,-744250.19,-1109806.5
6592937,'249',2535488308,1,7,61174,,,2013-12-22,,441380,477575,304622308,,,,,,,1,,,9,-744434.75,-1110873.75
6593038,'259',2535515308,1,3,61174,,,2013-12-22,,441380,477575,305043308,,,,,,,9,4,,2,-744042.94,-1110356.38
6593119,'267',2535539308,1,3,61174,,,2013-12-22,,441380,477575,304748308,,,,,,,2,1,,2,-743941.13,-1110333.88
6593569,'1',2446820308,1,3,61182,,,2013-12-22,,441380,477575,296296308,,,,,,,1,1,,9,-744856.04,-1104363.2
6593631,'9',2446816308,1,3,61182,,,2013-12-22,,441380,477575,296299308,,,,,,,1,1,,2,-744866.13,-1104413.56
6593739,'2',2636856308,1,3,61204,,,2013-12-22,,441380,477575,316380308,,,,,,,2,1,,2,-746331.8,-1109963.07
6593801,'9',2636852308,1,3,61204,,,2013-12-22,,441380,477575,316377308,,,,,,,1,1,,2,-746368.08,-1110132.73
6593810,'10',2636860308,1,3,61204,,,2013-12-22,,441380,477575,316376308,,,,,,,1,1,,2,-746331.37,-1110028.68
6594182,'21',2542831308,1,3,66109,,,2013-12-30,,445054,480805,305577308,,,,,,,1,,,,-734152.64,-1134809.94
6594191,'22',3269602308,1,7,66109,,,2013-12-30,,445054,480805,466700308,,,,,,,1,1,,2,-733931.67,-1134799.47
6594263,'29',3634242308,1,7,66109,,,2013-12-30,,445054,480805,574727308,,146,,,,,1,,130,2,-734118,-1135114
6594352,'38',2542794308,1,3,66109,,,2013-12-30,,445054,480805,305347308,,,,,,,1,1,,2,-734004.29,-1135040.9
6594361,'39',2542856308,1,3,66109,,,2013-12-30,,445054,480805,305414308,,,,,,,1,1,,2,-733905.99,-1135063.39
6594433,'46',2542865308,1,7,66109,,,2013-12-30,,445054,480805,305361308,,,,,,,1,1,,9,-733949.75,-1135045.7
6594514,'54',2542818308,1,7,66109,,,2013-12-30,,445054,480805,305376308,,,,,,,2,1,,2,-734077.37,-1134934.56
6594883,'91',2542889308,1,3,66109,,,2013-12-30,,445054,480805,305377308,,,,,,,1,1,,2,-733982.78,-1135116.87
6594964,'99',2542933308,1,7,66109,,,2013-12-30,,445054,480805,305489308,,,,,,,2,1,,2,-733995.88,-1135113.55
6595065,'109',2542925308,1,3,66109,,,2013-12-30,,445054,480805,305409308,,,,,,,2,1,,2,-733960.54,-1135386.4
6595146,'117',2542946308,1,3,66109,,,2013-12-30,,445054,480805,305354308,,,,,,,1,1,,2,-734006.48,-1135628.76
6595227,'125',2542971308,1,3,66109,,,2013-12-30,,445054,480805,305497308,,,,,,,1,1,,2,-733964.53,-1134883.73
6595308,'133',2543012308,1,3,66109,,,2013-12-30,,445054,480805,305516308,,,,,,,1,1,,2,-733945.69,-1135271.74
6595316,'134',2543011308,1,3,66109,,,2013-12-30,,445054,480805,305373308,,,,,,,2,1,,2,-733977.44,-1135257.62
6595596,'2',2543769308,2,8,66109,,,2011-07-01,,0,0,,,,,,,,0,,,,-734964.38,-1135519.5
6595677,'10',2542920308,2,8,66109,,,2011-07-01,,0,0,305616308,,,,,,,0,,,,-735117.94,-1135235.88
6595766,'19',2542990308,2,8,66109,,,2011-07-01,,0,0,305482308,,,,,,,0,,,,-734953.81,-1135419.25
6595847,'27',2543029308,2,8,66109,,,2011-07-01,,0,0,587407308,,,,,,,0,,,,-734766.11,-1135228.39
6595928,'35',2542961308,2,8,66109,,,2011-07-01,,0,0,305448308,,,,,,,0,,,,-734728.19,-1135125.55
6596029,'46',2542969308,2,8,66109,,,2011-07-01,,0,0,305478308,,,,,,,0,,,,-734718.31,-1134165
6596100,'54',2543052308,2,8,66109,,,2011-07-01,,0,0,305606308,,,,,,,0,,,,-734954,-1133946
6596398,'83',3364962308,2,8,66109,,,2011-07-01,,0,0,305550308,,,,,,,0,,,,-734808,-1132865
6596479,'91',2542908308,2,8,66109,,,2011-07-01,,0,0,305416308,,,,,,,0,,,,-734457.62,-1133954.07
6596541,'98',2543037308,2,8,66109,,,2013-12-30,,445054,480805,305563308,,,,,,,0,,,,-734496.97,-1133954.25
6596550,'99',2843263308,2,8,66109,,,2011-07-01,,0,0,350300308,,,,,,,0,,,,-734505.18,-1134066.96
6596622,'4',2551504308,1,3,68667,,,2014-02-10,,507679,520148,307131308,,,,,,,1,1,,2,-743214.06,-1136901.25
6596631,'5',2551506308,1,3,68667,,,2014-02-10,,507679,520148,307123308,,,,,,,1,,,9,-743196.13,-1136937.63
6596711,'13',2551523308,1,3,68667,,,2014-02-10,,507679,520148,307078308,,,,,,,1,,,9,-743036.5,-1137106.25
6596720,'14',2551522308,1,3,68667,,,2014-02-10,,507679,520148,307109308,,,,,,,1,1,,2,-743025.31,-1137108.88
