'Kod','Nazev','Kraj','Vusc','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NutsLau','NespravneUdaje','OznacenoDne','OznacenoInfo'
3308,'Tábor',33,35,,2014-05-07,,596869,579093,'CZ0317',,,
