'Kod','CisloDomovni','CisloOrientacni','CisloOrientacniPismeno','Psc','StavebniObjekt','Ulice','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo','x','y'
'6609724','1',,,'39201','6565450',,,'2013-12-04',,'419439','466615',,,,'-726123.81','-1139384.13'
'6610447','13',,,'39155','6566171',,,'2013-12-04',,'420769','467532',,,,'-727500','-1127752'
'6610803','49',,,'39155','6566537',,,'2013-12-04',,'420769','467532',,,,'-727227.56','-1127768'
'6610846','53',,,'39155','6566570',,,'2013-12-04',,'420769','467532',,,,'-727384.81','-1127852.38'
'6610897','58',,,'39155','6566626',,,'2013-12-04',,'420769','467532',,,,'-727448.24','-1127822.67'
'6610919','60',,,'39155','6566642',,,'2013-12-04',,'420769','467532',,,,'-727133','-1127343'
'6610927','61',,,'39155','6566651',,,'2013-12-04',,'420769','467532',,,,'-727495.12','-1127631.32'
'6611087','7',,,'39155','6566812',,,'2013-12-03',,'417795','465472',,,,'-721763.81','-1118956.38'
'6611150','14',,,'39155','6566880',,,'2013-12-03',,'417795','465472',,,,'-721665.44','-1119069.63'
'6611214','20',,,'39155','6566944',,,'2013-12-03',,'417795','465472',,,,'-721873.25','-1119023.38'
'6611371','40',,,'39155','6567100',,,'2013-12-03',,'417795','465472',,,,'-722025.13','-1118929.25'
'6611460','49',,,'39155','6567193',,,'2013-12-03',,'417795','465472',,,,'-721890.69','-1119129.63'
'6611583','5',,,'39155','6567312',,,'2013-12-03',,'417795','465472',,,,'-721089.31','-1119236.87'
'6611605','7',,,'39155','6567339',,,'2013-12-03',,'417795','465472',,,,'-720921.56','-1119219.63'
'6611672','14',,,'39155','6567401',,,'2013-12-03',,'417795','465472',,,,'-720950.44','-1119271.25'
'6611681','15',,,'39155','6567410',,,'2013-12-03',,'417795','465472',,,,'-720819.88','-1119369'
'6611699','16',,,'39155','6567428',,,'2013-12-03',,'417795','465472',,,,'-721046.75','-1119235.13'
'6611729','19',,,'39155','6567452',,,'2013-12-03',,'417795','465472',,,,'-720909.69','-1119332.38'
'6611796','27',,,'39155','6567525',,,'2013-12-03',,'417795','465472',,,,'-720814.13','-1119206.63'
'6611940','12',,,'39155','6567673',,,'2013-12-03',,'417795','465472',,,,'-722315.56','-1120819.75'
'6612024','21',,,'39155','6567754',,,'2013-12-03',,'417795','465472',,,,'-722339.25','-1120713.38'
'6612113','31',,,'39155','6567843',,,'2013-12-03',,'417795','465472',,,,'-722670.63','-1121035.75'
'6612172','2',,,'39155','6567908',,,'2013-12-03',,'417795','465472',,,,'-719635.58','-1119471.48'
'6612245','12',,,'39155','6567975',,,'2013-12-03',,'417795','465472',,,,'-719534.99','-1119539.48'
'6612351','3',,,'39155','6568084',,,'2013-12-01',,'414539','463782',,,,'-718125','-1115713.25'
'6612440','13',,,'39155','6568173',,,'2013-12-01',,'414539','463782',,,,'-718231.69','-1115747'
'6612547','1',,,'39155','6568271',,,'2013-12-01',,'414539','463782',,,,'-718217.25','-1116475.75'
'6612628','8',,,'39155','6568351',,,'2013-12-01',,'414539','463782',,,,'-719570','-1116022'
'6612733','19',,,'39155','6568467',,,'2013-12-01',,'414539','463782',,,,'-719431.88','-1115671'
'6612750','21',,,'39155','6568483',,,'2013-12-01',,'414539','463782',,,,'-719324.38','-1115465.38'
'6613063','4',,,'39131','6568793',,,'2013-12-07',,'425831','470921',,,,'-740358.03','-1117124.11'
'6613080','6',,,'39131','6568815',,,'2013-12-07',,'425831','470921',,,,'-740424.96','-1117150.51'
'6613098','7',,,'39131','6568823',,,'2013-12-07',,'425831','470921',,,,'-740456.05','-1117127.41'
'6613446','42',,,'39131','6569170',,,'2013-12-07',,'425831','470921',,,,'-740530.25','-1117205.99'
'6613471','45',,,'39131','6569200',,,'2013-12-07',,'425831','470921',,,,'-740409.33','-1117199.64'
'6613705','69',,,'39131','6569439',,,'2013-12-07',,'425831','470921',,,,'-741343.12','-1117076.51'
'6613713','70',,,'39131','6569447',,,'2013-12-07',,'425831','470921',,,,'-740818.01','-1117290.22'
'6614027','101',,,'39131','6569757',,,'2013-12-07',,'425831','470921',,,,'-740816.64','-1117099.13'
'6614141','113',,,'39131','6569871',,,'2013-12-07',,'425831','470921',,,,'-741615.28','-1116361.78'
'6614159','114',,,'39131','6569889',,,'2013-12-07',,'425831','470921',,,,'-740644.34','-1117114.69'
'6614175','116',,,'39131','6569901',,,'2013-12-07',,'425831','470921',,,,'-740275.98','-1117104.43'
'6614183','117',,,'39131','6569919',,,'2013-12-07',,'425831','470921',,,,'-741359.51','-1117320.51'
'6614345','133',,,'39131','6570071',,,'2013-12-07',,'425831','470921',,,,'-740903.64','-1117134.93'
'6614396','138',,,'39131','6570127',,,'2013-12-07',,'425831','470921',,,,'-740095.02','-1117183.54'
'6614485','147',,,'39131','6570216',,,'2013-12-07',,'425831','470921',,,,'-741295.9','-1116895.27'
'6614493','148',,,'39131','6570224',,,'2013-12-07',,'425831','470921',,,,'-741258.13','-1116892.54'
'6614566','155',,,'39131','6570291',,,'2013-12-07',,'425831','470921',,,,'-740408.84','-1117055.58'
'6614582','157',,,'39131','6570313',,,'2013-12-07',,'425831','470921',,,,'-740199.47','-1117102.01'
'6614825','181',,,'39131','6570551',,,'2013-12-07',,'425831','470921',,,,'-740583.52','-1117376.46'
'6615015','200',,,'39131','6570747',,,'2013-12-07',,'425831','470921',,,,'-741487.32','-1116984.44'
'6615040','203',,,'39131','6570771',,,'2013-12-07',,'425831','470921',,,,'-741461.03','-1117035.79'
'6615112','212',,,'39131','6570844',,,'2013-12-07',,'425831','470921',,,,'-741447.23','-1117069.71'
'6615139','214',,,'39131','6570861',,,'2013-12-07',,'425831','470921',,,,'-741482.37','-1117186.4'
'6615317','235',,,'39131','6571042',,,'2013-12-07',,'425831','470921',,,,'-741494.86','-1117064.88'
'6615325','236',,,'39131','6571051',,,'2013-12-07',,'425831','470921',,,,'-741498.43','-1117087.87'
'6615449','206',,,'39131','6571174',,,'2013-12-07',,'425831','470921',,,,'-740370.25','-1119238.42'
'6615481','210',,,'39131','6571212',,,'2013-12-07',,'425831','470921',,,,'-740153.36','-1119474.2'
'6615635','225',,,'39131','6571361',,,'2013-12-07',,'425831','470921',,,,'-740497.39','-1119561.67'
'6615821','244',,,'39131','6571557',,,'2013-12-07',,'425831','470921',,,,'-741021.65','-1119993.83'
'6616097','274',,,'39131','6571824',,,'2013-12-07',,'425831','470921',,,,'-740247.04','-1118871.18'
'6616160','281',,,'39131','6571891',,,'2013-12-07',,'425831','470921',,,,'-741340.26','-1120082.4'
'6616259','299',,,'39131','6571981',,,'2013-12-07',,'425831','470921',,,,'-741242.05','-1116894.84'
'6616313','305',,,'39131','6572049',,,'2013-12-07',,'425831','470921',,,,'-741144.68','-1117224.42'
'6616542','364',,,'39131','6572278',,,'2013-12-07',,'425831','470921',,,,'-739609.22','-1117209.38'
'6616577','367',,,'39131','6572308',,,'2013-12-07',,'425831','470921',,,,'-739670.32','-1117200.46'
'6616593','369',,,'39131','6572324',,,'2013-12-07',,'425831','470921',,,,'-739687.5','-1117174.97'
'6616739','389',,,'39131','6572464',,,'2013-12-07',,'425831','470921',,,,'-741271.15','-1116633.25'
'6616950','413',,,'39131','6572685',,,'2013-12-07',,'425831','470921',,,,'-740153.26','-1118507.72'
'6617182','437',,,'39131','6572910',,,'2013-12-07',,'425831','470921',,,,'-741321.56','-1117194.7'
'6617387','12',,,'39131','6573118',,,'2013-12-01',,'413261','462517',,,,'-742991.88','-1116296.91'
'6617611','35',,,'39131','6573347',,,'2013-12-01',,'413261','462517',,,,'-742960.87','-1116132.58'
'6617786','53',,,'39131','6573517',,,'2013-12-01',,'413261','462517',,,,'-743273.9','-1116515.07'
'6617875','62',,,'39131','6573606',,,'2013-12-01',,'413261','462517',,,,'-743236.66','-1116491.9'
'6617981','3',,,'39175','6573711',,,'2013-12-07',,'425792','470881',,,,'-740569.49','-1120694.88'
'6618006','5',,,'39175','6573738',,,'2013-12-07',,'425792','470881',,,,'-740492.2','-1120590.64'
'6618065','11',,,'39175','6573797',,,'2013-12-07',,'425792','470881',,,,'-740455.87','-1120591.92'
'6618081','13',,,'39175','6573819',,,'2013-12-07',,'425792','470881',,,,'-740433.24','-1120621.12'
'6618090','14',,,'39175','6573827',,,'2013-12-07',,'425792','470881',,,,'-740387.18','-1120622.69'
'6618260','31',,,'39175','6573991',,,'2013-12-07',,'425792','470881',,,,'-740486.91','-1120990.64'
'6618456','1',,,'39143','6574181',,,'2013-12-04',,'420668','467432',,,,'-725797.63','-1116226.63'
'6618502','6',,,'39143','6574238',,,'2013-12-04',,'420668','467432',,,,'-725733.38','-1116393.38'
'6618731','30',,,'39143','6574467',,,'2013-12-04',,'420668','467432',,,,'-725964.56','-1116446.88'
'6618774','34',,,'39143','6574505',,,'2013-12-04',,'420668','467432',,,,'-726726.06','-1116832.38'
'6618839','40',,,'39143','6574564',,,'2013-12-04',,'420668','467432',,,,'-725901.5','-1116330.25'
'6618979','9',,,'39201','6574700',,,'2013-12-04',,'419283','466526',,,,'-724396','-1133127.88'
'6619061','19',,,'39201','6574793',,,'2013-12-04',,'419283','466526',,,,'-724212.31','-1133190.88'
'6619070','20',,,'39201','6574807',,,'2013-12-04',,'419283','466526',,,,'-724200','-1133205'
'6619126','25',,,'39201','6574858',,,'2013-12-04',,'419283','466526',,,,'-724025.38','-1133290.38'
'6619169','29',,,'39201','6574891',,,'2013-12-04',,'419283','466526',,,,'-724213.31','-1133143'
'6619193','32',,,'39201','6574921',,,'2013-12-04',,'419283','466526',,,,'-724226.5','-1133100'
'6619258','38',,,'39201','6574980',,,'2013-12-04',,'419283','466526',,,,'-724224.31','-1133018.5'
'6619614','10',,,'39165','6575340',,,'2013-12-01',,'413956','463200',,,,'-746332.13','-1136442.13'
'6619711','20',,,'39165','6575447',,,'2013-12-01',,'413956','463200',,,,'-746344.31','-1136278.75'
'6619789','27',,,'39165','6575510',,,'2013-12-01',,'413956','463200',,,,'-744575.69','-1138744.25'
'6619908','39',,,'39165','6575633',,,'2013-12-01',,'413956','463200',,,,'-746424.88','-1136211.13'
'6619991','9',,,'39165','6575722',,,'2013-12-02',,'414865','464064',,,,'-750494.5','-1133785.38'
'6620043','14',,,'39165','6575773',,,'2013-12-02',,'414865','464064',,,,'-750532.75','-1133992.75'
'6620141','24',,,'39165','6575871',,,'2013-12-02',,'414865','464064',,,,'-750231.81','-1134037.88'
'6620191','29',,,'39165','6575927',,,'2013-12-02',,'414865','464064',,,,'-750548.44','-1134093.63'
'6620272','37',,,'39165','6576001',,,'2013-12-02',,'414865','464064',,,,'-750460.13','-1133629'
'6620311','41',,,'39165','6576044',,,'2013-12-02',,'414865','464064',,,,'-751539.63','-1131937.63'
'6620337','43',,,'39165','6576061',,,'2013-12-02',,'414865','464064',,,,'-750285.38','-1134070.25'
'6620485','58',,,'39165','6576214',,,'2013-12-02',,'414865','464064',,,,'-750420.5','-1133600.13'
'6620710','7',,,'39181','6576443',,,'2013-12-06',,'424145','469849',,,,'-738707.09','-1147187.33'
'6620736','9',,,'39181','6576460',,,'2013-12-06',,'424145','469849',,,,'-738723.01','-1147346.96'
'6620809','16',,,'39181','6576532',,,'2013-12-06',,'424145','469849',,,,'-738772.55','-1147345.07'
'6620833','19',,,'39181','6576567',,,'2013-12-06',,'424145','469849',,,,'-738823.52','-1147329.61'
'6621325','68',,,'39181','6577059',,,'2013-12-06',,'424145','469849',,,,'-739042.67','-1147164'
'6621368','72',,,'39181','6577091',,,'2013-12-06',,'424145','469849',,,,'-738488.48','-1146950.33'
'6621490','85',,,'39181','6577229',,,'2013-12-06',,'424145','469849',,,,'-738637.92','-1147056.33'
'6621571','6',,,'39143','6577300',,,'2013-12-05',,'422268','468551',,,,'-732319.62','-1107349.99'
'6621643','13',,,'39143','6577377',,,'2013-12-05',,'422268','468551',,,,'-732457.09','-1107432.49'
'6621741','24',,,'39143','6577474',,,'2013-12-05',,'422268','468551',,,,'-732358.89','-1107363.04'
'6621821','32',,,'39143','6577555',,,'2013-12-05',,'422268','468551',,,,'-732245.23','-1107400.04'
'6621848','34',,,'39143','6577571',,,'2013-12-05',,'422268','468551',,,,'-732276.53','-1107379.65'
'6621864','2',,,'39155','6577598',,,'2013-12-03',,'418107','465788',,,,'-722797.63','-1124069.25'
'6621953','11',,,'39155','6577687',,,'2013-12-03',,'418107','465788',,,,'-722911.25','-1124223.5'
'6621961','13',,,'39155','6577695',,,'2013-12-03',,'418107','465788',,,,'-722803.44','-1124235.13'
'6622003','18',,,'39155','6577733',,,'2013-12-03',,'418107','465788',,,,'-722804.94','-1124205.5'
'6622364','29',,,'39155','6578098',,,'2013-12-03',,'418107','465788',,,,'-721405.69','-1124438.13'
'6622372','30',,,'39155','6578101',,,'2013-12-03',,'418107','465788',,,,'-721652','-1124813.88'
'6622461','39',,,'39155','6578195',,,'2013-12-03',,'418107','465788',,,,'-721060.44','-1125177.25'
'6622470','41',,,'39155','6578209',,,'2013-12-03',,'418107','465788',,,,'-721384.94','-1124429'
'6622631','58',,,'39155','6578365',,,'2013-12-03',,'418107','465788',,,,'-721260','-1124485'
'6622674','1',,,'39155','6578403',,,'2013-12-03',,'418107','465788',,,,'-722390.75','-1123217.5'
'6622721','6',,,'39155','6578454',,,'2013-12-03',,'418107','465788',,,,'-722532.88','-1123048.38'
'6622771','11',,,'39155','6578501',,,'2013-12-03',,'418107','465788',,,,'-722503.94','-1123229.63'
'6622780','13',,,'39155','6578519',,,'2013-12-03',,'418107','465788',,,,'-722590.06','-1123150.63'
'6622801','15',,,'39155','6578535',,,'2013-12-03',,'418107','465788',,,,'-722520.06','-1123195'
'6622828','17',,,'39155','6578551',,,'2013-12-03',,'418107','465788',,,,'-722502.06','-1123219'
'6622925','28',,,'39155','6578659',,,'2013-12-03',,'418107','465788',,,,'-722606.19','-1123150.63'
'6622968','32',,,'39155','6578691',,,'2013-12-03',,'418107','465788',,,,'-722950.5','-1123941.75'
'6623140','18',,,'39201','6578870',,,'2013-12-05',,'421651','468198',,,,'-729592.5','-1139554'
'6623336','15',,,'39155','6579060',,,'2013-12-03',,'417795','465472',,,,'-723015.81','-1117705.5'
'6623361','18',,,'39155','6579094',,,'2013-12-03',,'417795','465472',,,,'-723119.63','-1117363.38'
'6623395','21',,,'39155','6579124',,,'2013-12-03',,'417795','465472',,,,'-723025.19','-1117568.88'
'6623425','25',,,'39155','6579159',,,'2013-12-03',,'417795','465472',,,,'-723221.38','-1117614.75'
'6623468','29',,,'39155','6579191',,,'2013-12-03',,'417795','465472',,,,'-722997.75','-1117535.38'
'6623549','37',,,'39155','6579272',,,'2013-12-03',,'417795','465472',,,,'-723266.5','-1117619.13'
'6624146','14',,,'39201','6579876',,,'2013-12-03',,'417903','465581',,,,'-722307.25','-1136721.63'
'6624197','19',,,'39201','6579922',,,'2013-12-03',,'417903','465581',,,,'-722237.38','-1136829.13'
'6624367','36',,,'39201','6580092',,,'2013-12-03',,'417903','465581',,,,'-722311','-1136655'
'6624405','40',,,'39201','6580131',,,'2013-12-03',,'417903','465581',,,,'-722436.19','-1136951.63'
'6624421','42',,,'39201','6580157',,,'2013-12-03',,'417903','465581',,,,'-722426.13','-1136922.63'
'6624499','49',,,'39201','6580220',,,'2013-12-03',,'417903','465581',,,,'-722374','-1136939.63'
'6624626','2',,,'39137','6580351','571989',,'2013-12-05',,'423140','469087',,,,'-734050.62','-1113120.42'
'6624685','8',,,'39137','6580416','571636',,'2013-12-05',,'423140','469087',,,,'-733962.2','-1113386.52'
'6624723','12',,,'39137','6580459','571636',,'2013-12-05',,'423140','469087',,,,'-733887.21','-1113284.75'
'6625011','42',,,'39137','6580742','571989',,'2013-12-05',,'423140','469087',,,,'-734281.68','-1113132.61'
'6625134','54',,,'39137','6580866','572021',,'2013-12-05',,'423140','469087',,,,'-734177.31','-1112927.05'
'6625231','64',,,'39137','6580963','571938',,'2013-12-05',,'423140','469087',,,,'-734374.27','-1112745.72'
'6625681','109',,,'39137','6581412','571806',,'2013-12-05',,'423140','469087',,,,'-734306.37','-1113038.66'
'6625711','112',,,'39137','6581447','571725',,'2013-12-05',,'423140','469087',,,,'-734459.4','-1112722.33'
'6625843','126',,,'39137','6581579','571849',,'2013-12-05',,'423140','469087',,,,'-734166.34','-1113288.1'
'6625886','130',,,'39137','6581617','572021',,'2013-12-05',,'423140','469087',,,,'-734172.99','-1113021.97'
'6626025','144',,,'39137','6581757','571725',,'2013-12-05',,'423140','469087',,,,'-734436.43','-1112790.18'
'6626106','153',,,'39137','6581838','571636',,'2013-12-05',,'423140','469087',,,,'-733915.84','-1113405.13'
'6626181','15',,,'39137','6581919','571806',,'2013-12-05',,'423140','469087',,,,'-734238.91','-1113075.17'
'6626203','17',,,'39137','6581935','571695',,'2013-12-05',,'423140','469087',,,,'-734272.7','-1112980.85'
'6626319','68',,,'39137','6582044','571725',,'2013-12-05',,'423140','469087',,,,'-734499.3','-1112718.62'
'6626335','1',,,'39137','6582061','571750',,'2011-07-01',,'0','0',,,,,
'6626394','8',,,'39137','6582125','571911',,'2013-12-05',,'423140','469087',,,,'-733690.17','-1112637.6'
'6626483','20',,,'39137','6582214','572004',,'2013-12-05',,'423140','469087',,,,'-733396.71','-1112750.76'
'6626556','29',,,'39137','6582281','571911',,'2013-12-05',,'423140','469087',,,,'-733515.59','-1112644.4'
'6626564','30',,,'39137','6582290','571946',,'2013-12-05',,'423140','469087',,,,'-733591.1','-1112618.12'
'6626751','50',,,'39137','6582486','571946',,'2013-12-05',,'423140','469087',,,,'-733605.32','-1112635.67'
'6626858','64',,,'39137','6582583','572047',,'2013-12-05',,'423140','469087',,,,'-733548.04','-1112559.74'
'6626921','71',,,'39137','6582656','571962',,'2013-12-05',,'423140','469087',,,,'-733550.08','-1112780.41'
'6626980','77',,,'39137','6582711','571733',,'2013-12-05',,'423140','469087',,,,'-733822.85','-1112933.43'
'6627510','130',,,'39137','6583245','571679',,'2013-12-05',,'423140','469087',,,,'-734339.13','-1112686.72'
'6627617','140',,,'39137','6583342','571792',,'2013-12-05',,'423140','469087',,,,'-733364.62','-1113126.65'
'6627714','152',,,'39137','6583440','571776',,'2013-12-05',,'423140','469087',,,,'-734113.59','-1112600.62'
'6627803','161',,,'39137','6583539','571997',,'2013-12-05',,'423140','469087',,,,'-733769.16','-1113069.44'
'6627846','165',,,'39137','6583571','571997',,'2013-12-05',,'423140','469087',,,,'-733800.15','-1113051.15'
'6627927','173',,,'39137','6583652','572039',,'2013-12-05',,'423140','469087',,,,'-733443.57','-1113071.6'
'6627951','176',,,'39137','6583687','572039',,'2013-12-05',,'423140','469087',,,,'-733381.85','-1112998.7'
'6627960','177',,,'39137','6583695','572039',,'2013-12-05',,'423140','469087',,,,'-733383.03','-1113007.57'
'6627978','178',,,'39137','6583709','572039',,'2013-12-05',,'423140','469087',,,,'-733383.81','-1113016.21'
'6628125','193',,,'39137','6583857','571784',,'2013-12-05',,'423140','469087',,,,'-734075.94','-1112780.41'
'6628192','200',,,'39137','6583920','571911',,'2013-12-05',,'423140','469087',,,,'-733726.72','-1112749.32'
'6628249','205',,,'39137','6583971','571962',,'2013-12-05',,'423140','469087',,,,'-733594.21','-1112738.72'
'6628338','216',,,'39137','6584063','571717',,'2013-12-05',,'423140','469087',,,,'-734296.75','-1112601.47'
'6628591','246',,,'39137','6584322','571687',,'2013-12-05',,'423140','469087',,,,'-733312.86','-1113134.03'
'6628621','249',,,'39137','6584357','571661',,'2013-12-05',,'423140','469087',,,,'-733683.9','-1112854.67'
'6628630','252',,,'39137','6584365','572047',,'2013-12-05',,'423140','469087',,,,'-733699.42','-1112510.28'
'6628915','48',,,'39137','6584641','571776',,'2011-07-01',,'0','0',,,,,
'6628974','4',,,'39137','6584705',,,'2013-12-05',,'423140','469087',,,,'-736105.56','-1113159.63'
'6629032','10',,,'39137','6584764',,,'2013-12-05',,'423140','469087',,,,'-735891.88','-1113116'
'6629091','16',,,'39137','6584829',,,'2013-12-05',,'423140','469087',,,,'-736156.5','-1113283.25'
'6629458','31',,,'39137','6585183',,,'2013-12-05',,'423140','469087',,,,'-735411.98','-1111793.1'
'6629504','37',,,'39137','6585230',,,'2013-12-05',,'423140','469087',,,,'-735221.57','-1111974.06'
'6629784','6',,,'39137','6585515',,,'2013-12-05',,'423140','469087',,,,'-735011.56','-1112228.25'
'6629873','5',,,'39137','6585604',,,'2013-12-05',,'423140','469087',,,,'-733355.19','-1110898.38'
'6629946','14',,,'39137','6585671',,,'2013-12-05',,'423140','469087',,,,'-732984.75','-1110938.5'
'6629962','16',,,'39137','6585698',,,'2013-12-05',,'423140','469087',,,,'-733166.75','-1110959.13'
'6630006','20',,,'39137','6585736',,,'2013-12-05',,'423140','469087',,,,'-733250.88','-1111060.13'
'6630120','36',,,'39137','6585850',,,'2013-12-05',,'423140','469087',,,,'-733074.81','-1111091.13'
'6630162','42',,,'39137','6585892',,,'2013-12-05',,'423140','469087',,,,'-733323.63','-1111157.75'
'6630588','17',,,'39118','6586317',,,'2013-12-04',,'419030','466256',,,,'-724080.63','-1130076.63'
'6630669','25',,,'39118','6586392',,,'2013-12-04',,'419030','466256',,,,'-724210.56','-1130275.63'
'6630693','28',,,'39118','6586422',,,'2013-12-04',,'419030','466256',,,,'-724186.44','-1130377.5'
'6630715','30',,,'39118','6586449',,,'2013-12-04',,'419030','466256',,,,'-724167.75','-1130508.63'
