'Kod','CisloDomovni','CisloOrientacni','CisloOrientacniPismeno','Psc','StavebniObjekt','Ulice','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo','x','y'
'17375941','639',,,'39165','17254531','571393',,'2013-12-03',,'417434','465115',,,,'-750510.23','-1130277.97'
'17376068','651',,,'39165','17254639','571393',,'2014-03-31',,'570156','566015',,,,'-750480.66','-1130355.72'
'17376271','672',,,'39165','17254868','571393',,'2014-04-01',,'570833','566505',,,,'-750388.91','-1130317.05'
'17376408','685',,,'39165','17254990','571393',,'2014-04-01',,'571376','566665',,,,'-750443.57','-1130158.3'
'17376491','694',,,'39165','17255091','571393',,'2014-04-01',,'571511','566757',,,,'-750434.78','-1130060.33'
'17376688','713',,,'39165','17255279','571369',,'2013-12-03',,'417434','465115',,,,'-748799.25','-1129605.38'
'17376785','723',,,'39165','17255376','571466',,'2013-12-03',,'417434','465115',,,,'-751393.63','-1130201.88'
'17376874','732',,,'39165','17255465','571504',,'2013-12-03',,'417434','465115',,,,'-750942.85','-1129948.14'
'17376921','737',,,'39165','17255511','571504',,'2013-12-03',,'417434','465115',,,,'-750882.34','-1129940.21'
'17376971','742',,,'39165','17255562','571504',,'2013-12-03',,'417434','465115',,,,'-750908.68','-1129908.28'
'17377048','749',,,'39165','17255635','571504',,'2013-12-03',,'417434','465115',,,,'-750803','-1129904.92'
'17377056','750',,,'39165','17255643','571504',,'2013-12-03',,'417434','465115',,,,'-750826.93','-1129895.46'
'17377439','788',,,'39165','17256020','571504',,'2013-12-03',,'417434','465115',,,,'-751101.65','-1129853.7'
'17377480','793',,,'39165','17256071','571504',,'2013-12-03',,'417434','465115',,,,'-751139.1','-1129837.94'
'17377498','794',,,'39165','17256089','571504',,'2013-12-03',,'417434','465115',,,,'-751146.89','-1129834.97'
'17377510','796',,,'39165','17256101','571504',,'2013-12-03',,'417434','465115',,,,'-751163.63','-1129812.84'
'17377536','798',,,'39165','17256127','571504',,'2013-12-03',,'417434','465115',,,,'-751157.11','-1129795.82'
'17377579','802',,,'39165','17256160','571504',,'2013-12-03',,'417434','465115',,,,'-751141.4','-1129756.68'
'17377633','808',,,'39165','17256224','571512',,'2013-12-03',,'417434','465115',,,,'-751572.45','-1130397.1'
'17377641','809',,,'39165','17256232','571512',,'2013-12-03',,'417434','465115',,,,'-751580.45','-1130379.26'
'17377731','818',,,'39165','17256321','571512',,'2013-12-03',,'417434','465115',,,,'-751434.15','-1130337.71'
'17377757','820',,,'39165','17256356','571512',,'2013-12-03',,'417434','465115',,,,'-751432','-1130372.63'
'17377803','825',,,'39165','17256381','571393',,'2013-12-03',,'417434','465115',,,,'-750471.13','-1130440'
'17377943','839',,,'39165','17256534','571504',,'2013-12-03',,'417434','465115',,,,'-751052.51','-1129791.07'
'17378001','845',,,'39165','17256593','571504',,'2013-12-03',,'417434','465115',,,,'-750995.93','-1129814.74'
'17378036','848',,,'39165','17256623','571504',,'2013-12-03',,'417434','465115',,,,'-750900.6','-1129829.89'
'17378133','858',,,'39165','17256721','571393',,'2013-12-03',,'417434','465115',,,,'-750328.77','-1129910.3'
'17378150','860',,,'39165','17256747','571504',,'2013-12-03',,'417434','465115',,,,'-750767.93','-1129844.45'
'17378176','862',,,'39165','17256763','571504',,'2013-12-03',,'417434','465115',,,,'-750798.28','-1129837.87'
'17378273','872',,,'39165','17256861','571504',,'2013-12-03',,'417434','465115',,,,'-750987.74','-1129772.36'
'17378583','903',,,'39165','17257174','571261',,'2013-12-03',,'417434','465115',,,,'-751070.42','-1129603.25'
'17378656','910',,,'39165','17257247','571466',,'2013-12-03',,'417434','465115',,,,'-751144.4','-1130093.89'
'17378788','923',,,'39165','17257379','571407',,'2013-12-03',,'417434','465115',,,,'-751758.02','-1129975.16'
'17378851','934',,,'39165','17257441','571407',,'2013-12-03',,'417434','465115',,,,'-751727.92','-1130033.74'
'17379300','35',,,'39165','17257883','571369',,'2013-12-03',,'417434','465115',,,,'-749518.13','-1129518.5'
'17379873','92',,,'39165','17258448','571369',,'2013-12-03',,'417434','465115',,,,'-749600.56','-1129625.25'
'17379890','94',,,'39165','17258464','571369',,'2013-12-03',,'417434','465115',,,,'-749545.31','-1129675.67'
'17380286','162',,,'39165','17258855',,,'2013-12-03',,'417434','465115',,,,'-750412.17','-1129967.58'
'17380324','166',,,'39165','17258898',,,'2013-12-03',,'417434','465115',,,,'-750406.89','-1129978.59'
'17380367','170',,,'39165','17258936',,,'2013-12-03',,'417434','465115',,,,'-750401.68','-1129989.58'
'17380588','192',,,'39165','17259151',,,'2013-12-03',,'417434','465115',,,,'-750352.33','-1130130.57'
'17380707','204',,,'39165','17259274',,,'2013-12-03',,'417434','465115',,,,'-750310.3','-1130242.1'
'17380774','211',,,'39165','17259347',,,'2013-12-03',,'417434','465115',,,,'-750304.62','-1130265.42'
'17381037','237',,,'39165','17259606',,,'2013-12-03',,'417434','465115',,,,'-750350.57','-1130095.98'
'17381053','239',,,'39165','17259622',,,'2013-12-03',,'417434','465115',,,,'-750346.56','-1130100.79'
'17381142','249',,,'39165','17259711',,,'2013-12-03',,'417434','465115',,,,'-750336.22','-1130132.56'
'17381185','253',,,'39165','17259754',,,'2013-12-03',,'417434','465115',,,,'-750330.97','-1130143.28'
'17381452','280',,,'39165','17260027',,,'2014-06-09',,'618369','588720',,,,'-751867.83','-1130230.83'
'17381495','286',,,'39165','17260060',,,'2014-06-09',,'618369','588720',,,,'-751868.6','-1130219.34'
'17381533','290',,,'39165','17260108',,,'2014-06-09',,'618369','588720',,,,'-751875.39','-1130209.91'
'17381606','297',,,'39165','17260175',,,'2014-06-09',,'618369','588720',,,,'-751878.99','-1130199.49'
'17381622','299',,,'39165','17260191',,,'2014-06-09',,'618369','588720',,,,'-751885.42','-1130190.35'
'17381673','304',,,'39165','17260248',,,'2014-06-09',,'618369','588720',,,,'-751878.15','-1130175.42'
'17381941','335',,,'39165','17260515',,,'2014-06-09',,'618369','588720',,,,'-751903.1','-1130114.69'
'17381975','340',,,'39165','17260540',,,'2014-06-09',,'618369','588720',,,,'-751923.64','-1130121.85'
'17382076','352',,,'39165','17260647',,,'2014-06-09',,'618369','588720',,,,'-751921.82','-1130144.75'
'17382122','357',,,'39165','17260698',,,'2014-06-09',,'618369','588720',,,,'-751912.5','-1130152.91'
'17382220','369',,,'39165','17260795',,,'2014-06-09',,'618369','588720',,,,'-751898.24','-1130183.25'
'17382238','370',,,'39165','17260809',,,'2014-06-09',,'618369','588720',,,,'-751901.13','-1130184.3'
'17382301','377',,,'39165','17260876',,,'2014-06-09',,'618369','588720',,,,'-751897.24','-1130194.46'
'17382408','388',,,'39165','17260973',,,'2014-06-09',,'618369','588720',,,,'-751887.14','-1130214.12'
'17382670','1',,,'39133','17261244',,,'2013-12-06',,'425090','470364',,,,'-738933.67','-1109188.59'
'17382785','5',,,'39111','17261350','573396',,'2013-12-05',,'423178','469125',,,,'-733684.95','-1126598.46'
'17382874','15',,,'39111','17261449','573396',,'2013-12-05',,'423178','469125',,,,'-733756.87','-1126405.13'
'17382955','24',,,'39111','17261520','573396',,'2013-12-05',,'423178','469125',,,,'-733821.87','-1126333.32'
'17382971','26',,,'39111','17261546','573396',,'2013-12-05',,'423178','469125',,,,'-733804.69','-1126383.73'
'17383064','35',,,'39111','17261635','573396',,'2013-12-05',,'423178','469125',,,,'-733697.72','-1126661.71'
'17383072','36',,,'39111','17261643','573396',,'2013-12-05',,'423178','469125',,,,'-733697.59','-1126680.18'
'17383196','51',,,'39111','17261767','573701',,'2013-12-05',,'423178','469125',,,,'-733538.03','-1127099.12'
'17383340','67',,,'39111','17261911','573574',,'2011-07-01',,'0','0',,,,,
'17383471','80',,,'39111','17262046','573396',,'2013-12-05',,'423178','469125',,,,'-733775.45','-1126080.44'
'17383714','109',,,'39111','17262283','573701',,'2013-12-05',,'423178','469125',,,,'-733532.13','-1126972.94'
'17383854','123',,,'39111','17262429','573396',,'2011-07-01',,'0','0',,,,,
'17383889','126',,,'39111','17262453','573418',,'2013-12-05',,'423178','469125',,,,'-733679.16','-1126507.31'
'17383978','135',,,'39111','17262542','573418',,'2013-12-05',,'423178','469125',,,,'-733621.69','-1126399.22'
'17384052','143',,,'39111','17262623','573639',,'2013-12-05',,'423178','469125',,,,'-733297.69','-1127084.42'
'17384176','155',,,'39111','17262747','573396',,'2013-12-05',,'423178','469125',,,,'-733779.52','-1125959.05'
'17384249','162',,,'39111','17262810','573396',,'2013-12-05',,'423178','469125',,,,'-733743.91','-1125928.3'
'17384257','163',,,'39111','17262828','573485',,'2013-12-05',,'423178','469125',,,,'-733542.69','-1126652.63'
'17384303','168',,,'39111','17262879','573396',,'2013-12-05',,'423178','469125',,,,'-733490.35','-1127060.45'
'17384516','189',,,'39111','17263085','573591',,'2013-12-05',,'423178','469125',,,,'-733231.15','-1127365.91'
'17384664','204',,,'39111','17263239','573574',,'2013-12-05',,'423178','469125',,,,'-733074.21','-1127415.66'
'17384745','212',,,'39111','17263310','573353',,'2013-12-05',,'423178','469125',,,,'-733083.75','-1127403.2'
'17384796','217',,,'39111','17263361','573680',,'2013-12-05',,'423178','469125',,,,'-734042.38','-1126621.21'
'17384851','223',,,'39111','17263425','573710',,'2013-12-05',,'423178','469125',,,,'-734243.19','-1126464.12'
'17384974','235',,,'39111','17263549','573485',,'2013-12-05',,'423178','469125',,,,'-733466.29','-1126595.46'
'17384982','236',,,'39111','17263557','573396',,'2013-12-05',,'423178','469125',,,,'-733788.29','-1126128.54'
'17385041','242',,,'39111','17263611','573698',,'2013-12-05',,'423178','469125',,,,'-734149.15','-1126486.27'
'17385130','251',,,'39111','17263701','573574',,'2013-12-05',,'423178','469125',,,,'-733236.48','-1127229.15'
'17385156','253',,,'39111','17263727','573485',,'2013-12-05',,'423178','469125',,,,'-733424.45','-1126645.64'
'17385245','263',,,'39111','17263816','573353',,'2013-12-05',,'423178','469125',,,,'-732957.83','-1127345.1'
'17385261','265',,,'39111','17263832','573663',,'2013-12-05',,'423178','469125',,,,'-733766.42','-1125358.84'
'17385491','290',,,'39111','17264065','573396',,'2013-12-05',,'423178','469125',,,,'-733335.7','-1127696.65'
'17385504','291',,,'39111','17264073','573701',,'2013-12-05',,'423178','469125',,,,'-733598.76','-1127033.52'
'17385598','300',,,'39111','17264162','573663',,'2011-07-01',,'0','0',,,,,
'17385644','305',,,'39111','17264219','573396',,'2013-12-05',,'423178','469125',,,,'-733871.68','-1126006.96'
'17385652','306',,,'39111','17264227','573400',,'2013-12-05',,'423178','469125',,,,'-733360.76','-1126228.93'
'17385695','310',,,'39111','17264260','573663',,'2011-07-01',,'0','0',,,,,
'17385750','316',,,'39111','17264324','573558',,'2013-12-05',,'423178','469125',,,,'-734110.17','-1126358.81'
'17385806','321',,,'39111','17264375','573639',,'2013-12-05',,'423178','469125',,,,'-733276.34','-1127107.58'
'17385814','323',,,'39111','17264383','573558',,'2011-07-01',,'0','0',,,,,
'17385849','326',,,'39111','17264413','573531',,'2013-12-05',,'423178','469125',,,,'-733537.29','-1126457.49'
'17385881','331',,,'39111','17264456','573531',,'2013-12-05',,'423178','469125',,,,'-733626.03','-1126487.53'
'17385911','335',,,'39111','17264481','573698',,'2013-12-05',,'423178','469125',,,,'-734099.79','-1126565.09'
'17385997','343',,,'39111','17264561','573388',,'2013-12-05',,'423178','469125',,,,'-732326.37','-1125654.21'
'17386021','346',,,'39111','17264596','573388',,'2013-12-05',,'423178','469125',,,,'-732308.76','-1125718.56'
'17386098','353',,,'39111','17264669','573663',,'2011-07-01',,'0','0',,,,,
'17386101','354',,,'39111','17264677','573663',,'2013-12-05',,'423178','469125',,,,'-733799.26','-1125327.5'
'17386331','377',,,'39111','17264901','573396',,'2013-12-05',,'423178','469125',,,,'-733714.85','-1125959.75'
'17386501','394',,,'39102','17265070','573744',,'2011-07-01',,'0','0',,,,,
'17386560','400',,,'39111','17265134','573523',,'2013-12-05',,'423178','469125',,,,'-733395.74','-1124633.76'
'17386683','412',,,'39111','17265258','573710',,'2013-12-05',,'423178','469125',,,,'-733937.49','-1126480.52'
'17386853','429',,,'39102','17265428','573744',,'2011-07-01',,'0','0',,,,,
'17386888','432',,,'39111','17265452','573663',,'2011-07-01',,'0','0',,,,,
'17386926','436',,,'39111','17265495','573663',,'2011-07-01',,'0','0',,,,,
'17386977','441',,,'39111','17265541','573515',,'2013-12-05',,'423178','469125',,,,'-733108.17','-1127730.42'
'17386985','442',,,'39111','17265550','573531',,'2013-12-05',,'423178','469125',,,,'-733564.32','-1126616.87'
'17387001','444',,,'39111','17265576','573396',,'2013-12-05',,'423178','469125',,,,'-733831.01','-1126307.67'
'17387051','449',,,'39111','17265622','573604',,'2013-12-05',,'423178','469125',,,,'-733077.43','-1127681.36'
'17387094','453',,,'39111','17265665','573663',,'2011-07-01',,'0','0',,,,,
'17387426','486',,,'39111','17265991','573531',,'2013-12-05',,'423178','469125',,,,'-733539.13','-1126471.85'
'17387621','507',,,'39111','17266190','573531',,'2013-12-05',,'423178','469125',,,,'-733536.73','-1126556.87'
'17387752','523',,,'39111','17266327','573396',,'2013-12-05',,'423178','469125',,,,'-733885.09','-1126139.15'
'17387779','525',,,'39111','17266343','573396',,'2013-12-05',,'423178','469125',,,,'-733838.7','-1126120.87'
'17387825','530',,,'39111','17266394','573396',,'2013-12-05',,'423178','469125',,,,'-733869.43','-1126082.07'
'17387931','541',,,'39111','17266505','573531',,'2013-12-05',,'423178','469125',,,,'-733547.68','-1126532.43'
'17388091','557',,,'39111','17266661','573639',,'2013-12-05',,'423178','469125',,,,'-733297.03','-1126979.19'
'17388139','561',,,'39111','17266700','573396',,'2013-12-05',,'423178','469125',,,,'-733493.85','-1126693.26'
'17388171','565',,,'39111','17266742','573396',,'2013-12-05',,'423178','469125',,,,'-733539.11','-1126688.19'
'17388236','571',,,'39111','17266807','573680',,'2013-12-05',,'423178','469125',,,,'-734071.69','-1126652.14'
'17388309','578',,,'39111','17266874','573523',,'2011-07-01',,'0','0',,,,,
'17388422','590',,,'39111','17266998','573493',,'2013-12-05',,'423178','469125',,,,'-733222.39','-1127550.48'
'17388538','601',,,'39111','17267102','573515',,'2013-12-05',,'423178','469125',,,,'-733198.72','-1127758.73'
'17388660','613',,,'39102','17267226','573744',,'2011-07-01',,'0','0',,,,,
'17388708','617',,,'39111','17267269','573698',,'2011-07-01',,'0','0',,,,,
'17388791','626',,,'39111','17267358','573451',,'2013-12-05',,'423178','469125',,,,'-732987.12','-1127463.61'
'17388830','630',,,'39111','17267391','573451',,'2013-12-05',,'423178','469125',,,,'-732955.88','-1127456.31'
'17388864','633',,,'39111','17267421','573451',,'2013-12-05',,'423178','469125',,,,'-732920.96','-1127455.81'
'17388881','635',,,'39111','17267447','573451',,'2013-12-05',,'423178','469125',,,,'-732904.8','-1127453.04'
'17389160','663',,,'39111','17267722','573477',,'2013-12-05',,'423178','469125',,,,'-733130.5','-1128209.75'
'17389313','678',,,'39111','17267871','573728',,'2013-12-05',,'423178','469125',,,,'-733355.59','-1126115.22'
'17389437','690',,,'39111','17267994','573728',,'2013-12-05',,'423178','469125',,,,'-733246.34','-1126098.41'
'70516286','2278',,,'39101','40916766','574422',,'2013-12-18',,'437358','474890',,,,'-733955.12','-1123556.74'
'17390010','17',,,'39111','17268567','573477',,'2013-12-05',,'423178','469125',,,,'-733084.3','-1128468.79'
'17390044','21',,,'39111','17268591','573477',,'2013-12-05',,'423178','469125',,,,'-733080.29','-1128415.88'
'17390052','22',,,'39111','17268605','573434',,'2013-12-05',,'423178','469125',,,,'-732904.87','-1127512.9'
'17390460','63',,,'39111','17269016','573434',,'2013-12-05',,'423178','469125',,,,'-732888.3','-1127537.62'
'17390559','72',,,'39111','17269105','573442',,'2011-07-01',,'0','0',,,,,
'17390567','73',,,'39111','17269113','573442',,'2011-07-01',,'0','0',,,,,
'17390702','88',,,'39111','17269253','573469',,'2013-12-05',,'423178','469125',,,,'-732163.58','-1128649.51'
'17390851','103',,,'39111','17269407','573370',,'2013-12-05',,'423178','469125',,,,'-732940.07','-1127863.08'
'17390923','110',,,'39111','17269474','573442',,'2011-07-01',,'0','0',,,,,
'17390991','117',,,'39111','17269547','573442',,'2011-07-01',,'0','0',,,,,
'17391041','122',,,'39111','17269598','573442',,'2011-07-01',,'0','0',,,,,
'17391059','123',,,'39111','17269601','573566',,'2013-12-05',,'423178','469125',,,,'-732962.48','-1127870.64'
'17391237','141',,,'39111','17269784','573370',,'2013-12-05',,'423178','469125',,,,'-732936.22','-1127969.77'
'17391539','171',,,'39111','17270081','573442',,'2011-07-01',,'0','0',,,,,
'17391555','173',,,'39111','17270103','573361',,'2013-12-05',,'423178','469125',,,,'-732890.09','-1127576.65'
'17391652','183',,,'39111','17270201','573442',,'2011-07-01',,'0','0',,,,,
'17391784','196',,,'39111','17270332','573515',,'2013-12-05',,'423178','469125',,,,'-732959.45','-1127665.98'
'17391806','198',,,'39111','17270359','573370',,'2013-12-05',,'423178','469125',,,,'-732839.18','-1127825.9'
'17391911','210',,,'39111','17270464','573493',,'2013-12-05',,'423178','469125',,,,'-733104.15','-1127888.13'
'17392225','242',,,'39111','17270766','573370',,'2013-12-05',,'423178','469125',,,,'-732871.31','-1127876.75'
'17392403','260',,,'39111','17270944','573361',,'2013-12-05',,'423178','469125',,,,'-732862.14','-1127555.27'
'17392411','261',,,'39111','17270952','573515',,'2013-12-05',,'423178','469125',,,,'-733086','-1127778'
'17392489','268',,,'39111','17271029','573515',,'2013-12-05',,'423178','469125',,,,'-733034.89','-1127687.06'
'17392527','272',,,'39111','17271061','573442',,'2013-12-05',,'423178','469125',,,,'-733488.59','-1128584.33'
'17392608','280',,,'39111','17271142','573442',,'2011-07-01',,'0','0',,,,,
'17392675','287',,,'39111','17271215','573469',,'2013-12-05',,'423178','469125',,,,'-732255.43','-1128493.95'
'17392764','296',,,'39111','17271304','573442',,'2011-07-01',,'0','0',,,,,
'17392951','2','1',,'39201','17271495','574686',,'2013-12-05',,'423236','469183',,,,'-733943.75','-1137186.38'
'17392985','5','7',,'39201','17271525','574686',,'2013-12-05',,'423236','469183',,,,'-733977.13','-1137167.5'
'17393060','13','23',,'39201','17271606','574686',,'2013-12-05',,'423236','469183',,,,'-734099','-1137171.75'
'17393108','17','5',,'39201','17271649','574589',,'2013-12-05',,'423236','469183',,,,'-734063.94','-1137224.13'
'17393124','19','9',,'39201','17271665','574589',,'2013-12-05',,'423236','469183',,,,'-734084.94','-1137224.75'
'17393205','27','3',,'39201','17271746','574635',,'2013-12-05',,'423236','469183',,,,'-734033.13','-1137111.25'
'17393221','29','7',,'39201','17271762','574635',,'2013-12-05',,'423236','469183',,,,'-734037.31','-1137073.63'
'17393230','30','9',,'39201','17271771','574635',,'2013-12-05',,'423236','469183',,,,'-734038.63','-1137061.13'
'17393396','46','3',,'39201','17271932','574694',,'2013-12-05',,'423236','469183',,,,'-733969.69','-1137128.88'
'17393400','47','5',,'39201','17271941','574694',,'2013-12-05',,'423236','469183',,,,'-733994.06','-1137129.88'
'17393418','48','10',,'39201','17271959','574686',,'2013-12-05',,'423236','469183',,,,'-733992.38','-1137142.88'
'17393442','51','4',,'39201','17271983','574686',,'2013-12-05',,'423236','469183',,,,'-733961.81','-1137148'
'17393558','62','5',,'39201','17272092','574961',,'2013-12-05',,'423236','469183',,,,'-733981.31','-1137045.13'
'17393647','71','21',,'39201','17272181','574961',,'2013-12-05',,'423236','469183',,,,'-734000.56','-1136888'
'17393698','76','14',,'39201','17272238','574546',,'2013-12-05',,'423236','469183',,,,'-733848.85','-1136920.42'
'17393728','79','8',,'39201','17272262','574546',,'2013-12-05',,'423236','469183',,,,'-733894.75','-1136909.38'
'17393973','103',,,'39201','17272505','574911',,'2013-12-05',,'423236','469183',,,,'-733834.25','-1137071.5'
'17394236','133','16',,'39201','17272769','575003',,'2013-12-05',,'423236','469183',,,,'-733698.25','-1137028.63'
'17394244','134','14',,'39201','17272777','575003',,'2013-12-05',,'423236','469183',,,,'-733715.19','-1137034.13'
'17394619','172','13',,'39201','17273145','574911',,'2013-12-05',,'423236','469183',,,,'-733872.81','-1137225.25'
'17394678','602',,,'39201','17273200','574872',,'2013-12-05',,'423236','469183',,,,'-734165.58','-1139380.72'
'17394708','605',,,'39201','17273234','574872',,'2011-07-01',,'0','0',,,,,
'17395194','654',,,'39201','17273722','574872',,'2014-04-24',,'589389','575822',,,,'-734133.2','-1139619.92'
'17395224','657',,,'39201','17273757','575356',,'2011-07-01',,'0','0',,,,,
'17395313','666',,,'39201','17273846','574872',,'2011-07-01',,'0','0',,,,,
'17395330','668',,,'39201','17273862','574813',,'2011-07-01',,'0','0',,,,,
'17395348','669',,,'39201','17273871','574775',,'2011-07-01',,'0','0',,,,,
'17395941','729',,,'39201','17274478','574775',,'2011-07-01',,'0','0',,,,,
'17396026','737',,,'39201','17274559','575453',,'2011-07-01',,'0','0',,,,,
'17396085','743',,,'39201','17274613','575194',,'2011-07-01',,'0','0',,,,,
'17396158','750',,,'39201','17274681','575461',,'2011-07-01',,'0','0',,,,,
'17396352','770',,,'39201','17274885','575461',,'2011-07-01',,'0','0',,,,,
'17396417','776',,,'39201','17274940','574775',,'2011-07-01',,'0','0',,,,,
'17396441','779',,,'39201','17274974','575194',,'2011-07-01',,'0','0',,,,,
'17396514','786',,,'39201','17275041','575224',,'2011-07-01',,'0','0',,,,,
'17396654','800',,,'39201','17275181','574872',,'2011-07-01',,'0','0',,,,,
'17396701','805',,,'39201','17275237','575194',,'2011-07-01',,'0','0',,,,,
'17396875','822',,,'39201','17275407','574813',,'2011-07-01',,'0','0',,,,,
'17396891','824',,,'39201','17275423','575453',,'2011-07-01',,'0','0',,,,,
'17396913','826',,,'39201','17275440','575283',,'2011-07-01',,'0','0',,,,,
'17396964','831',,,'39201','17275491','574872',,'2013-12-05',,'423236','469183',,,,'-734102','-1139569'
'17397081','843',,,'39201','17275610','575429',,'2011-07-01',,'0','0',,,,,
'17397359','870',,,'39201','17275881','574775',,'2011-07-01',,'0','0',,,,,
'17397511','886',,,'39201','17276047','575429',,'2011-07-01',,'0','0',,,,,
'17397758','910',,,'39201','17276284','574775',,'2011-07-01',,'0','0',,,,,
'17397774','912',,,'39201','17276306','575216',,'2011-07-01',,'0','0',,,,,
'17397987','933',,,'39201','17276519','575259',,'2014-04-24',,'589368','575968',,,,'-733945.51','-1135832.35'
'17398011','936',,,'39201','17276543','574775',,'2011-07-01',,'0','0',,,,,
'17398142','949',,,'39201','17276675','574775',,'2011-07-01',,'0','0',,,,,
'17398185','953',,,'39201','17276713','574775',,'2011-07-01',,'0','0',,,,,
'17398215','956',,,'39201','17276748','575283',,'2011-07-01',,'0','0',,,,,
'17398231','958',,,'39201','17276764','575194',,'2011-07-01',,'0','0',,,,,
'17398258','960',,,'39201','17276781','574813',,'2011-07-01',,'0','0',,,,,
'17398321','967',,,'39201','17276853','574872',,'2011-07-01',,'0','0',,,,,
'17398436','978',,,'39201','17276969','575194',,'2011-07-01',,'0','0',,,,,
'17398495','984',,,'39201','17277027','574775',,'2011-07-01',,'0','0',,,,,
'17398568','991',,,'39201','17277094','574775',,'2011-07-01',,'0','0',,,,,
'17398584','993',,,'39201','17277116','574775',,'2011-07-01',,'0','0',,,,,
'17398746','2','37',,'39201','17277272','574473',,'2014-04-24',,'588502','575552',,,,'-734601.98','-1137201.95'
'17398771','5','22',,'39201','17277302','574830',,'2013-12-05',,'423236','469183',,,,'-734071.69','-1137319.25'
'17398801','8','16',,'39201','17277337','574830',,'2013-12-05',,'423236','469183',,,,'-734014.56','-1137337.13'
'17398860','14','2',,'39201','17277396','574830',,'2013-12-05',,'423236','469183',,,,'-733899.75','-1137369.88'
'17398916','19','9',,'39201','17277442','574830',,'2013-12-05',,'423236','469183',,,,'-733978.94','-1137375.5'
'17398991','27','28',,'39201','17277523','574830',,'2013-12-05',,'423236','469183',,,,'-734119.25','-1137352.38'
'17399165','44','4',,'39201','17277698','575089',,'2013-12-05',,'423236','469183',,,,'-733778.56','-1137437'
'17399173','45','6',,'39201','17277701','575089',,'2013-12-05',,'423236','469183',,,,'-733783.69','-1137445.25'
'17399238','51','27',,'39201','17277761','574830',,'2013-12-05',,'423236','469183',,,,'-734072.94','-1137419.88'
'17399254','56','28',,'39201','17277787','575089',,'2013-12-05',,'423236','469183',,,,'-733778.94','-1137625.88'
'17399297','60','36',,'39201','17277825','575089',,'2013-12-05',,'423236','469183',,,,'-733782.63','-1137705'
'17399351','66',,,'39201','17277884','574627',,'2014-05-13',,'599776','580296',,,,'-734035.6','-1137810.15'
'17399378','68','18',,'39201','17277906','574627',,'2013-12-05',,'423236','469183',,,,'-734152.75','-1137904.88'
'17399564','87','66',,'39201','17278091','575089',,'2013-12-05',,'423236','469183',,,,'-733818.13','-1137923.5'
'17399769','107','110',,'39201','17278295','575089',,'2013-12-05',,'423236','469183',,,,'-733860.5','-1138216.75'
'17399840','115',,,'39201','17278376','574821',,'2013-12-05',,'423236','469183',,,,'-733865.63','-1139541.38'
'17399904','121',,,'39201','17278431','574821',,'2013-12-05',,'423236','469183',,,,'-733350.81','-1138114.75'
'17399947','125','6',,'39201','17278473','574716',,'2013-12-05',,'423236','469183',,,,'-733727.44','-1138318.25'
'41707087','66',,,'39201','52068838',,,'2013-12-03',,'417903','465581',,,,'-722182.25','-1136620.58'
'41756614','27',,,'39201','52125181',,,'2013-12-06',,'424525','470119',,,,'-737275.16','-1136895.59'
'25503421','1040',,,'39201','25028430','575194',,'2011-07-01',,'0','0',,,,,
'25503502','837',,,'39201','25028511','574660',,'2013-12-05',,'423236','469183',,,,'-733140.44','-1136508.25'
'25503588','171',,,'39201','25028596',,,'2013-12-05',,'423207','469154',,,,'-733564.87','-1135153.09'
'25510398','65',,,'39155','25035223',,,'2011-07-01',,'0','0',,,,,
'25538390','156',,,'39852','25062743','573302',,'2013-12-01',,'414142','463397',,,,'-747210','-1107830'
'17400031','134','59',,'39201','17278562','575089',,'2013-12-05',,'423236','469183',,,,'-733796.5','-1137965.5'
'17400104','141','45',,'39201','17278635','575089',,'2013-12-05',,'423236','469183',,,,'-733783.88','-1137883.5'
'17400121','143','41',,'39201','17278651','575089',,'2013-12-05',,'423236','469183',,,,'-733783','-1137860'
'17400252','156','22',,'39201','17278783','574619',,'2013-12-05',,'423236','469183',,,,'-733686.75','-1137844.13'
'17400295','160','30',,'39201','17278821','574619',,'2013-12-05',,'423236','469183',,,,'-733693.63','-1137885.13'
'17400368','167','6',,'39201','17278899','575178',,'2013-12-05',,'423236','469183',,,,'-733656.63','-1138027.88'
'17400384','169','10',,'39201','17278911','575178',,'2013-12-05',,'423236','469183',,,,'-733640.13','-1138032.13'
'17400465','177','2',,'39201','17278996','575151',,'2013-12-05',,'423236','469183',,,,'-733585.44','-1138077.25'
'17400511','182','7',,'39201','17279046','575151',,'2013-12-05',,'423236','469183',,,,'-733596.44','-1138125'
'17400571','188','14',,'39201','17279101','575151',,'2013-12-05',,'423236','469183',,,,'-733604.44','-1138153.38'
'17400627','193','19',,'39201','17279151','575151',,'2013-12-05',,'423236','469183',,,,'-733614.69','-1138191.63'
'17400660','197','25',,'39201','17279194','575178',,'2013-12-05',,'423236','469183',,,,'-733595.63','-1138023.38'
'17400741','205','9',,'39201','17279275','575178',,'2013-12-05',,'423236','469183',,,,'-733660.25','-1138003.88'
'17400775','208','19',,'39201','17279305','574465',,'2013-12-05',,'423236','469183',,,,'-733552.31','-1137791.25'
'17400970','228','6',,'39201','17279500','574457',,'2013-12-05',,'423236','469183',,,,'-733673.44','-1137582.38'
'17401020','233','8',,'39201','17279551','574619',,'2013-12-05',,'423236','469183',,,,'-733647.06','-1137656'
