'Kod','Nazev','Obec','Pou','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo'
577545,'Školní nám.',552046,,,2011-07-01,,0,0,,,
577618,'Tankistů',552046,,,2011-07-01,,0,0,,,
577651,'Trocnovská',552046,,,2013-10-25,,378903,448188,,,
577685,'Třebízského',552046,,,2011-07-01,,0,0,,,
577693,'Turovecká',552046,,,2013-10-25,,378903,448188,,,
577791,'U Lesíka',552046,,,2011-07-01,,0,0,,,
577804,'U Lípy',552046,,,2014-05-26,,609050,585036,,,
577880,'U Tratě',552046,,,2013-10-25,,378903,448188,,,
577961,'Valdenská',552046,,,2014-03-12,,553582,554632,,,
578002,'K Šachtě',552046,,,2011-07-01,,0,0,,,
578029,'Vítkova',552046,,,2014-05-07,,597036,579168,,,
578045,'Vodňanského',552046,,,2013-10-25,,378903,448188,,,
578061,'Vožická',552046,,,2013-10-31,,382539,449292,,,
578134,'Zelená',552046,,,2011-07-01,,0,0,,,
578461,'Klobasná',553271,,,2011-07-01,,0,0,,,
578541,'Havlíčkova',553271,,,2011-07-01,,0,0,,,
578584,'Husova',553271,,,2011-07-01,,0,0,,,
578631,'Jindřichohradecká',553271,,,2013-09-10,,339299,435254,,,
578720,'Kubatova',553271,,,2011-07-01,,0,0,,,
578894,'Ak. Bydžovského',553271,,,2011-07-01,,0,0,,,
579025,'S. Čecha',553271,,,2011-07-01,,0,0,,,
579190,'V. Filípka',553271,,,2011-07-01,,0,0,,,
667285,'Javorová',552046,,,2011-07-01,,0,0,,,
667374,'Konečná',552046,,,2011-07-01,,0,0,,,
686191,'Polní',553131,,,2011-07-01,,0,0,,,
689556,'Dražická',552046,,,2014-05-07,,597036,579168,,,
694207,'U Kaštanu',549631,,,2014-05-13,,599849,580176,,,
730211,'Zahradní',552496,,,2011-07-01,,0,0,,,
769339,'Sluneční',552704,,,2011-07-01,,0,0,,,
770655,'Přemyslovců',552496,,,2011-07-01,,0,0,,,
772658,'Nad Nechybou',553069,,,2011-07-01,,0,0,,,
772666,'Na Tábořišti',553069,,,2011-07-01,,0,0,,,
772674,'Luční',553069,,,2011-07-01,,0,0,,,
772721,'Nad Ovčínem',553069,,,2011-07-01,,0,0,,,
793108,'Pod Strání',552534,,,2011-07-01,,0,0,,,
800694,'K Faře',552534,,,2011-07-01,,0,0,,,
571491,'Tyršova',552054,,,2014-05-29,,612723,586493,,,
571504,'sídl. 5. května',552054,,,2014-04-17,,584130,573881,,,
571679,'K Václavu',552461,,,2011-07-01,,0,0,,,
571717,'Lomená',552461,,,2011-07-01,,0,0,,,
571733,'Na Kopečku',552461,,,2014-01-22,,476457,496972,,,
571890,'Průchodní',552461,,,2011-07-01,,0,0,,,
571911,'Rudé armády',552461,,,2014-01-22,,476457,496972,,,
571997,'U Lomu',552461,,,2011-07-01,,0,0,,,
572055,'Bezručova',552496,,,2014-02-10,,510209,520994,,,
572063,'Bílkova',552496,,,2014-03-11,,552252,553867,,,
572373,'Palackého',552534,,,2014-05-26,,609062,585055,,,
572977,'Náměstí obětí nacismu',552704,,,2011-07-01,,0,0,,,
573001,'Oty Bubeníčka',552704,,,2011-07-01,,0,0,,,
573035,'Plaňková',552704,,,2011-07-01,,0,0,,,
573060,'Purkrecht',552704,,,2011-07-01,,0,0,,,
573167,'U Hřiště',552704,,,2011-07-01,,0,0,,,
573388,'Chýnovská',552828,,,2014-03-05,,546431,550656,,,
573485,'Nádražní',552828,,,2014-01-14,,463593,489961,,,
573515,'Průběžná',552828,,,2014-02-28,,540724,546835,,,
573663,'Ve Stržném',552828,,,2013-10-22,,374165,446005,,,
573981,'K. H. Borovského',553069,,,2011-07-01,,0,0,,,
574015,'Karenova',553069,,,2011-07-01,,0,0,,,
574023,'Ke Hvězdárně',553069,,,2011-07-01,,0,0,,,
574082,'náměstí Tomáše Bati',553069,,,2011-07-01,,0,0,,,
574171,'Rudé armády',553069,,,2014-02-25,,535556,542410,,,
574252,'Táboritů',553069,,,2011-07-01,,0,0,,,
574473,'Bechyňská',553131,,,2013-10-29,,380714,448629,,,
574503,'Bočná',553131,,,2011-07-01,,0,0,,,
574627,'Jiráskova',553131,,,2013-10-29,,380714,448629,,,
574848,'Na Skále',553131,,,2011-07-01,,0,0,,,
575011,'Riegrova',553131,,,2013-10-23,,375665,447496,,,
575038,'Sídliště Míru',553131,,,2013-11-06,,387889,450634,,,
575054,'Slovenská',553131,,,2013-11-05,,386348,449949,,,
575224,'Mokerské Strouhy',553131,,,2013-10-31,,382368,449248,,,
575470,'Mírová',552046,,,2011-07-01,,0,0,,,
575518,'Arbeiterova',552046,,,2011-07-01,,0,0,,,
575658,'Bukurešťská',552046,,,2011-07-01,,0,0,,,
575704,'Chýnovská',552046,,,2013-10-31,,382539,449292,,,
575739,'Čsl. armády',552046,,,2014-05-26,,609050,585036,,,
575747,'Děkanská',552046,,,2011-07-01,,0,0,,,
575879,'Budějovická',552046,,,2013-11-01,,384014,449605,,,
575976,'Hrbkova',552046,,,2013-10-25,,378903,448188,,,
576085,'Jaselská',552046,,,2011-07-01,,0,0,,,
576093,'Jeronýmova',552046,,,2011-07-01,,0,0,,,
576174,'K Jordánu',552046,,,2013-10-25,,378903,448188,,,
576280,'Klokotská',552046,,,2014-05-26,,609050,585036,,,
576298,'Kollárova',552046,,,2011-07-01,,0,0,,,
576336,'Kotnovská',552046,,,2011-07-01,,0,0,,,
576344,'Kozská',552046,,,2011-07-01,,0,0,,,
576697,'Mlýnská',552046,,,2014-05-26,,609050,585036,,,
576972,'Ojířova',552046,,,2014-05-26,,609050,585036,,,
577022,'Petra z Ústí',552046,,,2011-07-01,,0,0,,,
577081,'Pod Nemocnicí',552046,,,2011-07-01,,0,0,,,
577138,'Potoční',552046,,,2014-03-10,,551219,553308,,,
577171,'Provaznická',552046,,,2011-07-01,,0,0,,,
577243,'Tržní nám.',552046,,,2011-07-01,,0,0,,,
577286,'Soběslavská',552046,,,2013-10-31,,382539,449292,,,
577308,'Sadová',552046,,,2011-07-01,,0,0,,,
577405,'Sokolovská',552046,,,2011-07-01,,0,0,,,
577430,'Staňkova',552046,,,2011-07-01,,0,0,,,
577821,'U Měšické tvrze',552046,,,2011-07-01,,0,0,,,
577839,'U Mýta',552046,,,2013-10-25,,378903,448188,,,
577871,'U Špýcharu',552046,,,2011-07-01,,0,0,,,
578142,'Zelenářská',552046,,,2011-07-01,,0,0,,,
578371,'Volgogradská',552046,,,2011-07-01,,0,0,,,
578452,'J. Lady',553271,,,2011-07-01,,0,0,,,
578479,'Blatská',553271,,,2013-11-19,,400265,456453,,,
578525,'F. Líbala',553271,,,2011-07-01,,0,0,,,
578827,'Na Strážkách',553271,,,2013-11-22,,404783,458665,,,
578835,'Foglarovo nábřeží',553271,,,2011-07-01,,0,0,,,
578967,'Říční',553271,,,2011-07-01,,0,0,,,
578991,'Za Slabých',553271,,,2011-07-01,,0,0,,,
579009,'Smetanova',553271,,,2011-07-01,,0,0,,,
661872,'Vožická',552461,,,2011-07-01,,0,0,,,
661911,'Polní',552461,,,2011-07-01,,0,0,,,
667293,'U Svaté Anny',552046,,,2011-07-01,,0,0,,,
686212,'Sportovní',552046,,,2011-07-01,,0,0,,,
689220,'K Močítkům',552496,,,2014-03-11,,552252,553867,,,
689238,'Ke Hřišti',552496,,,2011-07-01,,0,0,,,
689548,'Benešovská',552046,,,2014-05-26,,609050,585036,,,
689688,'Osada v Lesíkách',552046,,,2011-07-01,,0,0,,,
709794,'U E55',553069,,,2014-03-13,,554701,555568,,,
729051,'Na Pile',552534,,,2011-07-01,,0,0,,,
768405,'Pstruhová',552828,,,2011-07-01,,0,0,,,
779130,'Na Vrších',553069,,,2011-07-01,,0,0,,,
797391,'Višňová',552828,,,2011-07-01,,0,0,,,
802859,'K Samotám',552828,,,2014-01-14,,463593,489961,,,
816175,'Lipová',552828,,,2011-07-01,,0,0,,,
849057,'Na Drahách',552461,,,2012-02-29,,0,26415,,,
1333488,'V Krátké',552046,,,2014-05-26,,609446,585294,,,
1333526,'V Mlýnské',552046,,,2014-05-26,,609457,585308,,,
1333747,'V Údolní',552046,,,2014-05-26,,609454,585304,,,
1333763,'Na Zahradní',552046,,,2014-05-26,,609455,585306,,,
571512,'sídl. Obránců míru',552054,,,2011-07-01,,0,0,,,
571539,'Široká',552054,,,2014-05-27,,610956,585661,,,
571610,'Zámek',552054,,,2011-07-01,,0,0,,,
571920,'Růžová',552461,,,2011-07-01,,0,0,,,
572128,'Luční',552496,,,2013-07-26,,274485,424623,,,
572217,'Spojovací',552496,,,2011-07-01,,0,0,,,
572420,'Vyšehrádek',552534,,,2014-05-27,,610548,585537,,,
572519,'Tisová',552534,,,2011-07-01,,0,0,,,
572535,'Úvozní',552534,,,2011-07-01,,0,0,,,
573043,'Poplužní',552704,,,2013-10-29,,380709,448625,,,
573116,'Spytihněvova',552704,,,2011-07-01,,0,0,,,
573175,'Voračického předměstí',552704,,,2013-09-03,,332993,433401,,,
573361,'Borecká',552828,,,2014-01-14,,463593,489961,,,
573647,'V Zahájí',552828,,,2011-07-01,,0,0,,,
573680,'Voborská',552828,,,2011-07-01,,0,0,,,
573892,'Erbenova',553069,,,2011-07-01,,0,0,,,
574210,'Školní náměstí',553069,,,2011-07-01,,0,0,,,
574279,'Vaníčkova',553069,,,2014-03-13,,554701,555568,,,
574481,'Bezděkova',553131,,,2013-10-29,,380714,448629,,,
574511,'Chvalovského nábřeží',553131,,,2011-07-01,,0,0,,,
574520,'Petra Voka',553131,,,2014-01-07,,452713,485653,,,
574741,'Lužnická',553131,,,2013-10-29,,380714,448629,,,
574821,'Na Pískách',553131,,,2013-11-08,,389984,451589,,,
575062,'Svákovská',553131,,,2013-10-29,,380714,448629,,,
575071,'Školní náměstí',553131,,,2013-10-29,,380714,448629,,,
575259,'Na Brousku',553131,,,2014-01-07,,452713,485653,,,
575461,'Za Letištěm',553131,,,2011-07-01,,0,0,,,
575526,'Barvířská',552046,,,2011-07-01,,0,0,,,
575534,'Bechyňská',552046,,,2014-05-26,,609050,585036,,,
575712,'Čekanická',552046,,,2011-07-01,,0,0,,,
575836,'Farského',552046,,,2011-07-01,,0,0,,,
575895,'Hanojská',552046,,,2011-07-01,,0,0,,,
575941,'Hlinická',552046,,,2011-07-01,,0,0,,,
575968,'Hradební',552046,,,2011-07-01,,0,0,,,
576051,'Jabloňová',552046,,,2011-07-01,,0,0,,,
576107,'Jesenského',552046,,,2011-07-01,,0,0,,,
576166,'K Hliňáku',552046,,,2011-07-01,,0,0,,,
576191,'K Vodárně',552046,,,2014-03-12,,553582,554632,,,
576468,'Laudova',552046,,,2014-05-07,,597036,579168,,,
576549,'Lomená',552046,,,2011-07-01,,0,0,,,
576751,'Na Haldách',552046,,,2011-07-01,,0,0,,,
576981,'K Lesíkům',552046,,,2011-07-01,,0,0,,,
577090,'Pod Parkány',552046,,,2011-07-01,,0,0,,,
577189,'Průběžná',552046,,,2013-11-01,,384014,449605,,,
577251,'Rekreační',552046,,,2014-05-07,,597036,579168,,,
577294,'Růžová',552046,,,2011-07-01,,0,0,,,
577413,'Souhradí',552046,,,2011-07-01,,0,0,,,
577421,'Soukenická',552046,,,2011-07-01,,0,0,,,
577448,'Staroklokotská',552046,,,2014-05-26,,609050,585036,,,
577642,'Tomkova',552046,,,2011-07-01,,0,0,,,
577936,'Úzká',552046,,,2011-07-01,,0,0,,,
577995,'Ve Struhách',552046,,,2014-05-07,,597036,579168,,,
578037,'Vodní',552046,,,2011-07-01,,0,0,,,
578096,'Zahradní',552046,,,2013-11-04,,384761,449946,,,
578606,'J. K. Tyla',553271,,,2011-07-01,,0,0,,,
578681,'K Trati',553271,,,2011-07-01,,0,0,,,
578690,'K. Čapka',553271,,,2011-07-01,,0,0,,,
578703,'Krále Jiřího',553271,,,2013-11-19,,400265,456453,,,
578916,'Podskalí',553271,,,2013-09-10,,339299,435254,,,
578932,'Průběžná',553271,,,2013-07-02,,257017,419004,,,
578975,'Samota',553271,,,2011-07-01,,0,0,,,
579041,'Svojsíkova',553271,,,2011-07-01,,0,0,,,
689262,'Potoční',552496,,,2013-07-26,,274485,424623,,,
689572,'Ke Mlýnu',552046,,,2014-05-07,,597036,579168,,,
694177,'Fikarova',549631,,,2014-05-13,,599849,580176,,,
694185,'Táborská',549631,,,2014-05-13,,599849,580176,,,
706531,'Hartova',552046,,,2014-03-12,,553582,554632,,,
738646,'Malovců',552496,,,2011-07-01,,0,0,,,
746151,'Lesní',553131,,,2011-07-01,,0,0,,,
749389,'Krásná vyhlídka',552046,,,2011-07-01,,0,0,,,
772623,'Chrpová',553069,,,2011-07-01,,0,0,,,
781525,'Švestková',552054,,,2014-04-17,,584130,573881,,,
789887,'U Písničky',552461,,,2014-05-26,,609054,585050,,,
810321,'V Lukách',552046,,,2014-03-12,,553582,554632,,,
821853,'U Kříže',552046,,,2011-07-01,,0,0,,,
821900,'Jasmínová',552046,,,2011-07-01,,0,0,,,
835021,'Na Pasekách',553271,,,2014-05-06,,595980,578663,,,
905038,'Homolská',549631,,,2012-11-14,,82866,333990,,,
571342,'Lázeňská',552054,,,2011-07-01,,0,0,,,
571636,'Dolní',552461,,,2011-07-01,,0,0,,,
571687,'Kaštanová',552461,,,2011-07-01,,0,0,,,
571784,'Na Výsluní',552461,,,2011-07-01,,0,0,,,
571806,'Nádražní',552461,,,2014-01-22,,476457,496972,,,
571822,'Osvobození',552461,,,2014-01-22,,476457,496972,,,
571831,'Ovocná',552461,,,2011-07-01,,0,0,,,
571946,'Sedlecká',552461,,,2014-01-22,,476457,496972,,,
572179,'Nádražní',552496,,,2014-02-10,,510209,520994,,,
572209,'Pod Křivou',552496,,,2011-07-01,,0,0,,,
572268,'U Špýcharu',552496,,,2013-10-30,,381977,448878,,,
572381,'Sedlecká',552534,,,2014-05-26,,609062,585055,,,
572616,'Veselka',563986,,,2011-07-01,,0,0,,,
572675,'Lomská',552666,,,2014-05-06,,595972,578638,,,
572845,'28. října',552704,,,2011-07-01,,0,0,,,
572900,'Josefa Bricha',552704,,,2011-07-01,,0,0,,,
573027,'Pod Hradem',552704,,,2011-07-01,,0,0,,,
573108,'Souhradí',552704,,,2011-07-01,,0,0,,,
573124,'Táborská',552704,,,2011-07-01,,0,0,,,
573809,'1. máje',553069,,,2011-07-01,,0,0,,,
573817,'9. května',553069,,,2011-07-01,,0,0,,,
573906,'Hálkova',553069,,,2011-07-01,,0,0,,,
573914,'Hromádkova',553069,,,2013-11-15,,396450,453712,,,
573965,'Jungmannova',553069,,,2011-07-01,,0,0,,,
574074,'Lipová',553069,,,2011-07-01,,0,0,,,
574198,'Svépomoc',553069,,,2011-07-01,,0,0,,,
574236,'Švehlova',553069,,,2011-07-01,,0,0,,,
574457,'28. října',553131,,,2011-07-01,,0,0,,,
574562,'Družstevní',553131,,,2011-07-01,,0,0,,,
574571,'Česká',553131,,,2011-07-01,,0,0,,,
574589,'Havlíčkovo nábřeží',553131,,,2014-01-07,,452713,485653,,,
574783,'Na Dráchovském kopci',553131,,,2014-01-07,,452713,485653,,,
574791,'Na Ohradě',553131,,,2013-10-29,,380714,448629,,,
574970,'Petra Bezruče',553131,,,2013-10-23,,375665,447496,,,
575046,'Sídliště Svákov',553131,,,2013-10-29,,380714,448629,,,
575208,'Na Douskách',553131,,,2014-01-07,,452713,485653,,,
575542,'Berlínská',552046,,,2011-07-01,,0,0,,,
575623,'Budapešťská',552046,,,2011-07-01,,0,0,,,
575631,'Budovatelů',552046,,,2011-07-01,,0,0,,,
575640,'Budovcova',552046,,,2014-02-25,,536114,543320,,,
575909,'Havlíčkova',552046,,,2013-10-25,,378903,448188,,,
575917,'Havanská',552046,,,2011-07-01,,0,0,,,
575950,'Hošťálkova',552046,,,2011-07-01,,0,0,,,
576018,'Husitská',552046,,,2011-07-01,,0,0,,,
576182,'K Lípě',552046,,,2014-05-07,,597036,579168,,,
576255,'Kaplířova',552046,,,2013-10-25,,378903,448188,,,
576271,'Ke Chlumu',552046,,,2014-05-07,,597036,579168,,,
576310,'Kosova',552046,,,2013-10-25,,378903,448188,,,
576506,'Lesní',552046,,,2011-07-01,,0,0,,,
576522,'Lipová',552046,,,2011-07-01,,0,0,,,
576557,'Lucínova',552046,,,2011-07-01,,0,0,,,
576646,'Miličova',552046,,,2013-10-25,,378903,448188,,,
576743,'Na Dlouhé',552046,,,2014-05-07,,597036,579168,,,
576921,'Nad Sládečkem',552046,,,2014-02-25,,536114,543320,,,
576956,'Novákova',552046,,,2011-07-01,,0,0,,,
576999,'Ovocná',552046,,,2011-07-01,,0,0,,,
577073,'Pod Kozím hrádkem',552046,,,2011-07-01,,0,0,,,
577154,'Pražského povstání',552046,,,2011-07-01,,0,0,,,
577162,'Prokopova',552046,,,2011-07-01,,0,0,,,
577472,'Střelnická I',552046,,,2011-07-01,,0,0,,,
577588,'Štítného',552046,,,2011-07-01,,0,0,,,
577669,'Truhlářská',552046,,,2011-07-01,,0,0,,,
577715,'Týnská',552046,,,2014-05-26,,609050,585036,,,
577782,'U Lesa',552046,,,2011-07-01,,0,0,,,
577863,'U Školky',552046,,,2011-07-01,,0,0,,,
577952,'V Zahradách',552046,,,2011-07-01,,0,0,,,
578070,'Za Výtopnou',552046,,,2011-07-01,,0,0,,,
578151,'Zlomená',552046,,,2013-10-25,,378903,448188,,,
578177,'Žižkovo nám.',552046,,,2011-07-01,,0,0,,,
578185,'K Zastávce',552046,,,2011-07-01,,0,0,,,
578223,'Strmá',552046,,,2011-07-01,,0,0,,,
578240,'nám. Prokopa Velikého',552046,,,2014-05-07,,597036,579168,,,
578355,'U Spojky',552046,,,2011-07-01,,0,0,,,
578444,'A. Jiráska',553271,,,2013-07-02,,257017,419004,,,
578487,'B. Jablonského',553271,,,2011-07-01,,0,0,,,
578649,'Karla IV.',553271,,,2011-07-01,,0,0,,,
578673,'Jungmannova',553271,,,2011-07-01,,0,0,,,
578801,'Na Potoce',553271,,,2013-11-19,,400265,456453,,,
578860,'Nerudova',553271,,,2011-07-01,,0,0,,,
578908,'Podhájek',553271,,,2013-09-10,,339299,435254,,,
578924,'Polní',553271,,,2011-07-01,,0,0,,,
578983,'Blatské sídliště',553271,,,2013-11-19,,400265,456453,,,
579092,'Průmyslová',553271,,,2011-07-01,,0,0,,,
579149,'Weisova',553271,,,2014-05-16,,603026,581539,,,
661902,'Pod Nádražím',552461,,,2011-07-01,,0,0,,,
667307,'Liborova',552046,,,2011-07-01,,0,0,,,
667382,'Pod Klášterem',552046,,,2011-07-01,,0,0,,,
688258,'Roháčova',553271,,,2011-07-01,,0,0,,,
689670,'Osada U Chlumu',552046,,,2011-07-01,,0,0,,,
692042,'garáže-Svépomoc',552046,,,2011-07-01,,0,0,,,
745103,'Okružní',552046,,,2011-07-01,,0,0,,,
764205,'Vášova',552496,,,2011-07-01,,0,0,,,
791393,'Obchodní',553131,,,2014-01-07,,452713,485653,,,
795330,'Javorová',552828,,,2011-07-01,,0,0,,,
797375,'Jabloňová',552828,,,2011-07-01,,0,0,,,
803138,'Na Lipici',552496,,,2011-07-01,,0,0,,,
810304,'K Babí hoře',552046,,,2011-07-01,,0,0,,,
815861,'garáže',552046,,,2011-07-01,,0,0,,,
821861,'Sasanková',552046,,,2011-07-01,,0,0,,,
902837,'Trnková',552828,,,2012-11-08,,79030,323673,,,
1333500,'V Luční',552046,,,2014-05-26,,609451,585298,,,
571334,'Křižíkova vilová čtvrť',552054,,,2011-07-01,,0,0,,,
571440,'Obůrka',552054,,,2011-07-01,,0,0,,,
571709,'Lipová',552461,,,2011-07-01,,0,0,,,
571857,'Pod Lesem',552461,,,2011-07-01,,0,0,,,
571865,'Pod Špejcharem',552461,,,2011-07-01,,0,0,,,
572047,'Zámecká',552461,,,2014-01-22,,476457,496972,,,
572365,'Náměstí',552534,,,2014-05-27,,610548,585537,,,
572411,'Tovární',552534,,,2014-05-26,,609062,585055,,,
572527,'Třešňová',552534,,,2014-05-26,,609062,585055,,,
572560,'Hronův Lesík',563986,,,2011-07-01,,0,0,,,
572624,'Víšní Keř',563986,,,2011-07-01,,0,0,,,
572659,'Jitra',552666,,,2011-07-01,,0,0,,,
572713,'Nádražní',552666,,,2011-07-01,,0,0,,,
572870,'Husovo náměstí',552704,,,2011-07-01,,0,0,,,
572926,'Matěje z Janova',552704,,,2011-07-01,,0,0,,,
572942,'Mincovní',552704,,,2011-07-01,,0,0,,,
573086,'Sedláčkova',552704,,,2011-07-01,,0,0,,,
573264,'K Lomu',552704,,,2013-09-27,,355412,440191,,,
573639,'V Hlinách',552828,,,2014-01-14,,463593,489961,,,
573655,'Ve Skobě',552828,,,2011-07-01,,0,0,,,
573973,'K Hájence',553069,,,2011-07-01,,0,0,,,
574201,'Šafaříkova',553069,,,2013-11-15,,396450,453712,,,
574244,'Švermova',553069,,,2011-07-01,,0,0,,,
574392,'Nad Mýtem',553069,,,2014-02-25,,535556,542410,,,
574449,'Na Házené',553069,,,2013-11-15,,396450,453712,,,
574490,'Blatská',553131,,,2011-07-01,,0,0,,,
574538,'Dolní nábřeží',553131,,,2011-07-01,,0,0,,,
574554,'Dr. Studničky',553131,,,2011-07-01,,0,0,,,
574660,'K Sedlečku',553131,,,2013-10-29,,380714,448629,,,
574686,'Komenského',553131,,,2013-10-29,,380714,448629,,,
574813,'Na Petříně',553131,,,2013-10-23,,375665,447496,,,
574872,'Na Švadlačkách',553131,,,2011-07-01,,0,0,,,
575216,'K Čerazi',553131,,,2011-07-01,,0,0,,,
575381,'U Hřbitova',553131,,,2011-07-01,,0,0,,,
575593,'Blanická',552046,,,2013-11-04,,384761,449946,,,
575763,'Dlouhá',552046,,,2011-07-01,,0,0,,,
575810,'Dukelských bojovníků',552046,,,2011-07-01,,0,0,,,
575861,'Vídeňská',552046,,,2014-02-25,,536114,543320,,,
575887,'Harantova',552046,,,2011-07-01,,0,0,,,
575925,'Helsinská',552046,,,2013-11-04,,384761,449946,,,
575984,'Hrnčířská',552046,,,2011-07-01,,0,0,,,
576000,'Husinecká',552046,,,2013-10-25,,378903,448188,,,
576077,'Poříční',552046,,,2014-05-07,,597036,579168,,,
576212,'Kamarýtova',552046,,,2011-07-01,,0,0,,,
576361,'Kožešnická',552046,,,2011-07-01,,0,0,,,
576433,'Křížkova',552046,,,2011-07-01,,0,0,,,
576531,'Lipová alej',552046,,,2011-07-01,,0,0,,,
576701,'Moskevská',552046,,,2011-07-01,,0,0,,,
576727,'Mozolová',552046,,,2014-02-25,,536114,543320,,,
576786,'Na Parkánech',552046,,,2014-05-07,,597036,579168,,,
576816,'Na Stráni',552046,,,2013-10-25,,378903,448188,,,
577014,'Partyzánská',552046,,,2011-07-01,,0,0,,,
577057,'Pod Cihelnou',552046,,,2014-05-07,,597036,579168,,,
577065,'Pod Holečkovými sady',552046,,,2011-07-01,,0,0,,,
577197,'Průhon',552046,,,2013-11-04,,384761,449946,,,
577201,'Převrátilská',552046,,,2011-07-01,,0,0,,,
577278,'Rokycanova',552046,,,2013-10-25,,378903,448188,,,
577537,'Široká',552046,,,2011-07-01,,0,0,,,
577766,'U Kovárny',552046,,,2014-02-25,,536114,543320,,,
577901,'U Zahrad',552046,,,2011-07-01,,0,0,,,
578410,'9. května',552046,,,2013-11-04,,384761,449946,,,
578746,'Pod Markem',553271,,,2011-07-01,,0,0,,,
578843,'Nádražní',553271,,,2013-11-19,,400265,456453,,,
578851,'náměstí T. G. Masaryka',553271,,,2011-07-01,,0,0,,,
578886,'P. Brandla',553271,,,2011-07-01,,0,0,,,
578959,'Riegrova',553271,,,2011-07-01,,0,0,,,
579068,'Třída Čs. armády',553271,,,2013-11-28,,410725,461146,,,
579084,'U Vodárny',553271,,,2013-09-10,,339299,435254,,,
579114,'V. Slukova',553271,,,2013-11-19,,400265,456453,,,
579122,'Svinenská',553271,,,2013-09-10,,339299,435254,,,
579131,'Vrchlického',553271,,,2011-07-01,,0,0,,,
579165,'Zlukovská',553271,,,2011-07-01,,0,0,,,
667366,'Stylová',552046,,,2014-02-25,,536114,543320,,,
667404,'K Potoku',552046,,,2011-07-01,,0,0,,,
686174,'Doudlebská',552704,,,2011-07-01,,0,0,,,
689742,'Topolová',552046,,,2011-07-01,,0,0,,,
694461,'Pod Pracovem',552828,,,2011-07-01,,0,0,,,
701777,'Pod Rafandou',553271,,,2011-07-01,,0,0,,,
703915,'U Družstva',553271,,,2011-07-01,,0,0,,,
745090,'Příčná',552046,,,2011-07-01,,0,0,,,
768391,'Candátová',552828,,,2011-07-01,,0,0,,,
777447,'Janáčkova',552046,,,2011-07-01,,0,0,,,
788511,'Harrachova',552828,,,2011-07-01,,0,0,,,
793094,'Stará Hora',552534,,,2011-07-01,,0,0,,,
810029,'Okružní',552496,,,2014-02-10,,510209,520994,,,
858692,'Pod Dehetníkem',553271,,,2013-11-28,,410725,461146,,,
865338,'K Vodopádu',552046,,,2012-06-23,,0,99077,,,
1026313,'Spojovací',552704,,,2013-09-27,,355411,440189,,,
1333682,'Na Krátké',552046,,,2014-05-26,,609449,585296,,,
1333721,'V Sadové',552046,,,2014-05-26,,609453,585301,,,
571318,'Kašpara Malého',552054,,,2011-07-01,,0,0,,,
571369,'Lišky',552054,,,2014-05-29,,612723,586493,,,
571385,'Michalská',552054,,,2014-05-27,,610956,585661,,,
571407,'Zahradní',552054,,,2011-07-01,,0,0,,,
571415,'nám. T. G. Masaryka',552054,,,2014-05-27,,610956,585661,,,
571563,'U Nádraží',552054,,,2014-05-29,,612723,586493,,,
571652,'Hlinická',552461,,,2014-01-22,,476457,496972,,,
571695,'Krátká',552461,,,2011-07-01,,0,0,,,
571768,'Na Radlině',552461,,,2011-07-01,,0,0,,,
571881,'Průběžná',552461,,,2011-07-01,,0,0,,,
571938,'Sadová',552461,,,2011-07-01,,0,0,,,
571954,'Spojovací',552461,,,2011-07-01,,0,0,,,
571962,'Stříbrná alej',552461,,,2011-07-01,,0,0,,,
572080,'Hrnčířská',552496,,,2013-07-26,,274485,424623,,,
572152,'Na Návozech',552496,,,2013-07-26,,274485,424623,,,
572225,'Sportovní',552496,,,2011-07-01,,0,0,,,
572250,'U Kuželníku',552496,,,2011-07-01,,0,0,,,
572276,'Údolní',552496,,,2013-10-30,,381977,448878,,,
572331,'Malé náměstí',552534,,,2011-07-01,,0,0,,,
572454,'Ke Smolíku',552534,,,2011-07-01,,0,0,,,
572471,'Lipová',552534,,,2011-07-01,,0,0,,,
572489,'Nad Hřištěm',552534,,,2011-07-01,,0,0,,,
572501,'Spojovací',552534,,,2014-05-26,,609062,585055,,,
572748,'Spálená',552666,,,2014-05-06,,595972,578638,,,
572896,'Janovská',552704,,,2011-07-01,,0,0,,,
573019,'Pod Baštou',552704,,,2011-07-01,,0,0,,,
573213,'Žahourův mlýn',552704,,,2011-07-01,,0,0,,,
573221,'Židovská',552704,,,2013-10-29,,380709,448625,,,
573248,'Krátká',552704,,,2011-07-01,,0,0,,,
573272,'Remízek',552704,,,2011-07-01,,0,0,,,
573337,'Sedlecká',549631,,,2014-05-13,,599849,580176,,,
573574,'Strkovská',552828,,,2014-02-28,,540724,546835,,,
573604,'Údolní',552828,,,2011-07-01,,0,0,,,
573825,'Alšova',553069,,,2011-07-01,,0,0,,,
573931,'Jana z Ústí',553069,,,2013-11-15,,396450,453712,,,
574058,'Komenského',553069,,,2011-07-01,,0,0,,,
574066,'Krátká',553069,,,2011-07-01,,0,0,,,
574121,'Petra Velikého',553069,,,2011-07-01,,0,0,,,
574139,'Pionýrů',553069,,,2011-07-01,,0,0,,,
574228,'Šrámkova',553069,,,2011-07-01,,0,0,,,
574295,'Vrchlického',553069,,,2011-07-01,,0,0,,,
574317,'Zahradní',553069,,,2011-07-01,,0,0,,,
