'Kod','Nazev','RegionSoudrznosti','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NutsLau','NespravneUdaje','OznacenoDne','OznacenoInfo'
'35','Jihočeský kraj','35',,'2014-05-07',,'596869','579093','CZ031',,,
